BIBID,TITLE,VOLUMES,CREATOR_ROLE,CREATOR_FNAME,CREATOR_LNAME,CREATOR_CNAME,SOURCE,SIGLUM,ADJUNCT_ROLE,ADJUNCT_FNAME,ADJUNCT_LNAME,ADJUNCT_CNAME,SERIES,PUBLISHER,PUBLISHER_LOC,PUBLISHED_BD,PUBLISHED_ED,PUBLISHED_NOTE,VOLUME,ISSUE_EDITION,LOCATION_CLASS,LOCATION,REPRINT,ID_CLASS,ID_NUMBER,CLASS,FORM,TYPE,MEDIUM,FORMAT,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNO,RELATED_LIBBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bibid 6774,"Datos para la biografía de Fr. Francisco Eximenis, Patriarca de Jerusalén",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Atanasio,López,,Archivo Ibero-americano,,,,,,,,,1914,,,2,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,229-39,"{I}Studia bibliographica{/I}, Girona: 1992 (bibid 6759), pp. 173-82",,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-05,ROVIRA,2012-01-28,App Service - MCR,,,,,"López (1914), “Datos para la biografía de Fr. Francisco Eximenis, Patriarca de Jerusalén”, Archivo Ibero-americano"
BITECA bibid 6775,De {I}Lo Libre de les dones{/I} a la {I}Scala Dei{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Curt J.,Wittlin,,"Actes del tercer Col·loqui d’Estudis Catalans a Nord-amèrica. Toronto, 1982. Estudis en honor de Josep Roca-Pons",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Patricia,Boehne,,,Publicacions de l’Abadia de Montserrat,[Barcelona],1983,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,139-52,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,2008-11-05,ROVIRA,2012-01-28,App Service - MCR,,,,,"Wittlin (1983), “De Lo Libre de les dones a la Scala Dei”, Actes del tercer Col·loqui d’Estudis Catalans a Nord-amèrica. Toronto, 1982. Estudis en honor de Josep Roca-Pons"
BITECA bibid 6776,La Biblioteca de Alfonso V de Aragón en Nápoles. Fondos valencianos,2,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,José,Alcina Franch,,,,,,,,,Biblioteca Valenciana - Generalitat Valenciana,València,2000,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,248 + 558,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1242,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-06,ROVIRA,2011-03-09,ROVIRA,,,,,"Alcina Franch (2000), La Biblioteca de Alfonso V de Aragón en Nápoles. Fondos valencianos"
BITECA bibid 6777,Escolios sobre impaginación y variantes redaccionales en Montserrat 992,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Sadurní,Martí,,Proceedings of the Eleventh Colloquium,,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Alan,Deyermond,,Papers of the Medieval Hispanic Research Seminar,University of London Queen Mary. Department of Hispanic Studies,London,2002,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,67-76,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-49,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-06,ROVIRA,2011-03-29,ROVIRA,,,,,"Martí (2002), “Escolios sobre impaginación y variantes redaccionales en Montserrat 992”, Proceedings of the Eleventh Colloquium"
BITECA bibid 6778,La Pintura medieval mallorquina. Su entorno cultural y su iconografía,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Llompart,,,,,,,,,Luis Ripoll,Palma de Mallorca,1977,,,II,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-07,ROVIRA,2012-04-20,AVENOZA,,,,,"Llompart (1977), La Pintura medieval mallorquina. Su entorno cultural y su iconografía"
BITECA bibid 6779,"La “Llicència per a barques” de 1284, una font important per a l’estudi del comerç exterior mallorquí del darrer quart del segle XIII",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Antoni,Riera i Melis,,Fontes Rerum Balearium,,,,,,,Fundación Bartolomé March,Palma de Mallorca,1979,1980,,3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,121-40,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,RR-427,,,,,,,,,,,,,,,,edita el text llatí del registre,,BIBLIOGRAPHY*STATUS*1C,2008-11-07,ROVIRA,2011-04-05,ROVIRA,,,,,"Riera i Melis (1979-80), “La “Llicència per a barques” de 1284, una font important per a l’estudi del comerç exterior mallorquí del darrer quart del segle XIII”, Fontes Rerum Balearium"
BITECA bibid 6780,Aproximació a l’estudi del text de la Passió catalana de París,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Llúcia,Martín Pascual,,"Actas del VIII Congreso Internacional de la Asociación Hispánica de Literatura Medieval (Santander, 22-26 de septiembre de 1999)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Margarita,Freixas,,,Gobierno de Cantabria - Año Jubilar Lebaniego - Asociación Hispánica de Literatura Medieval,Santander,2000,,,2,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1195-1208,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-07,ROVIRA,2011-03-29,ROVIRA,,,,,"Martín Pascual (2000), “Aproximació a l’estudi del text de la Passió catalana de París”, Actas del VIII Congreso Internacional de la Asociación Hispánica de Literatura Medieval (Santander, 22-26 de septiembre de 1999)"
BITECA bibid 6781,Los espacios en blanco y la estructura del {I}Cançoner del Marquès de Barberà{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep Lluís,Martos,,Proceedings of the Eleventh Colloquium,,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Alan,Deyermond,,"Papers of the Medieval Hispanic Research Seminar, 34",University of London Queen Mary. Department of Hispanic Studies,London,2002,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,57-65,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-07,ROVIRA,2012-01-28,App Service - MCR,,,,,"Martos (2002), “Los espacios en blanco y la estructura del Cançoner del Marquès de Barberà”, Proceedings of the Eleventh Colloquium"
BITECA bibid 6782,"Desaparició, emergència i intent de reconstrucció d’un manuscrit vicentí vigatà",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume de,Puig i Oliver,,Arxiu de Textos Catalans Antics,,,,,,,,,2003,,,22,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,309-42,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2008-11-07,ROVIRA,,,,,,,"Puig i Oliver (2003), “Desaparició, emergència i intent de reconstrucció d’un manuscrit vicentí vigatà”, Arxiu de Textos Catalans Antics"
BITECA bibid 6783,Un sermó de sant Vicens Ferrer en català (lo primer ques publica en aquest idioma),,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep,Serra i Campdelacreu,,La Veu del Montserrat,,,,,,,,,1886,,,9,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,"231-32, 247-8, 263-64",,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-07,ROVIRA,2011-04-06,ROVIRA,,,,,"Serra i Campdelacreu (1886), “Un sermó de sant Vicens Ferrer en català (lo primer ques publica en aquest idioma)”, La Veu del Montserrat"
BITECA bibid 6784,Sobre la “traditio” de los sermones de Sant Vicente Ferrer. El de Valencia de 1410 acerca la predestinación,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Felipe,Mateu y Llopis,,Boletín de la Sociedad Castellonense de Cultura,,,,,,,,,1959,,,XXXV,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,139-53,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2008-11-07,ROVIRA,,,,,,,"Mateu y Llopis (1959), “Sobre la “traditio” de los sermones de Sant Vicente Ferrer. El de Valencia de 1410 acerca la predestinación”, Boletín de la Sociedad Castellonense de Cultura"
BITECA bibid 6785,Deification / Hominification and the Doctrine of Intentions: Internal Christological Evidence for Re-dating {I}Cent noms de Déu{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Robert,Hugues,,Studia Lulliana,,,,,,,,,2001,,,41,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,111-15,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2008-11-10,ROVIRA,2012-01-28,App Service - MCR,,,,,"Hugues (2001), “Deification / Hominification and the Doctrine of Intentions: Internal Christological Evidence for Re-dating Cent noms de Déu”, Studia Lulliana"
BITECA bibid 6786,L’edició de 1539 de l’obra d’Ausiàs March: algunes dades noves,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Marinela,Garcia Sempere,,"Actes del Novè Col·loqui d’Estudis Catalans a Nord-Amèrica (Barcelona, 1998)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,August,Bover,,,Publicacions de l’Abadia de Montserrat,Barcelona,2001,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,177-98,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,2008-11-10,ROVIRA,2011-03-24,ROVIRA,,,,,"Garcia Sempere (2001), “L’edició de 1539 de l’obra d’Ausiàs March: algunes dades noves”, Actes del Novè Col·loqui d’Estudis Catalans a Nord-Amèrica (Barcelona, 1998)"
BITECA bibid 6787,Capítols i establiments de l’ofici dels peraires de la ciutat de València,2,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Francisco M.,Gimeno Blay,,,,,,,,,Caixa d’Ontinyent,Ontinyent,1999,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,2008-11-10,ROVIRA,2011-03-24,ROVIRA,,,,,"Gimeno Blay et al. (1999), Capítols i establiments de l’ofici dels peraires de la ciutat de València"
BITECA bibid 6788,Meditationes vitae Christi. Lo Quart del Cartoixà aromançat per Johan Roiç de Corella [edició facsímil],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ludolph de,Saxonia,,,,,,,,,Ajuntament de València,València,1998,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,58,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-10,ROVIRA,2012-09-10,ROVIRA,,,,,"Saxonia (1998), Meditationes vitae Christi. Lo Quart del Cartoixà aromançat per Johan Roiç de Corella [edició facsímil]"
BITECA bibid 6789,Una nova versió catalana del {I}Liber de conservanda sanitate{/I} de Johannes de Toleto,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Martínez Ferrà,,Anuario de Estudios Medievales,,,,,,,,,1999,,,29,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,585-99,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2008-11-10,ROVIRA,2012-01-28,App Service - MCR,,,,,"Martínez Ferrà (1999), “Una nova versió catalana del Liber de conservanda sanitate de Johannes de Toleto”, Anuario de Estudios Medievales"
BITECA bibid 6790,La {I}Vida de Sancta Barbara{/I} del Jardinet d’orats: Joan Roís de Corella o la recepció de la seua obra,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep Lluís,Martos,,"Actas del VIII Congreso Internacional de la Asociación Hispánica de Literatura Medieval (Santander, 22-26 de septiembre de 1999)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Margarita,Freixas,,,Gobierno de Cantabria - Año Jubilar Lebaniego - Asociación Hispánica de Literatura Medieval,Santander,2000,,,2,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1269-87,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-10,ROVIRA,2012-01-28,App Service - MCR,,,,,"Martos (2000), “La Vida de Sancta Barbara del Jardinet d’orats: Joan Roís de Corella o la recepció de la seua obra”, Actas del VIII Congreso Internacional de la Asociación Hispánica de Literatura Medieval (Santander, 22-26 de septiembre de 1999)"
BITECA bibid 6791,La edición de un cuento catalán medieval: el hallazgo de un códice perdido y la identificación del origen de la tradición manuscrita,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Veronica,Orazi,,"Edición y anotación de textos. Actas del I Congreso de Jóvenes Filólogos (A Coruña, 25-28 de septiembre de 1996)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Carmen,Parrilla,,,Universidade da Coruña. Servicio de Publicacións,A Coruña,1999,,,2,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,493-508,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,2008-11-10,ROVIRA,2011-04-04,ROVIRA,,,,,"Orazi (1999), “La edición de un cuento catalán medieval: el hallazgo de un códice perdido y la identificación del origen de la tradición manuscrita”, Edición y anotación de textos. Actas del I Congreso de Jóvenes Filólogos (A Coruña, 25-28 de septiembre de 1996)"
BITECA bibid 6792,"Observacions sobre la {I}Fi del comte d’Urgell{/I}: datació, transmissió manuscrita, contingut ideològic",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jesús,Villanueva,,Arxiu de Textos Catalans Antics,,,,,,,,,2000,,,19,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,612-35,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,BITECA 18-21,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2008-11-10,ROVIRA,2016-03-30,AVENOZA,,,,,"Villanueva (2000), “Observacions sobre la Fi del comte d’Urgell: datació, transmissió manuscrita, contingut ideològic”, Arxiu de Textos Catalans Antics"
BITECA bibid 6793,"Tipologia i gènesi del cançoner {I}J{/I}, ms. esp. 225 de la Bibliothèque Nationale de Paris",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Vicenç,Beltran i Pepió,,"Actes del VII Congrés de l’Associació Hispànica de Literatura Medieval (Castelló de la Plana, 22-26 de setembre de 1997)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Santiago,Fortuño Llorens,,,Universitat Jaume I,Castelló de la Plana,1999,,,1,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,337-52,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-10,ROVIRA,2012-01-28,App Service - MCR,,,,,"Beltran i Pepió (1999), “Tipologia i gènesi del cançoner J, ms. esp. 225 de la Bibliothèque Nationale de Paris”, Actes del VII Congrés de l’Associació Hispànica de Literatura Medieval (Castelló de la Plana, 22-26 de setembre de 1997)"
BITECA bibid 6794,"1997, any March? Noves dades sobre el naixement d’Ausiàs",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume J.,Chiner Gimeno,,Ausiàs March i el món cultural del segle XV,,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Rafael,Alemany,,"Symposia Philologica, 1",Institut Interuniversitari de Filologia Valenciana,Alacant,1999,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,13-45,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-10,ROVIRA,2012-04-19,AVENOZA,,,,,"Chiner Gimeno (1999), “1997, any March? Noves dades sobre el naixement d’Ausiàs”, Ausiàs March i el món cultural del segle XV"
BITECA bibid 6795,"La {I}Istòria de la Passió{/I}, un poema narratiu de Bernat Fenollar i Pere Martines",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Marinela,Garcia Sempere,,Ausiàs March i el món cultural del segle XV,,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Rafael,Alemany Ferrer,,"Symposia Philologica, 1",Institut Interuniversitari de Filologia Valenciana,Alacant,1999,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,319-41,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2008-11-10,ROVIRA,2012-01-28,App Service - MCR,,,,,"Garcia Sempere (1999), “La Istòria de la Passió, un poema narratiu de Bernat Fenollar i Pere Martines”, Ausiàs March i el món cultural del segle XV"
BITECA bibid 6796,Una fuente desatendida con repertorio sacro mensural de fines del Medioevo: el cantoral del Convento de la Concepción de Palma de Mallorca (E-PM),,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ma. Carmen,Gómez Muntané,,Bolletí de la Societat Arqueològica Luliana,,,,,,,,,1998,,,54,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,45-64,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,2008-11-10,ROVIRA,2011-03-24,ROVIRA,,,,,"Gómez Muntané (1998), “Una fuente desatendida con repertorio sacro mensural de fines del Medioevo: el cantoral del Convento de la Concepción de Palma de Mallorca (E-PM)”, Bolletí de la Societat Arqueològica Luliana"
BITECA bibid 6797,Un altre fragment català de la {I}Vida de santa Margarida{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jordi,Cerdà,,Miscel·lània Gabriel Oliver Coll,,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Isabel de,Riquer,,,Promociones y Publicaciones Universitarias,Barcelona,2008,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,9-17,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,"en aquesta impressió manca la darrera pàgina de l’article, on aniria el final de l’edició",,BIBLIOGRAPHY*STATUS*1C,2008-11-11,ROVIRA,2012-01-28,App Service - MCR,,,,,"Cerdà (2008), “Un altre fragment català de la Vida de santa Margarida”, Miscel·lània Gabriel Oliver Coll"
BITECA bibid 6798,Catálogo de la Biblioteca de la Real Sociedad Económica de Amigos del País,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francisca,Aleixandre Tena,,,,,,,,,La Sociedad,València,1972,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,177,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-19,SORIANO,,,,,,,"Aleixandre Tena et al. (1972), Catálogo de la Biblioteca de la Real Sociedad Económica de Amigos del País"
BITECA bibid 6799,Don Roque Pidal y la reconstrucción de la Biblioteca de la Universidad de Oviedo,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,José Luis,Pérez de Castro,,"II Congreso de Bibliografía Asturiana (Oviedo, 1999)",,,,,,,Consejería de Educación y Cultura,Oviedo,1999,,,,,,969-1026,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-40,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-24,SORIANO,2011-04-04,ROVIRA,,,,,"Pérez de Castro et al. (1999), “Don Roque Pidal y la reconstrucción de la Biblioteca de la Universidad de Oviedo”, II Congreso de Bibliografía Asturiana (Oviedo, 1999)"
BITECA bibid 6800,"Troballes d’arxiu. Troballa V. Codices de San Cugat del Vall‚s, n{SS}o{ES} 27. Cartes blanques primeres",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Manuel de,Bofarull i de Sartorio,,Revista Catalana,,,,,,,,,1892,,,2,7,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,353-5,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-39,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-25,SORIANO,2011-03-15,ROVIRA,,,,,"Bofarull i de Sartorio (1892), “Troballes d’arxiu. Troballa V. Codices de San Cugat del Vall‚s, n{SS}o{ES} 27. Cartes blanques primeres”, Revista Catalana"
BITECA bibid 6801,Una nueva versión catalana del {I}Opus agriculturae{/I} de Palladius,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Thomas M.,Capuano,,Romance Philology,,,,,,,,,2006,,,59,,,231-239,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-36,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-25,SORIANO,2012-01-28,App Service - MCR,,,,,"Capuano (2006), “Una nueva versión catalana del Opus agriculturae de Palladius”, Romance Philology"
BITECA bibid 6802,La tinta y su composición. Cuatro recetas valencianas (siglos XV-XVII),,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,María Milagros,Cárcel Ortí,,"Revista de Archivos, Bibliotecas y Museos",,,,,,,,,1979,,,82,,,415-426,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-37,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-11-25,SORIANO,,,,,,,"Cárcel Ortí et al. (1979), “La tinta y su composición. Cuatro recetas valencianas (siglos XV-XVII)”, Revista de Archivos, Bibliotecas y Museos"
BITECA bibid 6803,Un quadern medieval de notes d’astrologia al Monestir de Poblet,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep,Torné i Cubells,,Recull Pau Delclòs i Dols (1867-1942),,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,E.-A,Soler Àlvarez,,,Margalló del Balcó,Tarragona,1998,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,67-82,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-38,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-03,ROVIRA,2011-04-07,ROVIRA,,,,,"Torné i Cubells (1998), “Un quadern medieval de notes d’astrologia al Monestir de Poblet”, Recull Pau Delclòs i Dols (1867-1942)"
BITECA bibid 6804,Due scritti matematici catalani (sec. XV). Dal Ms 102 (A.III.27) della Biblioteca degl’Intronati di Siena,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gino,Arrighi,,La Fardelliana,,,,,,,,,1982,,,2-3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,13-27,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-41,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-03,ROVIRA,,,,,,,"Arrighi (1982), “Due scritti matematici catalani (sec. XV). Dal Ms 102 (A.III.27) della Biblioteca degl’Intronati di Siena”, La Fardelliana"
BITECA bibid 6805,Reproducció dels fragments 260/1/llatí/davant (1a i 1b) i 260/1/llatí/darrere (6a i 6b) de l’Arxiu Històric Provincial de Girona,,,,,,,,,,,,,,,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*CODX,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 20R-9,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-11,ROVIRA,2008-12-11,ROVIRA,,,,,Reproducció dels fragments 260/1/llatí/davant (1a i 1b) i 260/1/llatí/darrere (6a i 6b) de l’Arxiu Històric Provincial de Girona (2008)
