BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bioid 5552,BIOGRAPHY*NAME_CLASS*NATV,Alexander,Denham,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1991,,1881,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*LLIBRETER,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 5778,,229,,,,,,,,,,,,,,,,,2006-10-06,AVENOZA,2018-04-06,AVENOZA,,,,,"Alexander Denham, llibreter"
BITECA bioid 5553,BIOGRAPHY*NAME_CLASS*NATV,Bartomeu,Duran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-16,AVENOZA,,,,,,,Bartomeu Duran
BITECA bioid 5554,BIOGRAPHY*NAME_CLASS*NATV,Pere,Daviu,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1434,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-23,AVENOZA,2006-10-23,AVENOZA,,,,,Pere Daviu (Mossèn) (Floruit 1434)
BITECA bioid 5555,BIOGRAPHY*NAME_CLASS*NATV,Ausiàs,Rodlan,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1435,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-23,AVENOZA,,,,,,,Ausiàs Rodlan (Mossèn) (Floruit 1435)
BITECA bioid 5556,BIOGRAPHY*NAME_CLASS*NATV,Salvador,Sureda,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1442,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-23,AVENOZA,,,,,,,Salvador Sureda (Mossèn) (Floruit 1442)
BITECA bioid 5557,BIOGRAPHY*NAME_CLASS*NATV,Francí de,Valseca,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1442,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-23,AVENOZA,2023-11-15,TRIADO,,,,,Francí de Valseca (Mossèn) (Floruit 1442)
BITECA bioid 5558,BIOGRAPHY*NAME_CLASS*NATV,Bernat,Tagamanent,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1143,,1457,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-26,AVENOZA,,,,,,,Bernat Tagamanent (Naixement Mallorca)
BITECA bioid 5559,BIOGRAPHY*NAME_CLASS*NATV,Pere Joan,Alberti,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1143,,1457,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q66735272,,,,,,,,,,,,,,,,2006-10-26,AVENOZA,2023-09-26,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q66735272,,2023-09-26,Pere Joan Alberti (Naixement Mallorca)
BITECA bioid 5560,BIOGRAPHY*NAME_CLASS*NATV,Miquel de,Avinyó,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1453,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2006-10-27,AVENOZA,,,,,Miquel de Avinyó (Floruit 1453)
BITECA bioid 5561,BIOGRAPHY*NAME_CLASS*NATV,Francesc,Cobera,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1453,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,,,,,,,Francesc Cobera (Floruit 1453)
BITECA bioid 5562,BIOGRAPHY*NAME_CLASS*NATV,Joan d’,Altarriba,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,,,,,,,Joan d’ Altarriba (Mossèn)
BITECA bioid 5563,BIOGRAPHY*NAME_CLASS*NATV,Tomàs,Ram,,BIOGRAPHY*NAME_HONORIFIC*FRA,,,,,,,,BIOGRAPHY*TITLE*COMANADOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1032,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1447,,1453,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,BITECA geoid 1032,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2015-10-11,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://dara.aragon.es/opac/app/item/doma?vm=nv&pe=Alfonso+II+%28rey+de+Arag%C3%B3n%29&p=0&ft=person:Alfonso+II+%28rey+de+Arag%C3%B3n%29&i=121376,,2014-10-11,"Tomàs Ram (Fra), Comanador de Montsó"
BITECA bioid 5564,BIOGRAPHY*NAME_CLASS*NATV,Joan,Alegre,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1445,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POLÍTIC,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2006-11-03,AVENOZA,,,,,"Joan Alegre, polític"
BITECA bioid 5565,BIOGRAPHY*NAME_CLASS*NATV,Guerau de,Castellvert,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1450,,,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2007-07-02,AVENOZA,,,,,"Guerau de Castellvert (Mossèn), fe catòlica romana"
BITECA bioid 5566,BIOGRAPHY*NAME_CLASS*NATV,Francisco Javier de,Santiago y Palomares,,BIOGRAPHY*NAME_HONORIFIC*DON,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1003,,1728-03-05,,,,Wikidata,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q52154236,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2023-10-05,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q52154236,,2023-10-05,Francisco Javier de Santiago y Palomares (D.) (Naixement Toledo 1728-03-05)
BITECA bioid 5567,BIOGRAPHY*NAME_CLASS*NATV,Gómez de,Figueroa,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1447,,,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2007-07-02,AVENOZA,,,,,"Gómez de Figueroa (Mossèn), fe catòlica romana"
BITECA bioid 5568,BIOGRAPHY*NAME_CLASS*NATV,Hugo Roger III de,Pallars,,,,,,,,,,BIOGRAPHY*TITLE*COMTE,BIOGRAPHY*TITLE_NUMBER*20.,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1999,,1451,,1487,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1072,,1430,,,,Wikidata,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*NEBOT,,BITECA bioid 5636,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q11926158,,,,,,,,,,,,,,,,2006-10-27,AVENOZA,2023-11-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,http://www.fundacionmedinaceli.org/casaducal/fichaindividuo.aspx?id=1132http://www.fundacionmedinaceli.org/casaducal/fichaindividuo.aspx?id=1132,,2015-06-24,"Hugo Roger III de Pallars, 20è. Comte de Pallars Sobirá [1451 - 1487]"
BITECA bioid 5569,,,,,,,,,,,,,BIOGRAPHY*TITLE*REI,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1055,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1447,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Rei de Granada
BITECA bioid 5570,BIOGRAPHY*NAME_CLASS*NATV,Nicolau de,Pròxida,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FILL,,BITECA bioid 5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2007-07-02,AVENOZA,,,,,"Nicolau de Pròxida (Mossèn), fe catòlica romana"
BITECA bioid 5571,BIOGRAPHY*NAME_CLASS*NATV,Joan de,Pròxida,,,,,,,,,,BIOGRAPHY*TITLE*COMTE,,BIOGRAPHY*TITLE_CONNECTOR*D’,BITECA geoid 1254,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1447,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*PARE,,BITECA bioid 5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2008-10-13,ROVIRA,,,,,"Joan de Pròxida, Comte d’Almenara"
BITECA bioid 5572,BIOGRAPHY*NAME_CLASS*NATV,Pere de,Castellví,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1447,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8556,,,Q11941092,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2023-09-13,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q11941092,,2023-09-13,Pere de Castellví (Mossèn) (Floruit 1447)
BITECA bioid 5573,BIOGRAPHY*NAME_CLASS*NATV,Francesc de,Verntallat,,BIOGRAPHY*NAME_HONORIFIC*DONZELL,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1462,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Francesc de Verntallat (Donzell) (Floruit 1462)
BITECA bioid 5574,BIOGRAPHY*NAME_CLASS*NATV,Baltasar,Saura de Sobre Roca,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1462,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Baltasar Saura de Sobre Roca (Floruit 1462)
BITECA bioid 5575,BIOGRAPHY*NAME_CLASS*NATV,Bartomeu de,Montagut,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1462,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Bartomeu de Montagut (Floruit 1462)
BITECA bioid 5576,BIOGRAPHY*NAME_CLASS*NATV,Guillem,Saura de Riudaura,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1462,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Guillem Saura de Riudaura (Floruit 1462)
BITECA bioid 5577,BIOGRAPHY*NAME_CLASS*NATV,Guillem de,Peguera,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1462,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Guillem de Peguera (Floruit 1462)
BITECA bioid 5578,BIOGRAPHY*NAME_CLASS*NATV,Joan de,Vilanova,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1461,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Joan de Vilanova (Mossèn) (Floruit 1461)
BITECA bioid 5579,BIOGRAPHY*NAME_CLASS*NATV,Guillem Ramon,Pujades,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1455,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Guillem Ramon Pujades (Mossèn) (Floruit 1455)
BITECA bioid 5580,BIOGRAPHY*NAME_CLASS*NATV,Lluís de,Montagut,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1455,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Lluís de Montagut (Mossèn) (Floruit 1455)
BITECA bioid 5581,BIOGRAPHY*NAME_CLASS*NATV,Joan de,Almada,,,,,,,,,,BIOGRAPHY*TITLE*COMTE,,BIOGRAPHY*TITLE_CONNECTOR*D’,BITECA geoid 1992,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1464,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2006-10-30,AVENOZA,,,,,"Joan de Almada, Comte d’Abranches"
BITECA bioid 5582,BIOGRAPHY*NAME_CLASS*NATV,Menaut de,Beaumount,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1464,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FILL,,BITECA bioid 2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fill bastard,,2006-10-30,AVENOZA,2018-04-06,AVENOZA,,,,,Menaut de Beaumount (Floruit 1464)
BITECA bioid 5583,BIOGRAPHY*NAME_CLASS*NATV,Tomàs de,Pròxida,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1464,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Tomàs de Pròxida (Floruit 1464)
BITECA bioid 5584,BIOGRAPHY*NAME_CLASS*NATV,Pere,Pallàs de Lladró,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1467,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Pere Pallàs de Lladró (Floruit 1467)
BITECA bioid 5585,BIOGRAPHY*NAME_CLASS*NATV,Eiximèn de,Romaní Escrivà,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1467,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2008-11-20,AVENOZA,,,,,Eiximèn de Romaní Escrivà (Floruit 1467)
BITECA bioid 5586,BIOGRAPHY*NAME_CLASS*NATV,Ramon de,Vilanova,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1450,ca.,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Ramon de Vilanova (Floruit 1450 ca.)
BITECA bioid 5587,BIOGRAPHY*NAME_CLASS*NATV,Ramon,Castella de Borga,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1450,ca.,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2007-05-10,AVENOZA,,,,,"Ramon Castella de Borga, notari"
BITECA bioid 5588,BIOGRAPHY*NAME_CLASS*NATV,Bernat,Català,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1450,ca.,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2008-11-20,AVENOZA,,,,,Bernat Català (Floruit 1450 ca.)
BITECA bioid 5589,BIOGRAPHY*NAME_CLASS*NATV,Lluís,Crespi,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1462,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Lluís Crespi (Floruit 1462)
BITECA bioid 5590,BIOGRAPHY*NAME_CLASS*NATV,Joan,Roís de Corella,,,lo Bastart,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1469,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FILL,,BITECA bioid 1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2018-04-06,AVENOZA,,,,,Joan Roís de Corella lo Bastart (Floruit 1469)
BITECA bioid 5591,BIOGRAPHY*NAME_CLASS*NATV,Pere,Maça de Liçana i Cornell,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1470,a quo,1496,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FILL,,BITECA bioid 1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2016-02-05,AVENOZA,,,,,Pere Maça de Liçana i Cornell (Floruit 1470 a quo - 1496)
BITECA bioid 5592,BIOGRAPHY*NAME_CLASS*NATV,Salvador d’,Alagó e d’Arbòrea,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1460,,1470,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Salvador d’ Alagó e d’Arbòrea (Floruit 1460 - 1470)
BITECA bioid 5593,BIOGRAPHY*NAME_CLASS*NATV,Jaume,Aymerich,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1460,,1470,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*VEG,,BITECA insid 3282,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2018-04-06,AVENOZA,,,,,Jaume Aymerich (Floruit 1460 - 1470)
BITECA bioid 5594,BIOGRAPHY*NAME_CLASS*NATV,Miquel Francesc del,Miracle,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1472,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Miquel Francesc del Miracle (Floruit 1472)
BITECA bioid 5595,BIOGRAPHY*NAME_CLASS*NATV,Lluís,Aguiló de Codinats,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1472,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Lluís Aguiló de Codinats (Floruit 1472)
BITECA bioid 5596,BIOGRAPHY*NAME_CLASS*NATV,Enric d’,Aragó,,BIOGRAPHY*NAME_HONORIFIC*INFANT,,,,,,,,BIOGRAPHY*TITLE*DUC,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1481,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1472,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,"Enric d’ Aragó (Infant), Duc de Sogorb"
BITECA bioid 5597,BIOGRAPHY*NAME_CLASS*OTHR,Lois,Ladró,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1473,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2012-04-21,AVENOZA,,,,,Lois Ladró (Floruit 1473)
BITECA bioid 5598,BIOGRAPHY*NAME_CLASS*NATV,Jean de,Jouffroy,,,,,,,,,,BIOGRAPHY*TITLE*CARDENAL,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1486,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1460,,1480,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2024-05-06,TRIADO,,,,,"Jean de Jouffroy, Cardenal de Arras"
BITECA bioid 5599,BIOGRAPHY*NAME_CLASS*NATV,Lluís,Pallars de Vilanova,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1483,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,,,,,,,Lluís Pallars de Vilanova (Floruit 1483)
BITECA bioid 5600,BIOGRAPHY*NAME_CLASS*NATV,Ximén,Ximénez de Urrea,,,,,,,,,,BIOGRAPHY*TITLE*VESCOMTE,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1995,,1457-08-29,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1483,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2015-10-11,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Vizcondado_de_Viota_de_Arba,,2014-10-11,"Ximén Ximénez de Urrea, Vescomte de Viota [1457-08-29]"
