TEXID,TITLE_UNIFORM,TITLE_UNIFORM_BASIS,TITLE_VARIANT,TITLE_VARIANT_BASIS,TITLE_TRANSLATED,TITLE_TRANSLATED_BASIS,AUTHOR_IDP,AUTHOR_ID,AUTHOR_IDQ,AUTHOR_BASIS,INC_EXP_CLASS,INCIPIT,EXPLICIT,LANGUAGE_TEXT,LANGUAGE_ORIG,LANGUAGE_INTR,METRICS_LENGTH,METRICS_RHYME,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA texid 5270,Per exercir Venus la sua glòria,,,,,,Group 1,BITECA bioid 1102,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Per exercir Venus la sua glòria,"són naturals, y·l seu ésser sostenen",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï,ababbacca,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1500,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 3109,1,88,203.17 (93:1),,,,,,UNIFORM_TITLE*RELATED_UNICLASS*PAR,,BITECA texid 1443,,,,,,,,,,,,Parramon ok; ed bas Ferrando ok; revisar ed Ferrando,2003-11-11,AVENOZA,2024-04-19,SORIANO,,,,,"Narcís Vinyoles, Ciutadà de València… Per exercir Venus la sua glòria, escrit 1500 ad quem"
BITECA texid 5271,"Mercuri, prest en sos modos y vias",,,,,,Group 1,BITECA bioid 1101,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Mercuri, prest en sos modos y vias","en l’om empaixs, contraris a gran fama",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï,ababbacca,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1500,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,1,88,60.24 (93:1),,,,,,,part de,BITECA texid 1443,,,,,,,,,,,,Parramon ok; ed bas Ferrando ok;,2003-11-11,AVENOZA,2008-05-09,AVENOZA,,,,,"Bernat Fenollar, Prevere, Mercuri, prest en sos modos y vias, escrit 1500 ad quem"
BITECA texid 5272,"Recort deu tenir com, d’alta cadira",,Contemplació a Jesús crucificat,,,,Group 1,BITECA bioid 1141,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Recort deu tenir com, d’alta cadira",que·ns porte del cel lo goig dels salvats,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10ï 5 10 10ï 10 10ï 5 10,ababbcdcdd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1493-01-11,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,2,92,54.3 (109:1),,,,,,,aquestos versos formen part d’una obra on també intervé,BITECA texid 1532,,,,,,,,,,,,Parramon ok; ed bas Garcia Sempere ok;,2003-11-12,AVENOZA,2012-01-28,App Service - MCR,,,,,"Joan Escrivà… Recort deu tenir com, d’alta cadira, escrit 1493-01-11 ad quem"
BITECA texid 5273,Sens lenya lo foch cremar no poria,,,,,,Group 1,BITECA bioid 1354,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Sens lenya lo foch cremar no poria,quin [gran] poder té quant ell se frenella,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10ï 10ï 10 10ï 10 10ï 10ï 10,abaabcdccd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1472,ca.,1486,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,63,202.4 (60:17),,,,,,,part de,BITECA texid 2350,,,,,,,,,,,,ed bas Briz 1868-9 ok; parramon ok;,2003-11-12,AVENOZA,2008-05-10,AVENOZA,,,,,"Pere Vilaspinosa, Sens lenya lo foch cremar no poria, escrit 1472 ca. - 1486 ad quem"
BITECA texid 5274,Encen lo voler qui ans no volia,,,,,,Group 1,BITECA bioid 1895,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Encen lo voler qui ans no volia,per lo recort del sdevenidor,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,"[189.4 (60:17), p. 63=] 10ï 10 10ï 10ï 10 10ï 10 10ï 10ï 10",abaabcdccd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,316,"189.4, 189.3 i 189.3a",,,,,,,part de,BITECA texid 2350,,,,,,,,,,,,Parramon ok; ed bas Briz 1868-9 ok;,2003-11-12,AVENOZA,2008-05-10,AVENOZA,,,,,"Joan Verdanxa, Encen lo voler qui ans no volia, escrit"
BITECA texid 5275,Recepta per a quartana,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Diu prengau un broqualet de vingrec,de manera que tot sia mig got e sera una novena,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1475,[?],1501,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10002,,,,,,,,2003-11-16,AVENOZA,2006-04-28,AVENOZA,,,,,"Desconegut, Recepta per a quartana, escrit 1475 [?] - 1501 [?]"
BITECA texid 5276,Aphorismi,,,,,,Group 1,BITECA bioid 1180,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*ÀRAB,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1351,[?],1390,[?],,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 1002,,,,,,,,BITECA bibid 5226,,90-91,,,,,,,,segons Cifuentes seria traducció directa d’,BITECA texid 5277,,,,,BITECA subid 10002,,,,,,Samsó considera aquesta versió com posterior a la conservada en el Ms. de Burdeus,,2003-11-17,AVENOZA,2004-01-11,AVENOZA,,,,,"Hippocrates, Aphorismi (tr. Desconegut), traduït 1351 [?] - 1390 [?]"
BITECA texid 5277,,,,,Aforismes,,Group 1,BITECA bioid 1180,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*GREC,UNIFORM_TITLE*LANGUAGE_ORIG*ÀRAB,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,,,873,ad quem,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 1611,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10002,,,,,,,,2003-11-17,AVENOZA,2003-11-17,AVENOZA,,,,,"Hippocrates, Aforismes (tr. Johannitius), traduït 873 ad quem"
BITECA texid 5278,,,,,Tractat de medicines simples,,Group 1,BITECA bioid 3422,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*ÀRAB,UNIFORM_TITLE*LANGUAGE_INTR*LLATÍ,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1134,ad quem,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 1002,[?],,,,,,,BITECA bibid 3446,,219,,,,,,,,,,,,,,,,,,,,,,2003-11-17,AVENOZA,2004-01-11,AVENOZA,,,,,"Abu-l-Salt de Dènia, Tractat de medicines simples (tr. Desconegut…), escrit 1134 ad quem"
BITECA texid 5279,Oració a Jesucrist,,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1451,[?],1500,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10003,,,,,,,,2003-11-17,AVENOZA,2003-11-17,AVENOZA,,,,,"Desconegut, Oració a Jesucrist, escrit 1451 [?] - 1500 [?]"
BITECA texid 5280,Per sercar lo loc on seria,,Sermó del Bisbetó,Faraudo,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,per sercar lo loc on seria | aquest rey gran,"tro al present jorn de vuy, | e dic ma culpa",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,8 8 4 8 4 8 4 8…,aabbccdd…,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1401,[?],1450,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,13,233,0.106 (Gd:4),,,,,,,,,,,,,,,,,,,,Parramon ok; ed bas Faraudo ok;,2003-11-18,AVENOZA,2008-05-09,AVENOZA,,,,,"Desconegut, Per sercar lo loc on seria, escrit 1401 [?] - 1450 [?]"
BITECA texid 5281,Ordinarium sacramentorum (diocesis Gerundensis),,,,Ordinari de Girona,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*C,,,,,1550,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-19,AVENOZA,2009-02-25,AVENOZA,,,,,"Desconegut, Ordinari de Girona, compilat 1550"
BITECA texid 5282,Non po sentire lo insensibil morto,,,,,,Group 1,BITECA bioid 1102,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Non po sentire lo insensibil morto,,UNIFORM_TITLE*LANGUAGE_TEXT*ITALIÀ,,,,,,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-20,AVENOZA,,,,,,,"Narcís Vinyoles, Ciutadà de València, Non po sentire lo insensibil morto"
BITECA texid 5283,Ordinari de Vic,,,,,,Group 1,BITECA bioid 1002,[?],,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ?,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1547,ad quem,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10061,,,,,,,,2003-11-24,AVENOZA,2005-01-12,AVENOZA,,,,,"Desconegut, Ordinari de Vic, escrit 1547 ad quem"
BITECA texid 5284,Ordinari o Manual per als curats de la diòcesi de Vic,,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ?,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1568,ad quem,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10061,,,,,,,,2003-11-25,AVENOZA,2007-05-23,ROVIRA,,,,,"Desconegut, Ordinari o Manual per als curats de la diòcesi de Vic, escrit 1568 ad quem"
BITECA texid 5285,Invocatio ad Beatissimam Virginem Mariam,,,,,,Group 1,BITECA bioid 2625,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Si divum ut fama est servat tutela poetas,conceptum ut referam qui sine labe fuit,UNIFORM_TITLE*LANGUAGE_TEXT*LLATÍ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3361,,461,,,,,,,,,,,,,,,,,,,,,,2003-11-30,AVENOZA,2005-07-10,AVENOZA,,,,,"Arnau de Cors, Invocatio ad Beatissimam Virginem Mariam, escrit"
BITECA texid 5286,Por ser tan preclara la más que perfeta,,,,,,Group 1,BITECA bioid 3429,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Por ser tan preclara la más que perfeta,por ser sobre liga de plata cendrada,UNIFORM_TITLE*LANGUAGE_TEXT*CASTELLÀ,,,,,,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3361,,481-84,,,,,,,,,,,,,,,,,,,,,,2003-11-30,AVENOZA,2003-11-30,AVENOZA,,,,,"Joan Tallante, Por ser tan preclara la más que perfeta"
BITECA texid 5287,I·l mateix dia,,,,,,Group 1,BITECA bioid 1144,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,I·l mateix dia | lo qui passant més dreta via,"a la horella, | qu·és un jutgar per maravella",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,8 8 4 8 4 8 4 8…,aabbccdd…,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3361,1,624,2 (ed. ref.),,,,,,,,,,,,,,,,,,,,ed bas Ferrando OK; metrica ok;,2003-11-30,AVENOZA,2012-01-28,App Service - MCR,,,,,"Jaume Gassull i Almenar, Cavaller, I·l mateix dia, escrit"
BITECA texid 5288,"In Laudem Beati Cristophori, Carmina Heroica",,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Maxime divorum Christophore vertice maior,Has quincunque tibi refferat pro carmine laudes,UNIFORM_TITLE*LANGUAGE_TEXT*LLATÍ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3361,,658,xix,,,,,,,,,,,,,,,,,,,,,2003-11-30,AVENOZA,2005-07-10,AVENOZA,,,,,"Desconegut, In Laudem Beati Cristophori, Carmina Heroica, escrit"
BITECA texid 5289,Recepta per fer piment,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,R. j. quart de bon vi vermell,e la pimentera sia tancada be,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,BITECA bibid 5010,,125-26,,,,,,,,,,,,,,BITECA subid 10074,,,,,,,,2003-12-01,AVENOZA,2004-01-05,AVENOZA,,,,,"Desconegut, Recepta per fer piment, escrit 1390 [?] - 1400 [?]"
BITECA texid 5290,Virtuts del fonoll,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Fenol és herba de calda natura,e alciu la dolor del lats,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,BITECA bibid 5010,,126-27,,,,,,,,,,,,,,BITECA subid 10002,,,,,,,,2003-12-01,AVENOZA,2004-01-05,AVENOZA,,,,,"Desconegut, Virtuts del fonoll, escrit 1390 [?] - 1400 [?]"
BITECA texid 5291,Virtuts de la berbena i d’altres herbes,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Berbena si es beguda ab vi alciu los morsos verinosos,la melsa inflada de oli,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,BITECA bibid 5010,,127,,,,,,,,,,,,,,BITECA subid 10002,,,,,,,,2003-12-01,AVENOZA,2004-01-05,AVENOZA,,,,,"Desconegut, Virtuts de la berbena i d’altres herbes, escrit 1390 [?] - 1400 [?]"
BITECA texid 5292,Dejuni de quinze divendres,,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1350,[?],1400,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,UNIFORM_TITLE*RELATED_UNICLASS*PR?,"la primera part, que correspon al dejuni de dotze divendres, coincideix amb",BITECA texid 4097,,,,,BITECA subid 10003,,,,,,,,2003-12-01,AVENOZA,2010-08-19,AVENOZA,,,,,"Desconegut, Dejuni de quinze divendres, escrit 1350 [?] - 1400 [?]"
BITECA texid 5293,"Na dolça res, be m’es greu",,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Na dolça res, be m’es greu",que heu m’i seray en breu,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,7^ 7^ 7^ 7 7 7,aaabbb,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1310,[?],1350,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 5287,,81-82 (ed. ref.),,,,,,,,,,,,,,,,,,,,,metrica ok; ed bas Avenoza 2006 ok;,2003-12-01,AVENOZA,2008-05-08,AVENOZA,,,,,"Desconegut, Na dolça res, be m’es greu, escrit 1310 [?] - 1350 [?]"
BITECA texid 5294,Bon esforç mal astre venç,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Bon esforç mal astre venç,bell sent Johan resplandents,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,7 7ï 7ï 7 7ï 7ï 7 7ï 7,abbabbcdc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1310,[?],1350,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 5288,,(ed. ref.),,,,,,,,,,,,,,,,,,,,,metrica ok; ED BAS RIALC OK;,2003-12-01,AVENOZA,2008-05-08,AVENOZA,,,,,"Desconegut, Bon esforç mal astre venç, escrit 1310 [?] - 1350 [?]"
BITECA texid 5295,[…] domna de bon ayre,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,[…] domna de bon ayre,del llibre mi pot hom rayre,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,7 7 7 7 7ï 7 7ï,ababcdc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1310,[?],1350,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 6655,,(ed. ref.),,,,,,,,,,,,,,,,,,,,,metrica ok; ed bas RIALC OK;,2003-12-01,AVENOZA,2008-05-09,AVENOZA,,,,,"Desconegut, […] domna de bon ayre, escrit 1310 [?] - 1350 [?]"
BITECA texid 5296,"Relams e tros, vens, plueys ez aura bruna",,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Relams e tros, vens plueys ez aura bruna",mi don lo joy de la festa joliva,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ?,,,10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï,abcdefgh,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1400,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3679,,26-27 (ed. ref.),,,,,,,,,,,,,,,,,,,,,ed bas Pujol ok; metrica ok;,2003-12-01,AVENOZA,2008-05-09,AVENOZA,,,,,"Desconegut, Relams e tros, vens, plueys ez aura bruna, escrit 1400 ad quem"
BITECA texid 5297,"O, mare beneyta de humana natura",,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"O, mare beneyta de humana natura","vn tal sentiment, quem salve y defena",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10ï 10ï 10 10ï 10 10ï 10ï 10 10ï 10ï,abaabcdccdee,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,UNIFORM_TITLE*RELATED_BIOCLASS*ATRIB,,BITECA bioid 2776,,,,,,,,BITECA bibid 1615,2,21-22,ii (ed. ref.),,,,,,,,,,,,,,,,,,,"sobre l’atribució de diverses obres a Miquel Ortigues, vegeu Miquel 1915-1920{SS}a{ES} (col. 46-49) i Miquel 1915-1920{SS}b{ES}",metrica ok; ED BAS Miquel i Planas OK; edita 12 vv.,2003-12-01,AVENOZA,2011-04-04,ROVIRA,,,,,"Desconegut, O, mare beneyta de humana natura, escrit"
BITECA texid 5298,Aquell fenoll tendre ab rames molt belles,,Cobles en honor de Jesús i de la Santíssima Creu,,,,Group 1,BITECA bioid 3286,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Aquell fenoll tendre ab rames molt belles, | preclar don Francisco, poeta estimat, | en obra tan santa vent tals maravelles","de l’alt Rei insigne los títols brodats. | Valeu-me sagrada, donchs, tostemps que us cride, | puix tant a loar-vos a tots hi convide",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10ï 10ï 10 10ï 10 10ï 10ï 10,abaabcdccd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1515,a quo,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3400,,(ed. ref.),,,,,,,,,,,,,,,,,,,,obra escrita en conjunt per dos autors diferents,"ed bas Palacio, de moment, ok; metrica ok;",2003-12-01,AVENOZA,2008-05-12,AVENOZA,,,,,"Jaume Beltran… Aquell fenoll tendre ab rames molt belles, escrit 1515 a quo"
BITECA texid 5299,Aquell fenoll tendre ab rames molt belles,,Cobles en honor de Jesús i de la Santíssima Creu,,,,Group 1,BITECA bioid 3286,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Aquell fenoll tendre ab rames molt belles, | preclar don Francisco, poeta estimat, | en obra tan santa vent tals maravelles","de l’alt Rei insigne los títols brodats. | Valeu-me sagrada, donchs, tostemps que us cride, | puix tant a loar-vos a tots hi convide",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1515,a quo,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3400,,(ed. ref.),,,,,,,,part de,BITECA texid 5298,,,,,,,,,,,,"ed bas Palacio, de moment, ok;",2003-12-01,AVENOZA,2008-05-10,AVENOZA,,,,,"Jaume Beltran, Aquell fenoll tendre ab rames molt belles, escrit 1515 a quo"
BITECA texid 5300,"A vós, digne Anna Torrella discreta",,Cobles en honor de Jesús i de la Santíssima Creu,,,,Group 1,BITECA bioid 2570,[?],,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"A vós, digne Anna Torrella discreta, | d’ovelles benignes, pastor excel·lent, | a vós que la regla servau molt estreta","los quals com a cegos no veren son dan. | Donchs prec-vos, Creu santa, que, quant sia hora, | ab vós me defense d’aquell qui em devora",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10ï 10ï 10 10ï 10 10ï 10ï 10,abaabcdccd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,,,,,,,,,,,part de,BITECA texid 5298,,,,,,,,,,,,"ed bas Palacio, de moment, ok; metrica ok;",2003-12-01,AVENOZA,2008-04-22,AVENOZA,,,,,"Vicent Ferrandis, A vós, digne Anna Torrella discreta, escrit"
BITECA texid 5301,Versos devotíssims a la creu contemplant els sagrats misteris d’aquella,,,,,,Group 1,BITECA bioid 1002,[?],,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Iam vexilla crucis prodeunt salus unica mundi,,UNIFORM_TITLE*LANGUAGE_TEXT*LLATÍ,,,,,,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3400,,,,,,,,,,,,,,,,,,,,,,,,2003-12-01,AVENOZA,2005-04-15,AVENOZA,,,,,"Desconegut, Versos devotíssims a la creu contemplant els sagrats misteris d’aquella"
BITECA texid 5302,"Mar d’amargors, profunditat de penes",,,,,,Group 1,BITECA bioid 3286,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Mar d’amargors, profunditat de penes",sorgiu-me vós al gran port d’alegria,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï,abaabcdccd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3400,,(ed. ref.),,,,,,,,,,,,,,,,,,,,,"ed bas Palacios, de moment, ok; metrica ok;",2003-12-01,AVENOZA,2008-05-10,AVENOZA,,,,,"Jaume Beltran, Mar d’amargors, profunditat de penes, escrit"
BITECA texid 5303,Sermó sobre “Faciamus hic tria tabernacula”,,Sermó predicat a València “in die sabbati”,,,,Group 1,BITECA bioid 1159,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*P,,BITECA geoid 1002,,,1413-03-18,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,BITECA bibid 1574,1,126-32,,,,,,,,,,,,,,BITECA subid 10086,,,,,,,,2003-12-01,AVENOZA,2012-02-13,AVENOZA,,,,,"Vicent Ferrer, Sermó sobre “Faciamus hic tria tabernacula”, pronunciat 1413-03-18"
BITECA texid 5304,Er vey quem venguts als jorns lonchs,,,,,,Group 1,BITECA bioid 3430,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*PROVENÇAL,,,,,,,,,,,,,,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-02,AVENOZA,2004-09-22,AVENOZA,,,,,"Guillem de Cabestany, Er vey quem venguts als jorns lonchs"
