SUBID,HEADING_MAIN,HM_CLASS,HM_TYPE,HM_FIELD,HM_BASIS,HEADING_VARIANT,HV_CLASS,HV_TYPE,HV_FIELD,HV_BASIS,HB_SUBID,HB_BASIS,HR_SUBID,HR_BASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP subid 1498,Fronteiros [Cartas de],,,,,Fronteiros [Cartas de],SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2014-06-05,ASKINS,2020-08-14,SHARRER,,,,,Fronteiros [Cartas de]
BITAGAP subid 1499,Provérbios - Ditos,,,,,Proverbs - Sayings,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-07-08,ASKINS,2017-04-16,SCHAFFER,,,,,Provérbios - Ditos
BITAGAP subid 1500,Hospitais - Hospícios,,,,,Hospitals,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1609,,BITAGAP subid 1425,,,,,,,,,,,,,,2014-07-08,ASKINS,2020-03-25,ASKINS,,,,,Hospitais - Hospícios
BITAGAP subid 1501,"Medicina - Leis - Físicos - Cirurgiões - Exames Autorizados e Licenças Concedidas a Físicos, Cirurgiões, Boticários [Cartas de]",,,,,"Medicina - Leis - Licenzas Concedidas a Físicos, Cirurxiáns, Boticarios [Cartas de]",SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1004,,,,,,,,,,,,,,,,2014-08-24,ASKINS,2021-07-10,ASKINS,,,,,"Medicina - Leis - Físicos - Cirurgiões - Exames Autorizados e Licenças Concedidas a Físicos, Cirurgiões, Boticários [Cartas de]"
BITAGAP subid 1502,Bibliografia - Opera Omnia - Produção Científica,,,,,Bibliografía - Opera Omnia - Produción Científica,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1001,,,,,,,,,,,,,,,,2014-10-25,ASKINS,2014-12-13,ASKINS,,,,,Bibliografia - Opera Omnia - Produção Científica
BITAGAP subid 1523,Doze [Os] de Inglaterra,,,,,Twelve [The] of England,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-12-10,ASKINS,2020-08-12,SHARRER,,,,,Doze [Os] de Inglaterra
BITAGAP subid 1524,Peregrinações - Romarias,,,,,Peregrinacións - Romarías,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2015-02-10,ASKINS,2020-08-12,SHARRER,,,,,Peregrinações - Romarias
BITAGAP subid 1525,Ciganos,,,,,Gypsies,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-02-23,ASKINS,2017-04-16,SCHAFFER,,,,,Ciganos
BITAGAP subid 1526,Legitimação - Legitimações [Cartas de],,,,,Legitimacy - Legitimation [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-02-23,ASKINS,2020-08-06,SHARRER,,,,,Legitimação - Legitimações [Cartas de]
BITAGAP subid 1527,Sentenças - Julgamentos,,,,,Judicial sentences,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-02-25,ASKINS,2017-04-16,SCHAFFER,,,,,Sentenças - Julgamentos
BITAGAP subid 1528,Anais medievais,,,,,Medieval Annals,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1262,,,,,,,,,,,,,,2015-03-24,ASKINS,2021-06-25,ASKINS,,,,,Anais medievais
BITAGAP subid 1529,Paródia,,,,,Parody,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-04-19,ASKINS,2017-04-16,SCHAFFER,,,,,Paródia
BITAGAP subid 1530,Oração - Orações - Prece - Preces - Reza - Rezas - Súplica - Súplicas,,,,,Prayer - Prayers - Supplication - Supplications,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-04-26,ASKINS,2021-09-27,ASKINS,,,,,Oração - Orações - Prece - Preces - Reza - Rezas - Súplica - Súplicas
BITAGAP subid 1531,Oração - Orações - Fala - Falas - Discurso - Discursos,,,,,Oration - Orations - Speech - Speeches - Discourse - Discourses,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-04-26,ASKINS,2017-11-15,ASKINS,,,,,Oração - Orações - Fala - Falas - Discurso - Discursos
BITAGAP subid 1532,Superstição - Superstiçoes,,,,,Superstition - Superstitions,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-05-04,ASKINS,2020-08-13,SHARRER,,,,,Superstição - Superstiçoes
BITAGAP subid 1534,Apresentação eclesiástica [Cartas de] - Benefícios,,,,,Ecclesiastical presentation [Letters of] - Benefices,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-05-11,ASKINS,2020-08-06,SHARRER,,,,,Apresentação eclesiástica [Cartas de] - Benefícios
BITAGAP subid 1535,Expropriação - Confisco [Cartas de],,,,,Expropriation - Confiscation [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1536,,BITAGAP subid 1364,,,,,,,,,,,,,,2015-05-13,ASKINS,2020-08-06,SHARRER,,,,,Expropriação - Confisco [Cartas de]
BITAGAP subid 1536,Indignação régia - Indignatio regis,,,,,Royal anger - Indignatio regis,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1535,,,,,,,,,,,,,,2015-05-15,ASKINS,2018-01-08,ASKINS,,,,,Indignação régia - Indignatio regis
BITAGAP subid 1537,Onomástica - Toponímia - Corografia,,,,,Onomástica - Toponimia - Corografía,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2015-08-17,ASKINS,2023-07-28,ASKINS,,,,,Onomástica - Toponímia - Corografia
BITAGAP subid 1539,Escravatura - Escravo/a - Escravos/as,,,,,Slavery - Slave - Slaves,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1566,,,,,,,,,,,,,,2015-11-03,ASKINS,2020-08-12,SHARRER,,,,,Escravatura - Escravo/a - Escravos/as
BITAGAP subid 1540,Cativo/a - Cativos/as,,,,,Captive - Captives,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1566,,,,,,,,,,,,,,2015-11-07,ASKINS,2020-01-10,ASKINS,,,,,Cativo/a - Cativos/as
BITAGAP subid 1541,Restituição - Restituições [Cartas de],,,,,Restitution - Restitutions [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1535,,,,,,,,,,,,,,2015-11-09,ASKINS,2020-08-06,SHARRER,,,,,Restituição - Restituições [Cartas de]
BITAGAP subid 1542,Louvor - Louvores - Elógio - Elógios - Cantigas de loor,,,,,Praise - Praises - Cantigas de loor,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-01-17,ASKINS,2020-08-14,SHARRER,,,,,Louvor - Louvores - Elógio - Elógios - Cantigas de loor
BITAGAP subid 1543,Conversão religiosa - Converso - Conversa - Conversos - Conversas,,,,,Religious Conversion - Convert - Converts,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1597,,,,,,,,,,,,,,2016-01-17,ASKINS,2023-07-03,SHARRER,,,,,Conversão religiosa - Converso - Conversa - Conversos - Conversas
BITAGAP subid 1544,Demônios - Espríritos malignos - Possessões,,,,,Demons - Malignant Spirits - Possessions,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-01-17,ASKINS,2017-04-16,SCHAFFER,,,,,Demônios - Espríritos malignos - Possessões
BITAGAP subid 1545,Cantigas das Festas de Santa Maria,,,,,Songs of the Feasts of Saint Mary,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-01-23,ASKINS,2017-04-16,SCHAFFER,,,,,Cantigas das Festas de Santa Maria
BITAGAP subid 1546,Cantigas das Festas de Nosso Senhor Jesus Cristo,,,,,Songs of the Feasts of Our Lord Jesus Christ,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-01-23,ASKINS,2020-08-12,SHARRER,,,,,Cantigas das Festas de Nosso Senhor Jesus Cristo
BITAGAP subid 1547,Vereação - Vereadores,,,,,Municipal Administration - City Councilmen,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,,,,,,,,,,,,,,,2016-02-08,ASKINS,2017-04-16,SCHAFFER,,,,,Vereação - Vereadores
BITAGAP subid 1548,Beatificação - Canonização,,,,,Beatification - Canonization,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-04-07,ASKINS,2017-04-16,SCHAFFER,,,,,Beatificação - Canonização
BITAGAP subid 1549,Confissão - Penitência,,,,,Confession - Penance,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-04-07,ASKINS,2017-04-16,SCHAFFER,,,,,Confissão - Penitência
BITAGAP subid 1550,Perdão [Cartas de],,,,,Pardon [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-04-16,ASKINS,2020-08-07,SHARRER,,,,,Perdão [Cartas de]
BITAGAP subid 1551,Folha avulsa - Folha solta - Folha volante - Folhas avulsas - Folhas soltas - Folhas volantes,,,,,Folla volante - Folhas volantes,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1423,,,,,,,,,,,,,,2016-05-31,ASKINS,2020-08-10,SHARRER,,,,,Folha avulsa - Folha solta - Folha volante - Folhas avulsas - Folhas soltas - Folhas volantes
BITAGAP subid 1552,Lexicografia - Léxico - Vocabulário,,,,,Lexicografía - Léxico - Vocabulario,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1426,,BITAGAP subid 1266,,,,,,,,,,,,,,2016-07-07,ASKINS,2017-04-16,SCHAFFER,,,,,Lexicografia - Léxico - Vocabulário
BITAGAP subid 1553,Epitáfio - Epitáfios,,,,,Epitafio - Epitafios,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1611,,,,,,,,,,,,,,,,2016-07-27,ASKINS,2020-04-29,SHARRER,,,,,Epitáfio - Epitáfios
BITAGAP subid 1554,Diplomacia - Diplomatas,,,,,Diplomacia - Diplomático,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2016-08-22,ASKINS,2017-04-16,SCHAFFER,,,,,Diplomacia - Diplomatas
BITAGAP subid 1555,Capela - Capelas,,,,,Capilla - Capillas,SUBJECT*VARIANT_CLASS*SPANISH,,,,,,BITAGAP subid 1574,,,,,,,,,,,,,,2016-09-30,ASKINS,2023-10-11,ASKINS,,,,,Capela - Capelas
BITAGAP subid 1556,Tença - Tenças [Cartas de],,,,,Stipend - Stipends [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-12-10,ASKINS,2020-08-07,SHARRER,,,,,Tença - Tenças [Cartas de]
BITAGAP subid 1557,Pigmentos - Corantes,,,,,Pigmentos - Colorantes,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1249,,,,,,,,,,,,,,2016-12-16,ASKINS,2021-09-13,SHARRER,,,,,Pigmentos - Corantes
BITAGAP subid 1558,Selos - Sigilografia,,,,,Seals - Sigillography,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1270,,,,,,,,,,,,,,2017-02-12,ASKINS,2017-04-16,SCHAFFER,,,,,Selos - Sigilografia
BITAGAP subid 1559,Tabelião - Tabeliães - Tabeliado [Cartas de],,,,,,,,,,,,BITAGAP subid 1560,,,,,,,,,,,,,,2017-10-30,ASKINS,2021-03-14,ASKINS,,,,,Tabelião - Tabeliães - Tabeliado [Cartas de]
BITAGAP subid 1560,Escrivão - Escrivães - Escrivaninha [Cartas de],,,,,,,,,,,,BITAGAP subid 1559,,,,,,,,,,,,,,2017-10-30,ASKINS,2021-03-14,ASKINS,,,,,Escrivão - Escrivães - Escrivaninha [Cartas de]
BITAGAP subid 1561,Demissão [Cartas de],,,,,,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2017-10-30,ASKINS,2020-08-13,SHARRER,,,,,Demissão [Cartas de]
BITAGAP subid 1562,Alcaide - Alcaides - Alcaidaria [Cartas de],,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-30,ASKINS,2020-08-13,SHARRER,,,,,Alcaide - Alcaides - Alcaidaria [Cartas de]
BITAGAP subid 1564,Caminheiro - Caminheiros [Cartas de] - Troteiros,,,,,Courier - Couriers [Letters of appointment],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1482,,,,,,,,,,,,,,2017-12-13,ASKINS,2021-03-17,ASKINS,,,,,Caminheiro - Caminheiros [Cartas de] - Troteiros
BITAGAP subid 1565,Notário - Notários - Notariado [Cartas de],,,,,,,,,,,,BITAGAP subid 1560,,,,,,,,,,,,,,2018-01-10,ASKINS,2021-03-14,ASKINS,,,,,Notário - Notários - Notariado [Cartas de]
BITAGAP subid 1566,Alforria,,,,,Emancipation,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1540,,,,,,,,,,,,,,2018-02-09,ASKINS,2020-01-10,ASKINS,,,,,Alforria
BITAGAP subid 1567,Coudel - Coudéis - Coudelaria [Cartas de],,,,,Cavalry captain - Cavalry captains - Cavalry captaincy [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-03-02,ASKINS,2020-08-07,SHARRER,,,,,Coudel - Coudéis - Coudelaria [Cartas de]
BITAGAP subid 1568,Cadeias - Carcereiros,,,,,Jails - Jailers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-03-24,ASKINS,2020-01-10,ASKINS,,,,,Cadeias - Carcereiros
BITAGAP subid 1569,Contrabandistas - Passadores,,,,,Contrabandists - Smugglers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-04-12,ASKINS,,,,,,,Contrabandistas - Passadores
BITAGAP subid 1570,Espingardeiro - Espingardeiros [Cartas de],,,,,Rifleman - Riflemen [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-05-14,ASKINS,2020-08-07,SHARRER,,,,,Espingardeiro - Espingardeiros [Cartas de]
BITAGAP subid 1571,Regatão - Regatona - Regateira - Regatães [Cartas de],,,,,Retailer - Retailers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-05-22,ASKINS,2020-08-07,SHARRER,,,,,Regatão - Regatona - Regateira - Regatães [Cartas de]
BITAGAP subid 1572,Capitão - Capitães - Capitania [Cartas de],,,,,Captain - Captains - Captaincy [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-05-26,ASKINS,2021-03-14,ASKINS,,,,,Capitão - Capitães - Capitania [Cartas de]
BITAGAP subid 1573,Sesmeiro - Sesmeiros [Cartas de],,,,,Official of Land Grants [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-05-28,ASKINS,2020-08-07,SHARRER,,,,,Sesmeiro - Sesmeiros [Cartas de]
BITAGAP subid 1574,Capelão - Capelães - Capelania [Cartas de],,,,,Chaplain - Chaplains - Chaplaincy [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1555,,,,,,,,,,,,,,2018-06-03,ASKINS,2021-03-17,ASKINS,,,,,Capelão - Capelães - Capelania [Cartas de]
BITAGAP subid 1575,Contador - Contadores - Contadoria [Cartas de],,,,,Accountant - Accountants - Accountancy [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-06-29,ASKINS,2020-08-06,SHARRER,,,,,Contador - Contadores - Contadoria [Cartas de]
BITAGAP subid 1576,Procurador - Procuradores - Procuradoria [Cartas de],,,,,Sollicitors - Procuracy [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-06-29,ASKINS,2020-08-07,SHARRER,,,,,Procurador - Procuradores - Procuradoria [Cartas de]
BITAGAP subid 1577,Juiz - Juízes - Juizado [Cartas de],,,,,Judges - Letters of Judgeship,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-06-29,ASKINS,2020-08-07,SHARRER,,,,,Juiz - Juízes - Juizado [Cartas de]
BITAGAP subid 1578,Recebedor das Sisas [Cartas de],,,,,Tax Collector [Letters of appointment],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-06-29,ASKINS,2020-08-06,SHARRER,,,,,Recebedor das Sisas [Cartas de]
BITAGAP subid 1579,Ofício - Ofícios vários [Cartas de],,,,,Employment - Various Employments [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-06-29,ASKINS,2021-01-30,ASKINS,,,,,Ofício - Ofícios vários [Cartas de]
BITAGAP subid 1580,Requeredor das Sisas [Cartas de],,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-29,ASKINS,2020-08-14,SHARRER,,,,,Requeredor das Sisas [Cartas de]
BITAGAP subid 1581,Aposentadoria - Hospedagem [Cartas de],,,,,Lodging,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-06-30,ASKINS,2021-07-03,ASKINS,,,,,Aposentadoria - Hospedagem [Cartas de]
BITAGAP subid 1582,Monteiros - Guardadores - Monteiro e Guardador [Cartas de],,,,,Forester - Warden - Letters of Foresters and Wardens,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1589,,BITAGAP subid 1600,,,,,,,,,,,,,,2018-07-12,ASKINS,2020-03-06,ASKINS,,,,,Monteiros - Guardadores - Monteiro e Guardador [Cartas de]
BITAGAP subid 1585,Aposentação - Aposentado [Cartas de],,,,,Retirement [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-08-18,ASKINS,2021-07-03,ASKINS,,,,,Aposentação - Aposentado [Cartas de]
BITAGAP subid 1586,Doação - Doações [Cartas de],,,,,Gift - Gifts [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-08-30,ASKINS,2020-08-07,SHARRER,,,,,Doação - Doações [Cartas de]
BITAGAP subid 1587,Mercê - Mercês [Cartas de],,,,,Favor [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-08-30,ASKINS,2020-08-07,SHARRER,,,,,Mercê - Mercês [Cartas de]
BITAGAP subid 1589,Floresta - Florestas - História florestal,,,,,Forest - Forests - Forest History,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1582,,,,,,,,,,,,,,2018-09-11,ASKINS,2021-03-14,ASKINS,,,,,Floresta - Florestas - História florestal
BITAGAP subid 1590,Perfilhamento - Perfilhamentos [Cartas de],,,,,Letters of Adoption,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,Perfilhação<br />,,2018-09-14,ASKINS,2020-08-07,SHARRER,,,,,Perfilhamento - Perfilhamentos [Cartas de]
BITAGAP subid 1591,Lezíria - Lezírias,,,,,Marsh - Marshes,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-10-19,ASKINS,2018-10-23,SHARRER,,,,,Lezíria - Lezírias
BITAGAP subid 1592,Minas - Adiças - Mineiros - Adiceiros,,,,,Mines - Miners,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-12-01,ASKINS,2020-05-07,SHARRER,,,,,Minas - Adiças - Mineiros - Adiceiros
BITAGAP subid 1593,Quitação [Cartas de],,,,,Discharge - Release [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2019-01-03,ASKINS,2020-08-07,SHARRER,,,,,Quitação [Cartas de]
BITAGAP subid 1594,Carreteiro - Carreteiros [Cartas de],,,,,Carter - Draymen / Carters [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2019-01-03,ASKINS,2020-08-06,SHARRER,,,,,Carreteiro - Carreteiros [Cartas de]
BITAGAP subid 1595,Códigos sociais,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-21,ASKINS,,,,,,,Códigos sociais
BITAGAP subid 1596,Almoxarife - Almoxarifes - Almoxarifado [Cartas de],,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-21,ASKINS,2020-08-06,SHARRER,,,,,Almoxarife - Almoxarifes - Almoxarifado [Cartas de]
BITAGAP subid 1597,Cristãos-novos,,,,,Cristianos nuevos,SUBJECT*VARIANT_CLASS*SPANISH,,,,,,,,,,,,,,,,,,,,2019-07-23,ASKINS,2019-08-16,SHARRER,,,,,Cristãos-novos
BITAGAP subid 1598,Armas (Brasão de [C.B.A.] - Cartas de),,,,,Nobility (Patents of),SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1440,,,,,,,,,,,,,,,,2019-08-05,SHARRER,2020-01-10,ASKINS,,,,,Armas (Brasão de [C.B.A.] - Cartas de)
BITAGAP subid 1599,Alfarrobeira [Batalha de],,,,,Alfarrobeira [Battle of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2019-08-17,ASKINS,2021-06-04,SHARRER,,,,,Alfarrobeira [Batalha de]
BITAGAP subid 1600,Mata - Matas - Matas coutadas,,,,,,,,,,,,BITAGAP subid 1582,,,,,,,,,,,,,,2019-10-09,ASKINS,2019-11-03,ASKINS,,,,,Mata - Matas - Matas coutadas
BITAGAP subid 1601,Paúl - Paúis,,,,,,,,,,,,BITAGAP subid 1589,,,,,,,,,,,,,,2019-10-09,ASKINS,2023-01-02,ASKINS,,,,,Paúl - Paúis
BITAGAP subid 1602,Coutos - Coutos Velhos,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-10,ASKINS,,,,,,,Coutos - Coutos Velhos
BITAGAP subid 1603,Armas [Cartas de porte de],,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-10,ASKINS,2020-08-13,SHARRER,,,,,Armas [Cartas de porte de]
BITAGAP subid 1604,Alquimia,,,,,Alchemy,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2020-01-15,SHARRER,,,,,,,Alquimia
BITAGAP subid 1605,Torre do Tombo,,,,,Torre dos Pergaminhos,SUBJECT*VARIANT_CLASS*OTHER,,,,BITAGAP subid 1005,,,,,,,,,,,,,,Ver também toda a bibliografia indicada no Libid 105.<br />,,2020-02-06,ASKINS,2020-03-05,ASKINS,,,,,Torre do Tombo
BITAGAP subid 1606,Bibliotecas régias,,,,,Royal Libraries,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1005,,,,,,,,,,,,,,,,2020-02-06,ASKINS,,,,,,,Bibliotecas régias
BITAGAP subid 1607,Língua - português e catalão - prosa,,,,,Language - Portuguese and Catalan - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2020-03-07,SHARRER,2021-03-14,ASKINS,,,,,Língua - português e catalão - prosa
BITAGAP subid 1608,Merceeiro - Merceeira - Mercearia [Cartas de],,,,,,,,,,BITAGAP subid 1609,,,,,,,,,,,,,,,,2020-03-18,ASKINS,2022-06-29,SCHAFFER,,,,,Merceeiro - Merceeira - Mercearia [Cartas de]
BITAGAP subid 1609,Assistência,,,,,,,,,,,,BITAGAP subid 1299,,,,,,,,,,,,,,2020-03-25,ASKINS,2020-03-25,ASKINS,,,,,Assistência
BITAGAP subid 1610,Albergarias - Albergaria,,,,,,,,,,BITAGAP subid 1609,,BITAGAP subid 1500,,,,,,,,,,,,,,2020-03-25,ASKINS,2020-03-25,ASKINS,,,,,Albergarias - Albergaria
BITAGAP subid 1611,Inscrições - Epigrafia,,,,,Inscriptions - Epigraphy,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1553,,,,,,,,,,,,,,2020-04-29,SHARRER,2021-03-14,ASKINS,,,,,Inscrições - Epigrafia
BITAGAP subid 1612,Terramotos - Terremotos - Sismos,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29,SHARRER,2020-04-30,SHARRER,,,,,Terramotos - Terremotos - Sismos
BITAGAP subid 1613,Vizinho - Vizinha - Vizinhos - Vizinhas - Vizinhança [Cartas de],,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-30,ASKINS,2021-03-17,ASKINS,,,,,Vizinho - Vizinha - Vizinhos - Vizinhas - Vizinhança [Cartas de]
BITAGAP subid 1614,Remessa de Santarém,,,,,,,,,,,,,,,BITAGAP bibid 21365,7.0,521 e segs.,,,,,,,,,2020-07-25,ASKINS,2021-03-14,ASKINS,,,,,Remessa de Santarém
BITAGAP subid 1615,Terçarias de Moura,,,,,Terceirias de Moura,SUBJECT*VARIANT_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2021-01-27,ASKINS,2021-01-28,SHARRER,,,,,Terçarias de Moura
BITAGAP subid 1616,Morgadio - Morgados,,,,,Morgadío - Morgados,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2021-01-28,SHARRER,2021-06-07,SHARRER,,,,,Morgadio - Morgados
BITAGAP subid 1617,Pretos - Negros,,,,,Negros,SUBJECT*VARIANT_CLASS*SPANISH,,,,,,,,,,,,,,,,,,,,2021-03-21,ASKINS,2021-03-21,ASKINS,,,,,Pretos - Negros
BITAGAP subid 1618,Aljubarrota [Batalha de],,,,,Aljubarrota [Battle of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2021-06-04,SHARRER,,,,,,,Aljubarrota [Batalha de]
BITAGAP subid 1619,Salado [Batalha do],,,,,Río Salado [Battle of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2021-06-04,SHARRER,,,,,,,Salado [Batalha do]
BITAGAP subid 1620,Agravos,,,,,Agravios,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2021-06-24,ASKINS,2021-06-26,SHARRER,,,,,Agravos
BITAGAP subid 1621,Reuniões avulsas do Conselho Régio,,,,,Reunións aleatorias do Consello Régio,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2021-06-24,ASKINS,2022-06-16,ASKINS,,,,,Reuniões avulsas do Conselho Régio
BITAGAP subid 1622,Apontamentos históricos,,,,,Apuntamentos históricos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1528,,,,,,,,,,,,,,2021-06-25,ASKINS,2021-06-25,SHARRER,,,,,Apontamentos históricos
BITAGAP subid 1623,Armeiros - Alfagemes,,,,,Armorers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2021-10-05,ASKINS,,,,,,,Armeiros - Alfagemes
