MANID,TITLE,TITLE_LOC,TITLE_NICKNAME,MATERIAL,MATERIAL_BASIS,FORMAT,FORMAT_BASIS,STATE,STATE_BASIS,BINDING,BINDING_BASIS,CONDITION,CONDITION_BASIS,LEAF_CLASS,LEAF_COUNT,LEAF_BASIS,COLLATION,COLLATION_BASIS,SIZE_CLASS,SIZE_HEIGHT,SIZE_WIDTH,SIZE_LOC,SIZE_BASIS,PAGE_CLASS,PAGE_DETAIL,PAGE_LOC,PAGE_Q,PAGE_BASIS,HAND_CLASS,HAND_DETAIL,HAND_LOC,HAND_Q,HAND_BASIS,FONT_CLASS,FONT_DETAIL,FONT_LOC,FONT_Q,FONT_BASIS,WATERMARK_CLASS,WATERMARK_DETAIL,WATERMARK_LOC,WATERMARK_Q,WATERMARK_BASIS,GRAPHIC_CLASS,GRAPHIC_DETAIL,GRAPHIC_LOC,GRAPHIC_Q,GRAPHIC_BASIS,MUSIC_CLASS,MUSIC_DETAIL,MUSIC_LOC,MUSIC_Q,MUSIC_BASIS,FEATURE_CLASS,FEATURE_DETAIL,FEATURE_LOC,FEATURE_Q,FEATURE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_MAKER_IDP,MILESTONE_MAKER_ID,MILESTONE_MAKER_IDQ,MILESTONE_MAKERBASIS,MILESTONE_FUNDER_IDP,MILESTONE_FUNDER_ID,MILESTONE_FUNDER_IDQ,MILESTONE_FUNDERBASIS,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,OWNER_IDP,OWNER_ID,OWNER_IDQ,OWNER_CALLNO,OWNER_ARMS,OWNER_PRICE,OWNER_CURRENCY,OWNER_GEOID,OWNER_GEOIDQ,OWNER_BD,OWNER_BDQ,OWNER_ED,OWNER_EDQ,OWNER_BASIS,CLASS,FIRST_ANAID,FIRST_TEXSEQ,FIRST_TEXID,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNOCLASS,RELATED_LIBCALLNO,RELATED_LIBSEQUENCE,RELATED_LIBBASIS,RELATED_LIBEVENTCLASS,RELATED_LIBEVENTDETAIL,RELATED_LIBEVENTPRICE,RELATED_LIBEVENTCURRENCY,RELATED_LIBEVENTGEOID,RELATED_LIBEVENTGEOIDQ,RELATED_LIBEVENTBD,RELATED_LIBEVENTBDQ,RELATED_LIBEVENTED,RELATED_LIBEVENTEDQ,RELATED_LIBEVENTBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNILANGUAGE,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA manid 4365,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,227,164,,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3753,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 2054,,154,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4413,COLEC | DE Docume,tejuelo,,MS_ED*MATERIAL*PAPER,{I}IGM{/I},,,,,"perg., de la época",{I}IGM{/I},,,MS_ED*LEAF_CLASS*FF,2 (guardas) + I-III + 1-27 + [1: en blanco] + 28-68 + [2: en blanco] + 69-89 + [1: en blanco] + 90-118 + [2: en blanco] + 119-172 + [2: en blanco] + 173-179 + [1: en blanco] + 180-199 + [1: en blanco] + 200-224 + [2: en blanco] + 225-259 + [1: en blanco] + 260-263 + 1 (guarda),Faulhaber,,,MS_ED*SIZE_CLASS*LEAF,315,215,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,BETA bioid 2586,,{I}IGM{/I},Group 1,BETA bioid 2228,,,,,,1798,,,,,,,,,,,,,,,,,,,MS_ED*CLASS*COMP,BETA cnum 12361,160.0,BETA texid 10655,,Recopilado para,BETA bioid 2228,,,,,,Beltrán 1997:170,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/1622,MA178050,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 3751,,171-72,,,,,,,MS_ED*RELATED_UNICLASS*CON,textos principalmente hagiográficos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,BETA subid 1016,,,,,,"Colección miscelánea preparada para la {I}España sagrada{/I} del P. Flórez.<br /><br />Incluye:<br /><br />4. “Vidas de los Santos de España contenidas en un codigo M. S. de pergamino que se guarda en la libreria de San Juan de los Reyes de Toledò‘ (ff. 28r-68v)<br /><br />5. “Vidas de Santos copiados de un Santoral de las Huelgas de Burgos” (ff. 69r-85v).<br /><br />{I}IGM{/I}: “Los santos cuyas actas se transcriben son: Acisclo y Victoria; Facundo y Primitivo; Eulalia de Mérida; Fructuoso; Augurio y Eulogio; Vicente de valencia; Babilas; Saturnino de Tlosa; Leocadia; Firmo, obispo; Peregrino y compañeros mártires; Lorenzo, mártir, y Afra, virgen.”<br /><br />Faulhaber: Están todas en latín.<br /><br />Es una colección facticia. Cada una de los documentos lleva su propia numerácion. Aunque la colección se fecha en 1798, las piezas que contiene son de diversas épocas del s. XVIII.",,MS_ED*STATUS*1I,1997-09-09,FAULHABER,2023-04-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bne.es/es/Micrositios/Guias/Inventario_Manuscritos/resources/docs/invgenmss05x1x.pdf#page=25,BNE {I}IGM{/I},2014-09-24,"MS: Madrid: Nacional (BNE), MSS/1622. Francisco Méndez, para Enrique Flórez, 1798. Desconocido, [Coplas sobre el conde Fernán González], escrito 1603-12-17 ad quem?."
BETA manid 4413,COLECCION | DE DOCUMENTOS | Copiados en la mayor parte | para uso del | R.{SS}mo{ES} P. Mro. Fr. HENRIQUE FLOREZ. | Año de 1798. | Tomo I.,portada,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,328,223,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,1622,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,MSS/1622,,,,,,,,,,,,,,BETA subid 1263,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?id=0000008313&page=1,Bibl. Digital Hispánica,2014-09-24,
BETA manid 4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,F-334,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1004,,,1622,,,,,,,,,,,,,,BETA subid 1265,,,,,,,,,,,,,,,,,
BETA manid 4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5461,,,MSS/1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4451,de Astrologia,f. 1r,,MS_ED*MATERIAL*PAPER,,MS_ED*FORMAT*4SSOES,,,,"perg. flexible, con solapas que protegen totalmente el corte vertical y 2 nervios dobles; restos de 2 correíllas de piel suave en cada plano. Lomo reforzado internamente con fragm. de perg. procedentes de un manuscrito latino",Avenoza 2014,"buena; , alguna mancha de humedad y desgaste, pero de mínima importancia; fragm. del centro del marg. sup. del f. 91 afectado por una quemadura. Ff. en blanco: guarda inicial, el f. 1v inicialmente estaba en blanco, pero se anotó en él un índice en letras latinas en el verso; 66r-69v (ff, que separan el final de una obra y el inicio de otra), 71v, 75v, 78r-79v, 90r-v, 93v-94v, 95v, 101r-v, 105r-106v, 112r-114v",,MS_ED*LEAF_CLASS*FF,1+ 1-114,Avenoza 2014,1{SS}16{ES} = e 2-3 = f-g{SS}12{ES} 4 = h{SS}8{ES} 5{SS}1+20{ES} 6{SS}8{ES} 7{SS}12{ES} 8-10{SS}6{ES} 11{SS}4/3{ES},Avenoza 2014,MS_ED*SIZE_CLASS*LEAF,210,145,,Avenoza 2014,MS_ED*PAGE_CLASS*LIN,26,,,Avenoza 2014,MS_ED*HAND_CLASS*SE,con influencia humanística bastarda,89v-80r,,Avenoza 2014,,,,,,MS_ED*WATERMARK_CLASS*BOW,,"2, 3, 6, 7, 10, 11, 14, 15",,Avenoza 2014,MS_ED*GRAPHIC_CLASS*INIS,principales rojas,texto latino,,Avenoza 2014,,,,,,MS_ED*FEATURE_CLASS*JU,"con mastara, con la peculiaridad de que las dos líneas verticales alcanzan el margen inf, del f.",,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1464,a quo,1492,ad quem,Riera 1981:123,Group 1,BETA bioid 4631,,,,,,,,,,,,Riera 1981:122,,BETA cnum 8221,100.0,BETA texid 9755,,,,,,,,,,BETA libid 257,,,MS_ED*RELATED_LIBCALLNOCLASS*C,Cod. hebr. 261,MA000010,,MS_ED*RELATED_LIBEVENTCLASS*A,,,,,,195,ad quem,,,fecha del cat. de Steinschneider,,BETA bibid 3692,,121-24,,,,,,,MS_ED*RELATED_UNICLASS*CON,también ff. 89v-85v la versión original de la carta de Bernardo Silvestris en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,,,,,,,"Avenoza 2014: Siendo un libro hebreo, se abre por detrás. En la descr. por lo tanto el recto es la página que en un MS en español sería el verso, y {I}vice versa{/I}.<br /><br />Entre los ff, 16-17 hay un talón, que corresponde al f, de guarda inicial que se ha sujetado de este modo con el primer cuadeno.<br /><br />El último f. del cuaderno 8 es de papel diferente y se observa un pequeño talón, entre los ff. 95 y 96, que podría pertenecer a la otra parte del bifolio que debía de aparecer entre los ff. 89-90, pero que estaría en blanco.<br /><br />A partir del cuaderno 10 el papel es más fino y el bifolio exterior de ese cuaderno es de dimensiones algo menores (contiene lo que parece una tabla astronómica que se ha situado envolviendo el cuaderno),<br /><br />Existen diversos pautados con mastara en el volumen, algunos con columnillas suplementarias laterales; describimos aquí únicamente aquel en el que se han copiado los textos en alfabeto latino, aunque en principio no fuera trazado para incorporarlos (fueron añadidos en folios que habían quedado en blanco). En el volumen también hay textos transcritos ocupando la totalidad de la superficie de la página.<br /><br />Pegado en el interior de la cubierta interior un impreso que la cubre totalmente y que es el ex-libris de los duques electores de Baviera (1623)<br />EX ELECTORALI BIBLIO-|TECA SERENISS. VTRUSQ. | BAVARIAE – DVCVM.<br /><br />Es un escudo adornado con el toisón de oro, ovalado, dividido en cuatro cuarteles iguales dos a dos. sup. izq. e inf. dcho. ajedrezado de rombos blancos y rayados situados en diagonal; sup. derecho e inf. izq. león rampante linguado y coronado. Dos ángeles sostienen el escudo desde arriba otros dos sostienen sobre él una corona.<br /><br />anotaciones marginales de diversas épocas en los textos hebreos, notas de lectura y manículas, como p. e. f. 75r.<br /><br />En la cubierta y en el f. 1v una mano que parece ser la misma ha reproducido el índice del volumen. En el f. 1r está transcrita la misma tabla, añadiendo los núm. de folio en los que empieza cada obra, pero que no vemos coincidir con la disposición actual del volumen (sí es correcta la indicación para la obra latina [80 (90)]). Al no conocer el hebreo no nos atrevemos a reponer los números de folio tras el índice latino: s.n., 49, 50, 72, 76, 80 (90), 91, 95, 95, 98, 107 (102), 103, 109.<br /><br />De numeris, et cor{I}poribus{/I} [?] proportionibꝰ | et q{I}uo{/I}dam [?] Astronomica <br />Fragmenta de Sphara [!] <br />De Astrolabo. et xij. signorum | nomina hebr. et Arab. <br />De coniunctione planet{I}arum{/I}<br />De Eclipsibꝰ <br />Introductio in tab. Alphonsi <br />Bern. ad Raim. de Oeconomia <br />De Neomenijs ad finit{I}orem{/I} [?] Tolet{I}anum{/I} [?] <br />Mansionis Luna<br />De stellis fixis<br />De Astrolabo.<br />De Eclipsibꝰ",,MS_ED*STATUS*1I,1998-01-25,FAULHABER,2023-10-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://opacplus.bsb-muenchen.de/title/BV040215499,BSB Kataloage,2023-10-13,"MS: München: Staatsbibliothek, Cod. hebr. 261. 1464 a quo - 1492 ad quem. Bernardus Silvestris… Epístola de san Bernardo enviada a Mosén Ramón, caballero lombardo, de la cura y modo de gobernar útilmente la cosa familiar, traducido 1450 ca. ad quem."
BETA manid 4451,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,28 + 130 + 50 ca.,47 + 75 + 23,79r,Avenoza 2014,,,,,,,,,,,,,,,,MS_ED*WATERMARK_CLASS*ANCH,,"22, 24, 25, 27",,Avenoza 2014,MS_ED*GRAPHIC_CLASS*RUB,en rojo,texto latino,,Avenoza 2014,,,,,,MS_ED*FEATURE_CLASS*SI,"de cuaderno: e, f, g, h,",marg. inf. inter.,,Avenoza 2014,,,,,,,,,,,,,,,,,,,Group 2,BETA bioid 6829,,,,,,,,1623,,,,ex-libris,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,172,,,,,,,,,,,,,,,BETA bibid 3770,,124-26,,,,,,,MS_ED*RELATED_UNICLASS*CON,también otros textos en,,MS_ED*RELATED_UNILANGUAGE+1*HEBREO,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://archive.org/details/diehebrischenha00steigoog,Archive.org: Steinschneider,2014-10-12,
BETA manid 4451,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,215,145,79r,Avenoza 2014,,,,,,,,,,,,,,,,MS_ED*WATERMARK_CLASS*MONTE,de 3 cumbres con antena,"52, 53, 65, 66, 78, 82, 85, 87",,Avenoza 2014,MS_ED*GRAPHIC_CLASS*PARR,en rojo,texto latino,,Avenoza 2014,,,,,,MS_ED*FEATURE_CLASS*CWS,"horizontales, cerca del marg.int. vertical, a cada f. en el texto hebreo, copiados con cuidado",,,Avenoza 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,5.25,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 6392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,"https://www.digitale-sammlungen.de/en/view/bsb00006297?page=,1",BSB Digitale Bibliothek: Steinschneider,,
BETA manid 4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*WATERMARK_CLASS*CARR,de 2 ruedas,"71, 73, 76",,Avenoza 2014,MS_ED*GRAPHIC_CLASS*DIS,"y diagramas en la misma tinta del texto, ilustraciones de astronomía y astrología","p. e. ff. 42v-43r, 95r",,Avenoza 2014,,,,,,MS_ED*FEATURE_CLASS*CO,"8/9, 22/23, 34/35, 44/45, 59/60, 73/74, 83/84, 92/93, 98/99, 104/105, 111/112",,,Avenoza 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 6209,,,Cod. hebr. 261,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://daten.digitale-sammlungen.de/~db/0010/bsb00107044/images/,BSB Digitale Bibliothek: Cod. Hebr. 261,2018-01-16,
BETA manid 4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*WATERMARK_CLASS*BELL,con melera decorada,primera guarda final,,Avenoza 2014,,,,,,,,,,,MS_ED*FEATURE_CLASS*FL,encima de la pauta,texto latino,,Avenoza 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5444,,,Cod. hebr. 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4470,Milagros de Santo Domingo de Silos,lomo,,MS_ED*MATERIAL*PP,,,,,,piel,,,,MS_ED*LEAF_CLASS*FF,81,Crespo 1991,,,MS_ED*SIZE_CLASS*LEAF,300,220,,Crespo 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1391,ca.,1410,ca.,Crespo 1991,,,,,,,,,,,,,,,,BETA cnum 8270,10.0,BETA texid 1634,,Nota f. 38v de,BETA bioid 4652,,,,,,Crespo 1991,BETA libid 214,,,MS_ED*RELATED_LIBCALLNOCLASS*C,5,MA00212,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3525,,9-10,5,,,,,,MS_ED*RELATED_UNICLASS*CON,también,BETA texid 3771,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,,,,,,,Bifolios interior y exterior de cada cuaderno en perg.,,MS_ED*STATUS*2I,1999-03-29,MORRAS,2023-04-19,FAULHABER,,,,,"MS: Madrid: Academia Española (RAE), 5. 1391 ca. - 1410 ca. Pedro Marín, Milagros romanceados de santo Domingo de Silos, escrito 1293 ad quem."
BETA manid 4470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4477,"Arcipreste de Hita y Santillana, 1389",tapa anterior,,MS_ED*MATERIAL*PAPER,Crespo 1991,,,,,perg.,Crespo 1991,,,MS_ED*LEAF_CLASS*FF,"296 [en blanco 122-130, 154-158, 169, 179r, 253]",Crespo 1991,,,MS_ED*SIZE_CLASS*LEAF,320,220,,Crespo 1991,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*ILS,retrato a pluma del arcipreste de Hita,2r,,Crespo 1991,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1701,,1800,,Crespo 1991,Group 1,BETA bioid 2420,?,,,,,,,,,,,Crespo 1991,,BETA cnum 8273,10.0,BETA texid 1744,,En los ff. 295r-296v una historia posterior de,BETA bioid 1050,,,,,,Crespo 1991,BETA libid 214,,,MS_ED*RELATED_LIBCALLNOCLASS*C,16,MA00750,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3525,,18-20,16,,,,,,MS_ED*RELATED_UNICLASS*CON,también en los ff. 170r-174r poemas de Mosén Jordi y Mosén Crespi en,,MS_ED*RELATED_UNILANGUAGE+1*CATALAN,,,,,,,,,,,"Es una compilación de textos copiados probablemente por o para Tomás Antonio Sánchez<br /><br />Crespo 1991: La historia del poeta Macías incluye fragm. de composiciones poéticas de Calderón sobre él, además de la canción “Cativo de mina tristura”, del propio Macías. El volumen incluye ocho billetes sueltos con anotaciones sobre el Arcipreste y otros temas. El núm. 1 está firmado por Guerra y dirigida a D. Thomás [Antonio] Sánchez, antiguo propietario de BRAE MS 19. Los ff. 163, 221 y 224 son tres billetes encuadernados en el tomo, con distintas anotaciones",,MS_ED*STATUS*2I,1999-04-02,MORRAS,2023-05-15,FAULHABER,,,,,"MS: Madrid: Academia Española (RAE), 16. 1701 - 1800. Juan Ruiz, arcipreste de Hita, Libro de buen amor, escrito 1330 a quo? - 1343 ad quem?."
BETA manid 4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con fragm. de poesías de,BETA bioid 1064,,,,,,Crespo 1991,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 4526,II,400,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con fragm. de poesías de,BETA bioid 1087,,,,,,Crespo 1991,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1017,,223,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4484,Libro de las coronicas del reino de Navarrra,,,MS_ED*MATERIAL*PAPER,,,,,,perg.,,,,MS_ED*LEAF_CLASS*FF,2 + 250,,,,MS_ED*SIZE_CLASS*LEAF,290,220,,Crespo 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1601,,1700,,Crespo,Group 1,BETA bioid 4655,,,,,,,,,,,,,,BETA cnum 8281,20.0,BETA texid 1068,MS_ED*RELATED_BIOCLASS*SI,en la guarda de,BETA bioid 4655,,,,,,Crespo 1991,BETA libid 214,,,MS_ED*RELATED_LIBCALLNOCLASS*C,60,MA001387,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3525,,60,60,,,,,,,Copiada con otros textos en,,MS_ED*RELATED_UNILANGUAGE+1*CASTELLANO,,,,,BETA subid 1017,,,,,,,,MS_ED*STATUS*2I,1999-04-09,MORRAS,2023-04-17,FAULHABER,,,,,"MS: Madrid: Academia Española (RAE), 60. 1601 - 1700. Carlos de Aragón, 1. principe de Viana, Crónica de los reyes de Navarra, escrito 1454."
BETA manid 4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 2,BETA bioid 4656,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIOCLASS*SI,f. 25v de,BETA bioid 4655,,,,,,Crespo 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIOCLASS*SI,f. 250v,BETA bioid 4656,,,,,,Crespo 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4496,Mss que con el nombre de Fuero de Sobrarbe se hallan en la Biblioteca Real,,,MS_ED*MATERIAL*PAPER,Crespo 1991,,,,,perg.,Crespo 1991,,,MS_ED*LEAF_CLASS*FF,1 + 1-268 + 1,Crespo 1991,,,MS_ED*SIZE_CLASS*LEAF,310,220,,Crespo 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1701,,1800,,Crespo 1991,,,,,,,,,,,,,,,,BETA cnum 8306,20.0,BETA texid 1241,,,,,,,,,,BETA libid 214,,,MS_ED*RELATED_LIBCALLNOCLASS*C,95,MA002796,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3525,,86,96,MS_ED*RELATED_MANCLASS*COP,,,,,MS_ED*RELATED_UNICLASS*CON,"también ff. 94r-97r, 101r-102v textos relacionados con el {I}Fuero de Sobrarbe{/I} en",,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,BETA insid 1050,BETA subid 1100,,,,,,"Crespo 1991: Copia del ms D 95 de Biblioteca Real. Contiene numerosas notas del copista, intercaladas al final de cada documento copiado, parte del {I}Fuero primitivo de Sobrarbe{/I} en latín (ff. 94-97) y un catálogo de los justicias de Aragón con una relación de obispos (ff. 98-100)",,MS_ED*STATUS*2I,1999-05-07,MORRAS,2023-04-18,FAULHABER,,,,,"MS: Madrid: Academia Española (RAE), 95. 1701 - 1800. Desconocido, Linaje de los reyes de España, escrito 1205 a quo - 1209 ad quem."
