LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA libid 774,LIBRARY*NAME_CLASS*SHORT,Uniwersytecka,,,,,,,,Lwów,,Polska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3760,,100,3,,BETA geoid 2542,,BETA subid 1290,,,,,,¿Polonia o Ucrania?,país,2002-02-10,FAULHABER,2016-11-25,FAULHABER,,,,,Lwów: Uniwersytecka
BETA libid 775,LIBRARY*NAME_CLASS*SHORT,Brown University,,,,,,,,Providence,RI,U.S.,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-01,FAULHABER,,,,,,,Providence: Brown University
BETA libid 776,LIBRARY*NAME_CLASS*SHORT,Università,,,,,,,,Bologna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3760,,108,23,,,,,,,,,,,Check Indice generale degli incunaboli delle Biblioteche d’Italia,2002-04-07,FAULHABER,2015-08-30,FAULHABER,,,,,Bologna: Università
BETA libid 777,LIBRARY*NAME_CLASS*SHORT,Naucna Bibl.,,,,,,,,Cavtat,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3760,,113,30,,,,,,,,,,,"Naucna (c debe ser palatalizada, con una caret invertida encima)",2002-04-08,FAULHABER,2011-10-12,FAULHABER,,,,,Cavtat: Naucna Bibl.
BETA libid 778,LIBRARY*NAME_CLASS*SHORT,Duke (Divinity),,,,,,,103 Gray Building,Durham,NC,,27708-0972,919 660-3450,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,NDD,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-06-16,FAULHABER,,,,,,,Durham: Duke (Divinity)
BETA libid 780,LIBRARY*NAME_CLASS*SHORT,U. of Texas,,,,,,,,Austin,TX,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-28,FAULHABER,2009-11-30,FAULHABER,,,,,Austin: U. of Texas
BETA libid 781,LIBRARY*NAME_CLASS*SHORT,U. of California (Astronomy),,,,,,Faulhaber,,Berkeley,CA,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-05,FAULHABER,,,,,,,Berkeley: U. of California (Astronomy)
BETA libid 782,LIBRARY*NAME_CLASS*SHORT,Pedro Cátedra,,,,,,Severin 2000:9,,Salamanca,,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,BETA bibid 4064,,9,,,,,,,,,,,,,2005-05-14,FAULHABER,2016-04-24,FAULHABER,,,,,Salamanca: Pedro Cátedra
BETA libid 783,LIBRARY*NAME_CLASS*SHORT,Abadía del Sacromonte,,,,,,Sharrer,Camino del Sacro Monte s/n,Granada,,España,18080,958 221 444,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-08,FAULHABER,2020-05-05,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,abadiasacromonte@hotmail.com,,,Granada: Abadía del Sacromonte
BETA libid 784,LIBRARY*NAME_CLASS*SHORT,Biblioteca Particular,,,,,,,,Barcelona,Barcelona,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,BETA bibid 4430,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,Se trata de la biblioteca que pertenece a uno de los nietos de Francisco Torrelló (Sharrer 2005),,2005-08-08,FAULHABER,2016-11-29,FAULHABER,,,,,Barcelona: Biblioteca Particular
BETA libid 785,LIBRARY*NAME_CLASS*SHORT,Archivo Municipal,,,,,,,"Tetuán, 3 (Palau del Cervelló)",Valencia,,España,46003,+34 96 352 54 78 - Ext. 2651,LIBRARY*PHONE_LOC*MAIN,,Carlos,Martínez Mora,,,,,,,9am-2pm MON to FRI,"Afternoons July, August, and December",,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2006,Perea,Impresos del siglo XVI hasta 1520,,,LIBRARY*CLASS*PUBL,LIBRARY*TYPE*PUBL,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 4511,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,2006-06-20,PEREA,2016-12-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.valencia.es/ayuntamiento2/ndinfociud7.nsf/documentoswebacc/1E63A59F52B876B3C1256AD3002A82B8,Valencia Ayuntamiento,2011-07-01,Valencia: Archivo Municipal
BETA libid 786,LIBRARY*NAME_CLASS*CURRENT,École de Medicine,,,,,,,,Montpellier,,France,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,LIBRARY*TYPE*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,,,2006-06-21,PEREA,2016-11-25,FAULHABER,,,,,Montpellier: École de Medicine
BETA libid 787,LIBRARY*NAME_CLASS*CURRENT,Archivo Histórico de Protocolos Notariales,,,,,,,,Daroca,Zaragoza,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,LIBRARY*TYPE*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,2006-07-27,PEREA,2024-01-05,FAULHABER,,,,,Daroca: Protocolos Notariales
BETA libid 788,LIBRARY*NAME_CLASS*SHORT,UC San Diego (Special Collections),,,,,,,,La Jolla,CA,EE.UU.,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-20,FAULHABER,2007-01-20,FAULHABER,,,,,La Jolla: UC San Diego (Special Collections)
BETA libid 789,LIBRARY*NAME_CLASS*SHORT,Arquivo Distrital,,,,,,,"Largo dos Colegiais, 3",Évora,,Portugal,Arquivo Distrital,266 758 730-39,LIBRARY*PHONE_LOC*MAIN,,Isabel Maria,Cid da Silva,,,Directora,,,,"l-v 9-12:30, 14-17:30",,,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1142,,,,,,,,,,2007-02-03,FAULHABER,2021-08-08,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,adevr@adevora@iantt.pt,,,Évora: Arquivo Distrital
BETA libid 790,LIBRARY*NAME_CLASS*CURRENT,Getty Research Institute,,,,,,,,Los Angeles,CA,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*SPEC,LIBRARY*TYPE*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-12,FAULHABER,,,,,,,Los Angeles: Getty Research Institute
BETA libid 791,LIBRARY*NAME_CLASS*SHORT,Musée de la Chasse,,,,,,,62 Rue des Archives,Paris,,France,75003,+33 1 53 01 92 40,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,BETA bibid 4695,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,Fundado por M. François Sommer<br />,,2007-07-21,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.chassenature.org/,,,Paris: Musée de la Chasse
BETA libid 792,LIBRARY*NAME_CLASS*SHORT,Statale,,,,,,,"Via Domenico Antonio Vaccaro, 1",Mercogliano,Avellino,Italia,83013,0825.787191,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,BETA bibid 4702,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,2007-07-23,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,bmn-mnv@beniculturali.it,Biblioteca Statales di Montervergine,2014-08-02,Mercogliano: Statale
BETA libid 793,LIBRARY*NAME_CLASS*SHORT,University of South Carolina,,,,,,,,Columbia,South Carolina,,29208,803-777-8154,LIBRARY*PHONE_LOC*INFO,,Elizaabeth,Sudduth,,,"Director, Irvin Department of Rare Books and Special Collections",803-777-5487,esudduth@mailbox.sc.edu,,lv 0800-1630,fiestas y vacaciones de invierno,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-23,FAULHABER,2023-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.sc.edu/library/spcoll/rarebook.html,,,Columbia: University of South Carolina
BETA libid 794,LIBRARY*NAME_CLASS*CURRENT,Folger Shakespeare Library,,,,,,,"201 East Capitol Street, SE",Washington,DC,,20003,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-09,FAULHABER,2022-08-31,FAULHABER,UNIVERSAL*INTERNET_CLASS*CAT,https://catalog.folger.edu/?_ga=2.148057844.2125723725.1661986684-1535524987.1661986684,Folger Shakespeare Library,2022-08-31,Washington: Folger
BETA libid 795,LIBRARY*NAME_CLASS*SHORT,Arthur Freeman,,,,,,,5 Bryanston Square,London,,United Kingdom,W1H 2DH,44 + (0)20 7723 7714,LIBRARY*PHONE_LOC*MAIN,,Arthur,Freeman,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 1414,,,,,,,,BETA bibid 4736,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,2008-01-28,FAULHABER,2016-11-26,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,orders@afrb.co.uk,,,London: Arthur Freeman
BETA libid 796,LIBRARY*NAME_CLASS*SHORT,Librería de Antaño,,,,,,,Sánchez de Bustamante 1876,Buenos Aires,,Argentina,1425,(5411) 4822-7178,LIBRARY*PHONE_LOC*MAIN,,Alfredo,Breitfield,Sr. D.,Estimado,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,LIBRARY*TYPE*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-13,FAULHABER,2022-11-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,info@antano.com.ar,,,Buenos Aires: Librería de Antaño
BETA libid 797,LIBRARY*NAME_CLASS*SHORT,Biblioteka Uniwersytecka,,,,,,WWW,ul. Karola Szajnochy 10,Wroclaw,,Polska,50-076,+ 071 346 31 10,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2542,,BETA subid 1290,,,,,,,,2008-09-05,FAULHABER,2021-08-08,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bu.uni.wroc.pl/,,2008-09-03,Wroclaw: Biblioteka Uniwersytecka
BETA libid 798,LIBRARY*NAME_CLASS*SHORT,Archivo Municipal,,,,,,,Ayuntamiento de Santo Domingo de la Calzada,Santo Domingo de la Calzada,La Rioja,España,26250,941340004,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 1423,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 4846,II,,,,,,,,,,,,,,2008-11-01,FAULHABER,2021-08-08,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.santodomingodelacalzada.org/archivo.htm,,2008-11-01,Santo Domingo de la Calzada: Archivo Municipal
BETA libid 799,LIBRARY*NAME_CLASS*SHORT,San Juan de Valfermoso (Archivo Conventual),,,,,,Molina Piñedo,,Valfermoso de las Monjas,Guadalajara,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 4885,,48,,,,,,,,,,,,,2008-12-31,FAULHABER,2016-01-17,FAULHABER,,,,,Valfermoso de las Monjas: San Juan de Valfermoso (Archivo Conventual)
BETA libid 800,LIBRARY*NAME_CLASS*SHORT,Librería del Callizo,,,,,,,Callizo Infanzonía 7,Caspe,Zaragoza,España,E-50700,+34 935 181 276,LIBRARY*PHONE_LOC*MAIN,,Carlos,Clavería,Sr. D.,Distinguido amigo,,,claveriacarlos@gmail.com,LIBRARY*CONTACT_TYPE*M,,,,,LIBRARY*CALL_TYPE*E,2009-03-23,Carlos Clavería,,,,LIBRARY*CLASS*BKDL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,2009-03-29,FAULHABER,2023-12-08,FAULHABER,,,,,Caspe: Librería del Callizo
BETA libid 801,LIBRARY*NAME_CLASS*SHORT,Palacio de Viana,,,,,,Sánchez González de Herrero,"Plaza de Don Gome, 2",Córdoba,Córdoba,España,14001,+34 957496741,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,BETA bibid 4937,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,"Antiguo Palacio de los Marqueses de Viana, ya abierto como museo<br /><br />Sánchez González de Herrero: cerrada al público, aunque con petición previa se puede acceder a ella<br /><br />Wikipedia: “Es propiedad en la actualidad de la Caja Provincial de Ahorros de Córdoba que, a través de su obra cultural, la ha adaptado para museo con una serie de colecciones distribuídas por sus salas … Tiene una biblioteca con más de siete mil volúmenes”<br />",,2009-05-23,FAULHABER,2016-11-29,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Palacio_de_Viana_(ÇC3%B3rdoba),,2013-02-05,Córdoba: Palacio de Viana
BETA libid 802,LIBRARY*NAME_CLASS*SHORT,Museo de Pontevedra,,,,,,,,Pontevedra,Pontevedra,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,BETA bibid 4943,,,,,,,,,,,,,,,2009-06-20,FAULHABER,2016-04-24,FAULHABER,,,,,Pontevedra: Museo de Pontevedra
BETA libid 803,LIBRARY*NAME_CLASS*SHORT,U. of California (Bioscience),,,,,,,,Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-13,FAULHABER,2009-11-13,FAULHABER,,,,,Berkeley: U. of California (Bioscience)
BETA libid 804,LIBRARY*NAME_CLASS*CURRENT,Bernard M. Rosenthal,,,,,,,P.O. Box 5855,Berkeley,CA,,94705,510 601-6100,LIBRARY*PHONE_LOC*MAIN,,Bernard M.,Rosenthal,,,,,bmrbooks@sbcglobal.net,,Por cita,,,,,,,,,,LIBRARY*CLASS*BKDL,,,,,,,,,,,,,,,,,,,,,,,,,BETA bioid 8424,,,,,,,,,"Decano de los libreros norteamericanos y descendiente de dos de las familias de libreros más destacadas de Europa, los Rosenthal de Munich por lado paterno y los Olschki de Florencia por lado materno.<br /><br />Librería que dejó de existir con la muerte de Bernard Rosenthal 2017-01-14",,2010-02-26,FAULHABER,2022-11-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,bmrbooks@sbcglobal.net,,,Berkeley: Rosenthal
BETA libid 805,LIBRARY*NAME_CLASS*CURRENT,Librería José Porrúa Turanzas,,,,,,,"Marqués de la Ensenada, 16",Madrid,,,28004,(34) 91 702 14 93,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,l-v 10:30-19:30 (cita previa),,,,,,,,,,LIBRARY*CLASS*BKDL,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 5189,,,,,,,,,,,,,,,,,,,,,,,2010-02-26,FAULHABER,2022-11-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.porrualibros.com/,,2010-02-26,Madrid: Porrúa
BETA libid 806,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Tomás Navarro Tomás del CSIC,,,,,,,Centro de Ciencias Humanas y Sociales del CSIC,Madrid,,España,28037,91 602 26 99,LIBRARY*PHONE_LOC*MAIN,,Pilar,Martínez Olmo,,,Directora (2010),91 602 26 49,pilar.martinez@cchs.csic.es,LIBRARY*CONTACT_TYPE*M,"Lunes a viernes, 9am-8pm","1 y 6 de enero; 19 de marzo; 1 y 2 de abril; 3 de junio; 12 de octubre; 1, 9, 23 de noviembre; 8 de diciembre de 2010",,,LIBRARY*CALL_TYPE*V,2009,Perea,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,"En funcionamiento desde 2008, esta biblioteca integra todo el fondo antiguo de la llamada Biblioteca de la Junta, además del fondo moderno de la biblioteca del CSIC situada anteriormente en la calle Duque de Medinaceli.",,2010-03-01,PEREA,2016-12-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://biblioteca.cchs.csic.es/biblioteca.php,Web principal,2010-03-01,Madrid: CSIC Tomás Navarro Tomás
BETA libid 807,LIBRARY*NAME_CLASS*SHORT,Descalzas Reales,,,,,,,"Plaza de las Descalzas, 3",Madrid,,,28013,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-11,FAULHABER,,,,,,,Madrid: Descalzas Reales
BETA libid 808,LIBRARY*NAME_CLASS*SHORT,Librería para Bibliófilos,,,,,,,"Plaza de San Martín, 3",Madrid,Madrid,,28013,(34) 91 521 55 14,LIBRARY*PHONE_LOC*MAIN,,Luis,Bardón Mesa,,Distinguido amigo,dueño,,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*BKDL,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 1228,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 5063,,,,,,,,,,,,,Decano de los libreros españoles,,2010-03-13,FAULHABER,2022-02-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,www.libreriabardon.com,,,Madrid: Librería para Bibliófilos
BETA libid 809,LIBRARY*NAME_CLASS*SHORT,University of California (Microforms),,,,,,,,Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-04,FAULHABER,2012-03-29,FAULHABER,,,,,Berkeley: University of California (Microforms)
BETA libid 810,LIBRARY*NAME_CLASS*SHORT,Universidad: Biblioteca Politécnica,,,,,,,,Alcalá de Henares,Madrid,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-09,FAULHABER,2015-11-12,FAULHABER,,,,,Alcalá de Henares: Universidad: Biblioteca Politécnica
BETA libid 811,LIBRARY*NAME_CLASS*CURRENT,Biblioteca del Instituto de Estudios Giennenses,,,,,,,Antiguo Hospital de San Juan de Dios,Jaén,Jaén,España,23003,953 248 000,LIBRARY*PHONE_LOC*MAIN,,Salvador,Contreras Gila,,,Bibliotecario,,,,l-j 1700 - 2000,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,2010-12-14,FAULHABER,2016-12-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,ieg@promojaen.es,Diputación de Jaén,2010-12-14,Jaén: Instituto de Estudios Giennenses
BETA libid 812,LIBRARY*NAME_CLASS*CURRENT,Archivo Municipal de Toledo,,,,,,,Ayuntamiento de Toledo,Toledo,,España,45071,925 26 97 00 ext. 157,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,l-v 0900-1400,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,Para visitas:<br /><br />Archivo Municipal de Toledo<br />C/ Trinidad c/v Plaza. Salvador<br />45001 - Toledo,,2011-01-04,FAULHABER,2016-12-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.ayto-toledo.org/archivo/archivo.asp,Ayuntamiento de Toledo,2011-01-04,Toledo: Archivo Municipal
BETA libid 814,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Nacional de España,,,,,,,,Alcalá de Henares,Madrid,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-21,FAULHABER,2016-06-20,FAULHABER,,,,,Alcalá de Henares: Nacional
BETA libid 815,LIBRARY*NAME_CLASS*SHORT,Martin-Luther-Universität,,,,,,,,Halle-Wittenburg,,,,,,,Heiner,Schnelling,,,dir.,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-31,FAULHABER,2011-05-31,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bibliothek.uni-halle.de/,Universitätsbibliothek,2011-05-31,Halle-Wittenburg: Martin-Luther-Universität
BETA libid 816,LIBRARY*NAME_CLASS*SHORT,Biblioteca Valenciana,,,,,,,"Avinguda de la Constitució, 284",València,,España,46019,+34-96-387 40 00,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,"Fundado 1985 a base de la biblioteca de D. Nicolau Primitiu Gómez Serrano, donado por sus herederos en 1979",,2011-07-01,FAULHABER,2022-08-31,FAULHABER,UNIVERSAL*INTERNET_CLASS*CAT,https://bv.gva.es/cginetbv-bin/abnopacbv/O6202/ID84cc1d11?ACC=101,Biblioteca Valenciana,2022-08-31,València: Biblioteca Valenciana
BETA libid 817,LIBRARY*NAME_CLASS*CURRENT,Stanford University Libraries & Academic Information Services,,,,,,,,Stanford,CA,,94305,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-02,FAULHABER,2011-08-02,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www-sul.stanford.edu/,Stanford,2011-08-02,Stanford: Stanford University
BETA libid 818,LIBRARY*NAME_CLASS*SHORT,Gosudarstvennaja Biblioteka,,,,,,,"Vozdvizhenka, 3/5",Moskva,,Russia,,,,,,,,,,,,,0900-2000 l-v,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-09,FAULHABER,2018-02-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.rsl.ru/en,Russian State Library,2011-08-09,Moskva: Gosudarstvennaja Biblioteka
BETA libid 819,LIBRARY*NAME_CLASS*SHORT,State Library,,,,,,,328 Swanston St,Melbourne,Victoria,Australia,3000,+61 3 8664 7000,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-09,FAULHABER,2011-08-09,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.slv.vic.gov.au/,State Library,2011-08-09,Melbourne: State Library
BETA libid 820,LIBRARY*NAME_CLASS*CURRENT,Seminario Metropolitano de Zaragoza,,,,,,,Ronda de la Hispanidad 10,Zaragoza,,España,5009,976 467384,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,2011-08-09,FAULHABER,2016-12-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.zaragoza.seminario.ws/index.php,Seminario Arzobispal,3011-08-09,Zaragoza: Seminario Metropolitano
BETA libid 821,LIBRARY*NAME_CLASS*SHORT,Biblioteca Comunale,,,,,,,"via Carducci, 14",Piacenza,,Italia,29121,0523.492403,LIBRARY*PHONE_LOC*MSSRB,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,2011-10-10,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://passerinilandi.biblioteche.piacenza.it/home/home.aspx,Bibl. Passerini Landi,2011-10-10,Piacenza: Biblioteca Comunale
BETA libid 822,LIBRARY*NAME_CLASS*SHORT,Metropolitan Museum,,,,,,,1000 Fifth Avenue,New York,NY,,10028-0198,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-11,FAULHABER,2011-10-11,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.metmuseum.org/,Metropolitan,2011-10-11,New York: Metropolitan Museum
BETA libid 823,LIBRARY*NAME_CLASS*SHORT,Katolicki Uniwersytet,,,,,,,,Lublin,,Polska,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2542,,BETA subid 1290,,,,,,,,2011-10-12,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.kul.pl/,Katolicki Uniwersytet,2011-10-12,Lublin: Katolicki Uniwersytet
