LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA libid 792,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Statale di Mercogliano,,,,,,,Palazzo abbaziale di Loreto,,,,,0825.789086,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://bibliotecastataledimontevergine.beniculturali.it/,Biblioteca Statales di Montervergine,2014-08-02,
BETA libid 793,LIBRARY*NAME_CLASS*SHORT,University of South Carolina,,,,,,,,Columbia,South Carolina,,29208,803-777-8154,LIBRARY*PHONE_LOC*INFO,,Elizaabeth,Sudduth,,,"Director, Irvin Department of Rare Books and Special Collections",803-777-5487,esudduth@mailbox.sc.edu,,lv 0800-1630,fiestas y vacaciones de invierno,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-23,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.sc.edu/library/spcoll/rarebook.html,,,Columbia: University of South Carolina
BETA libid 793,LIBRARY*NAME_CLASS*CURRENT,University of South Carolina. Thomas Cooper Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,TCLRareBooks@gwm.sc.edu,,,
BETA libid 797,LIBRARY*NAME_CLASS*SHORT,Biblioteka Uniwersytecka,,,,,,,ul. Karola Szajnochy 10,Wroclaw,,Polska,50-076,+ 071 346 31 10,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3029,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2542,,BETA subid 1290,,,,,,,,2008-09-05,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bu.uni.wroc.pl/,,2008-09-03,Wroclaw: Biblioteka Uniwersytecka
BETA libid 797,LIBRARY*NAME_CLASS*CURRENT,Biblioteka Uniwersytecka we Wroclawiu,,,,,,WWW,,,,,,071 346 31 66,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,sekretariat1@bu.uni.wroc.pl,,,
BETA libid 815,LIBRARY*NAME_CLASS*SHORT,Martin-Luther-Universität,,,,,,,,Halle-Wittenburg,,,,,,,Heiner,Schnelling,,,dir.,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-31,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bibliothek.uni-halle.de/,Universitätsbibliothek,2011-05-31,Halle-Wittenburg: Martin-Luther-Universität
BETA libid 815,LIBRARY*NAME_CLASS*CURRENT,Martin-Luther-Universität Universitäts- und Landesbibliothek Sachsen-Anhalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 817,LIBRARY*NAME_CLASS*CURRENT,Stanford University Libraries & Academic Information Services,,,,,,,,Stanford,CA,,94305,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-02,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www-sul.stanford.edu/,Stanford,2011-08-02,Stanford: Stanford University
BETA libid 817,LIBRARY*NAME_CLASS*SHORT,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 818,LIBRARY*NAME_CLASS*SHORT,Gosudarstvennaja Biblioteka,,,,,,,"Vozdvizhenka, 3/5",Moskva,,Rossiya,,,,,,,,,,,,,0900-2000 l-v,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-09,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.rsl.ru/en,Russian State Library,2011-08-09,Moskva: Gosudarstvennaja Biblioteka
BETA libid 818,LIBRARY*NAME_CLASS*CURRENT,Rossijskaja Gosudarstvennaja Biblioteka,,,,,,,,,,,,,,,,,,,,,,,0900-1900 s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 818,LIBRARY*NAME_CLASS*OTHR,Russian State Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 818,LIBRARY*NAME_CLASS*OTHR,Biblioteca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 819,LIBRARY*NAME_CLASS*SHORT,State Library,,,,,,,328 Swanston St,Melbourne,Victoria,Australia,3000,+61 3 8664 7000,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-09,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.slv.vic.gov.au/,State Library,2011-08-09,Melbourne: State Library
BETA libid 819,LIBRARY*NAME_CLASS*CURRENT,State Library of Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://search.slv.vic.gov.au/primo_library/libweb/action/search.do?vid=MAIN,Catalog search,2011-08-09,
BETA libid 821,LIBRARY*NAME_CLASS*SHORT,Biblioteca Comunale,,,,,,,"via Carducci, 14",Piacenza,,Italia,29121,0523.492403,LIBRARY*PHONE_LOC*MSSRB,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3032,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,2011-10-10,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://passerinilandi.biblioteche.piacenza.it/home/home.aspx,Bibl. Passerini Landi,2011-10-10,Piacenza: Biblioteca Comunale
BETA libid 821,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Comunale Passerini-Landi,,,,,,,,,,,,0523 492412 - 10,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,biblio.fondoantico@comune.piacenza.it,Bibl. Passerini Landi,2011-10-10,
BETA libid 821,,,,,,,,,,,,,,0523 492400,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://195.62.178.80/actalib/ricerca.php,Bibl. Passerini Landi [OPAC],3011-10-10,
BETA libid 823,LIBRARY*NAME_CLASS*SHORT,Katolicki Uniwersytet,,,,,,,,Lublin,,Polska,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3033,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2542,,BETA subid 1290,,,,,,,,2011-10-12,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.kul.pl/,Katolicki Uniwersytet,2011-10-12,Lublin: Katolicki Uniwersytet
BETA libid 823,LIBRARY*NAME_CLASS*CURRENT,Katolicki Uniwersytet Lubelsi Jana Pawla II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://212.182.39.5:8000/katalog,Katolicki Uniwersytet,2011-10-12,
BETA libid 824,LIBRARY*NAME_CLASS*SHORT,Biblioteca,,,,,,,Palacio Nacional de Mafra,Mafra,,Portugal,2640,(351) 261 817 550,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-12,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.imc-ip.pt/pt-PT/museus_palacios/ContentDetail.aspx?id=1125,Inst. dos Museos,2011-10-12,Mafra: Biblioteca
BETA libid 824,LIBRARY*NAME_CLASS*CURRENT,Biblioteca do Palácio Nacional de Mafra,,,,,,,Terreiro de D. João V,,,,,(351) 261 811 947,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,pnmafra@imc-ip.pt,Inst. dos Museos,2011-10-12,
BETA libid 826,LIBRARY*NAME_CLASS*SHORT,University of Arkansas,,,,,,,,Fayetteville,AR,EE.UU.,72701,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-22,FAULHABER,2024-09-20,FAULHABER,,,,,Fayetteville: University of Arkansas
BETA libid 826,LIBRARY*NAME_CLASS*CURRENT,University of Arkansas. David W. Mullins Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 827,LIBRARY*NAME_CLASS*SHORT,Santuario de Loyola,,,,,,,Santuario de Loyola,Azpeitia,Guipúzcoa,España,20730,0034 943 025 000,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3035,,,,,,,,,,,,,,,,,BETA bibid 5507,,,,,,,,,,,,,,,2011-12-23,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.santuariodeloyola.org/archivo--biblioteca/archivo-historico-de-loyola.html,Santuario de Loyola,2011-12-23,Azpeitia: Santuario de Loyola
BETA libid 827,LIBRARY*NAME_CLASS*FORMER,Archivo Histórico de Loyola,,,,,,,,,,,,0034 943 025 031,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,bibloy@sjloyola.org,Santuario de Loyola,,
BETA libid 827,LIBRARY*NAME_CLASS*CURRENT,Biblioteca y Archivos del Santuario de Loyola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 839,LIBRARY*NAME_CLASS*SHORT,Museo Dinastía Vivanco,,,,,,,Crta. Nacional 232,Briones,La Rioja,España,26330,941.32.23.05,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3036,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,2012-04-08,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://docs.dinastiavivanco.com/web/,Museo Dinastía Vivanco,2012-04-08,Briones: Museo Dinastía Vivanco
BETA libid 839,LIBRARY*NAME_CLASS*CURRENT,Centro de Documentación del Museo Dinastía Vivanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,biblioteca@dinastiavivanco.es,Museo Dinastía Vivanco,2012-04-08,
BETA libid 839,LIBRARY*NAME_CLASS*OTHR,Museo de la Cultura del Vino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 845,LIBRARY*NAME_CLASS*SHORT,Perea Rodríguez,,,,,,,"Travesía Jardines, 8",Novés,Toledo,España,45519,0034639079174,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El prof. Perea Rodríguez enviará gustoso por correo electrónico cualquier material en formato PDF que se encuentre en su biblioteca, siempre que no contravenga cualquier tipo de derechos de autor",,2012-05-27,PEREA,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,o.perea.r@gmail.com,Gmail,,Novés: Perea Rodríguez
BETA libid 845,LIBRARY*NAME_CLASS*CURRENT,"Perea Rodríguez, Óscar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://ucriverside.academia.edu/OscarPereaRodriguez,Academia.edu,,
BETA libid 847,LIBRARY*NAME_CLASS*SHORT,Denison University,,,,,,,400 West Loop,Granville,Ohio,,43023,,,,Heather,Lyle,,,Special Collections Librarian,,lyleh@denison.edu,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-28,FAULHABER,2024-09-20,FAULHABER,,,,,Granville: Denison University
BETA libid 847,LIBRARY*NAME_CLASS*CURRENT,Denison University. Wlliam Howard Doane Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 848,LIBRARY*NAME_CLASS*SHORT,Ohio University,,,,,,,30 Park Place,Athens,Ohio,,45701,,,,Judith,Connick,,,Special Collections Librarian,,connick@ohio.edu,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-28,FAULHABER,2024-09-20,FAULHABER,,,,,Athens: Ohio University
BETA libid 848,LIBRARY*NAME_CLASS*CURRENT,Ohio University. Alden Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 850,LIBRARY*NAME_CLASS*SHORT,Miami University,,,,,,,151 South Campus Avenue,Oxford,Ohio,,45056,,,,Kimberly,Tully,,,Special Collections Librarian,,tullykk@miamioh.edu,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-28,FAULHABER,2024-09-20,FAULHABER,,,,,Oxford: Miami University
BETA libid 850,LIBRARY*NAME_CLASS*CURRENT,Miami University Libraries. Walter Havighurst Special Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 851,LIBRARY*NAME_CLASS*SHORT,St. Louis Public Library,,,,,,,1301 Olive Street,St. Louis,Missouri,,63103,,,,Amanda,Bahr-Evola,,,,,aevola@slpl.org.,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-28,FAULHABER,2024-09-20,FAULHABER,,,,,St. Louis: St. Louis Public Library
BETA libid 851,LIBRARY*NAME_CLASS*CURRENT,St. Louis Public Library. Central Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 858,LIBRARY*NAME_CLASS*SHORT,U. of Virginia,,,,,,,P.O. Box 400113,Charlottesville,VA,,22904-4113,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-24,FAULHABER,2024-09-20,FAULHABER,,,,,Charlottesville: U. of Virginia
BETA libid 858,LIBRARY*NAME_CLASS*CURRENT,University of Virginia Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 858,LIBRARY*NAME_CLASS*OTHR,University of Virginia. Alderman Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 859,LIBRARY*NAME_CLASS*SHORT,Texas A & M,,,,,,,,College Station,TX,,77843,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-28,FAULHABER,2024-09-20,FAULHABER,,,,,College Station: Texas A & M
BETA libid 859,LIBRARY*NAME_CLASS*CURRENT,Texas A & M University. Evans Library & Annex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 868,LIBRARY*NAME_CLASS*SHORT,Nacional,,,,,,,,La Habana,,Cuba,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-15,FAULHABER,2024-09-20,FAULHABER,,,,,La Habana: Nacional
BETA libid 868,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 872,LIBRARY*NAME_CLASS*SHORT,Nacional [BNC],,,,,,,,Santiago,,Chile,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-15,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bibliotecanacional.cl/Vistas_Publicas/publicHome/homePublic.aspx?idInstitucion=68,Biblioteca Nacional,2014-01-15,Santiago: Nacional [BNC]
BETA libid 872,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Nacional de Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 873,LIBRARY*NAME_CLASS*SHORT,University of Miamii (Richter),,,,,,,,Coral Gables,FL,33124,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-15,FAULHABER,2024-09-20,FAULHABER,,,,,Coral Gables: University of Miamii (Richter)
BETA libid 873,LIBRARY*NAME_CLASS*CURRENT,University of Miama. Otto G. Richter Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 874,LIBRARY*NAME_CLASS*SHORT,Williams College (Sawyer),,,,,,,"Stetson Hall, 26 Hopkins Hall Drive",Williamstown,MA,,01267,413-597-2501,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Incluye la Chapin Library (BETA libid 378), que guarda los libros raros",,2014-01-15,FAULHABER,2024-09-20,FAULHABER,,,,,Williamstown: Williams College (Sawyer)
BETA libid 874,LIBRARY*NAME_CLASS*CURRENT,Williams College. Sawyer Library,,,,,,,,,,,,413-597-4106,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 879,LIBRARY*NAME_CLASS*SHORT,Ransom Center. UT Austin (HRC),,,,,,,,Austin,TX,,78713,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-18,FAULHABER,2024-09-19,FAULHABER,,,,,Austin: Ransom Center. UT Austin (HRC)
BETA libid 879,LIBRARY*NAME_CLASS*CURRENT,"Harry Ransome Humanities Research Center. University of Texas, Austin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 880,LIBRARY*NAME_CLASS*SHORT,Wayne State,,,,,,,,Detroit,MI,,48202,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-18,FAULHABER,2024-09-20,FAULHABER,,,,,Detroit: Wayne State
BETA libid 880,LIBRARY*NAME_CLASS*CURRENT,Wayne State University Libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 886,LIBRARY*NAME_CLASS*SHORT,Bibliotheek Rijksuniversiteit,,,,,,,,Groningen,,Nederland,9712 CP,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3048,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1820,,BETA subid 1297,,,,,,,,2014-02-04,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.rug.nl/bibliotheek/services/ub/,Rijksuniversiteit Groningen,2014-02-04,Groningen: Bibliotheek Rijksuniversiteit
BETA libid 886,LIBRARY*NAME_CLASS*CURRENT,Bibliotheek Rijksuniversiteit Groningen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 890,LIBRARY*NAME_CLASS*SHORT,Texas Tech,,,,,,,,Lubbock,TX,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-08,FAULHABER,2024-09-20,FAULHABER,,,,,Lubbock: Texas Tech
BETA libid 890,LIBRARY*NAME_CLASS*CURRENT,Texas Tech University Libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 891,LIBRARY*NAME_CLASS*SHORT,Northwestern,,,,,,,1970 Campus Drive,Evanston,IL,,60208,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-08,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.library.northwestern.edu/,Northwestern University,2014-02-08,Evanston: Northwestern
BETA libid 891,LIBRARY*NAME_CLASS*CURRENT,Northwestern University Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 892,LIBRARY*NAME_CLASS*SHORT,University of Florida,,,,,,,,Gainesville,FL,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-08,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.uflib.ufl.edu/,U. of Florieda,2014-02-08,Gainesville: University of Florida
BETA libid 892,LIBRARY*NAME_CLASS*CURRENT,University of of Florida George A. Smathers Libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
