Unnamed: 0,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,Unnamed: 5
2004.0,BETA geoid 2748,GEOGRAPHY*TYPE*T,Lebrija,https://es.wikipedia.org/wiki/Lebrija_(Sevilla),
2009.0,BETA geoid 2752,GEOGRAPHY*TYPE*T,Deza,https://es.wikipedia.org/wiki/Deza_(Soria),
2010.0,BETA geoid 2753,GEOGRAPHY*TYPE*T,Serón de Nágima,https://es.wikipedia.org/wiki/SerC3%B3n_de_N%C3%A1gima,
2011.0,BETA geoid 2754,GEOGRAPHY*TYPE*T,Artajona,https://es.wikipedia.org/wiki/Artajona,
2012.0,BETA geoid 2755,GEOGRAPHY*TYPE*T,Larraga,https://es.wikipedia.org/wiki/Larraga,
2013.0,BETA geoid 2756,GEOGRAPHY*TYPE*T,Mendigorría,https://es.wikipedia.org/wiki/MendigorrC3%ADa,
2014.0,BETA geoid 2757,GEOGRAPHY*TYPE*T,Miranda de Arga,https://es.wikipedia.org/wiki/Miranda_de_Arga,
2026.0,BETA geoid 2770,GEOGRAPHY*TYPE*CB,Cabo Bojador (cabo),https://www.wikidata.org/wiki/Q185222,
2027.0,BETA geoid 2770,,,https://es.wikipedia.org/wiki/Cabo_Bojador,
2028.0,BETA geoid 2771,GEOGRAPHY*TYPE*T,Babilafuente,https://es.wikipedia.org/wiki/Babilafuente,
2039.0,BETA geoid 2782,GEOGRAPHY*TYPE*T,Villafrades de Campos,https://es.wikipedia.org/wiki/Villafrades_de_Campos,
2040.0,BETA geoid 2783,GEOGRAPHY*TYPE*T,El Bonillo,https://es.wikipedia.org/wiki/El_Bonillo,
2049.0,BETA geoid 2792,GEOGRAPHY*TYPE*T,Pareja,https://es.wikipedia.org/wiki/Pareja_(Guadalajara),
2051.0,BETA geoid 2794,GEOGRAPHY*TYPE*T,Medina de las Torres,https://www.wikidata.org/wiki/Q1406716,
2052.0,BETA geoid 2794,,,https://es.wikipedia.org/wiki/Medina_de_las_Torres,
2053.0,BETA geoid 2795,GEOGRAPHY*TYPE*T,Toral de los Guzmanes,https://es.wikipedia.org/wiki/Toral_de_los_Vados,
2054.0,BETA geoid 2796,GEOGRAPHY*TYPE*T,Navalpino,https://es.wikipedia.org/w/index.php?title=Navalpino&oldid=125680354,
2061.0,BETA geoid 2802,GEOGRAPHY*TYPE*T,Figueres,https://es.wikipedia.org/wiki/Figueras,
2064.0,BETA geoid 2805,GEOGRAPHY*TYPE*T,Ardales,https://www.wikidata.org/wiki/Q1623994,
2065.0,BETA geoid 2805,,,https://es.wikipedia.org/wiki/Ardales,
2067.0,BETA geoid 2807,GEOGRAPHY*TYPE*T,Canillas,https://www.wikidata.org/wiki/Q16542489,
2068.0,BETA geoid 2807,,,https://es.wikipedia.org/wiki/Canillas_(municipio),
2069.0,BETA geoid 2808,GEOGRAPHY*TYPE*T,Fuencarral,https://es.wikipedia.org/wiki/Fuencarral,
2070.0,BETA geoid 2809,GEOGRAPHY*TYPE*T,Tafalla,,
2074.0,BETA geoid 2812,GEOGRAPHY*TYPE*T,Gernika,https://es.wikipedia.org/wiki/Guernica_y_Luno,
2075.0,BETA geoid 2813,GEOGRAPHY*TYPE*CO,Saint-Jean-Pied-de-Port (comuna),https://www.wikidata.org/wiki/Q270294,
2077.0,BETA geoid 2813,,,https://es.wikipedia.org/wiki/San_Juan_Pie_de_Puerto,
2076.0,BETA geoid 2813,,,https://database.factgrid.de/wiki/Item:Q132482,
2078.0,BETA geoid 2814,GEOGRAPHY*TYPE*T,Javier,https://es.wikipedia.org/wiki/Javier_(Navarra),
2081.0,BETA geoid 2817,GEOGRAPHY*TYPE*CO,Bidache (comuna),https://www.wikidata.org/wiki/Q197008,
2083.0,BETA geoid 2817,,,https://es.wikipedia.org/wiki/Bidache,
2082.0,BETA geoid 2817,,,https://database.factgrid.de/wiki/Item:Q106685,
2085.0,BETA geoid 2819,GEOGRAPHY*TYPE*T,Uncastillo,https://es.wikipedia.org/wiki/Uncastillo,
2087.0,BETA geoid 2821,GEOGRAPHY*TYPE*T,Alcolea,https://es.wikipedia.org/wiki/Alcolea_(AlmerC3%ADa),
2088.0,BETA geoid 2822,GEOGRAPHY*TYPE*T,Alcolea del Río,https://www.wikidata.org/wiki/Q516549,
2090.0,BETA geoid 2822,,,https://es.wikipedia.org/wiki/Alcolea_del_rC3%ADo,
2089.0,BETA geoid 2822,,,https://database.factgrid.de/wiki/Item:Q343452,
2091.0,BETA geoid 2824,GEOGRAPHY*TYPE*T,Barbalos,https://es.wikipedia.org/wiki/Barbalos,
2092.0,BETA geoid 2825,GEOGRAPHY*TYPE*T,Tocina,https://es.wikipedia.org/wiki/Tocina,
2093.0,BETA geoid 2826,GEOGRAPHY*TYPE*T,Peñalver,https://es.wikipedia.org/wiki/PeC3%B1alver,
2094.0,BETA geoid 2827,GEOGRAPHY*TYPE*T,Fregenal de la Sierra,https://es.wikipedia.org/wiki/Fregenal_de_la_Sierra,
2095.0,BETA geoid 2828,GEOGRAPHY*TYPE*C,Águila (condado),https://es.wikipedia.org/wiki/Condado_del_%C3%81guila,
2097.0,BETA geoid 2830,GEOGRAPHY*TYPE*T,Adamuz,https://es.wikipedia.org/wiki/Adamuz,
2098.0,BETA geoid 2831,GEOGRAPHY*TYPE*T,Cañizar,https://es.wikipedia.org/wiki/Marquesado_de_Ca%C3%B1izar,
2099.0,BETA geoid 2832,GEOGRAPHY*TYPE*C,Urgel (condado),https://www.wikidata.org/wiki/Q12729,
2101.0,BETA geoid 2832,,,https://es.wikipedia.org/wiki/Condado_de_Urgel,
2105.0,BETA geoid 2835,GEOGRAPHY*TYPE*CA,Principado de Asturias (comunidad autónoma),https://www.wikidata.org/wiki/Q24004403,
2107.0,BETA geoid 2835,,,https://en.wikipedia.org/wiki/Asturias,
2106.0,BETA geoid 2835,,,https://database.factgrid.de/wiki/Item:Q21938,
2110.0,BETA geoid 2838,GEOGRAPHY*TYPE*T,Calatañazor,https://www.wikidata.org/wiki/Q829810,
2113.0,BETA geoid 2841,GEOGRAPHY*TYPE*T,Sarria,,
2114.0,BETA geoid 2842,GEOGRAPHY*TYPE*PE,Italia (península),https://www.wikidata.org/wiki/Q145694,
2115.0,BETA geoid 2842,,,https://database.factgrid.de/wiki/Item:Q780039,
2117.0,BETA geoid 2844,GEOGRAPHY*TYPE*T,Aldeadávila de la Ribera,https://www.wikidata.org/wiki/Q1625925,
2118.0,BETA geoid 2845,GEOGRAPHY*TYPE*T,Vinaceite,https://www.wikidata.org/wiki/Q1641492,
2119.0,BETA geoid 2846,GEOGRAPHY*TYPE*T,Aranda de Moncayo,https://www.wikidata.org/wiki/Q604187,
2120.0,BETA geoid 2847,GEOGRAPHY*TYPE*T,Trasmoz,https://www.wikidata.org/wiki/Q1628169,
2122.0,BETA geoid 2849,GEOGRAPHY*TYPE*T,Alpartir,https://www.wikidata.org/wiki/Q1641433,
2124.0,BETA geoid 2851,GEOGRAPHY*TYPE*T,Olivenza,https://www.wikidata.org/wiki/Q488052,
2125.0,BETA geoid 2852,GEOGRAPHY*TYPE*T,Gálvez,https://www.wikidata.org/wiki/Q175,
2126.0,BETA geoid 2853,GEOGRAPHY*TYPE*T,Villanueva del Fresno,https://www.wikidata.org/wiki/Q1628563,
2127.0,BETA geoid 2854,GEOGRAPHY*TYPE*T,Berbinzana,https://www.wikidata.org/wiki/Q1645757,
2129.0,BETA geoid 2856,GEOGRAPHY*TYPE*T,Gutierre-Muñoz,https://www.wikidata.org/wiki/Q1607033,
2136.0,BETA geoid 2861,GEOGRAPHY*TYPE*T,Ayerbe,https://www.wikidata.org/wiki/Q189749,
2137.0,BETA geoid 2862,GEOGRAPHY*TYPE*T,Fuensaldaña,https://www.wikidata.org/wiki/Q1651705,
2141.0,BETA geoid 2866,GEOGRAPHY*TYPE*T,Peleas de Arriba,https://www.wikidata.org/wiki/Q9057878,
2142.0,BETA geoid 2866,,,https://database.factgrid.de/wiki/Item:Q450985,
2144.0,BETA geoid 2868,GEOGRAPHY*TYPE*T,Canyelles,https://www.wikidata.org/wiki/Q15559,
2145.0,BETA geoid 2869,GEOGRAPHY*TYPE*T,Cabanelles,https://www.wikidata.org/wiki/Q11247,
2146.0,BETA geoid 2870,GEOGRAPHY*TYPE*T,Minaya,https://www.wikidata.org/wiki/Q582832,
2150.0,BETA geoid 2878,GEOGRAPHY*TYPE*CA,Comunidad Foral de Navarra (comunidad autónoma),https://www.wikidata.org/wiki/Q4018,
2152.0,BETA geoid 2878,,,https://es.wikipedia.org/wiki/Navarra,
2151.0,BETA geoid 2878,,,https://database.factgrid.de/wiki/Item:Q351233,
2154.0,BETA geoid 2880,GEOGRAPHY*TYPE*T,Sena,https://www.wikidata.org/wiki/Q1020526,
2155.0,BETA geoid 2880,,,https://database.factgrid.de/wiki/Item:Q354843,
2186.0,BETA geoid 2906,GEOGRAPHY*TYPE*T,Huarte-Araquil,https://www.wikidata.org/wiki/Q1647888,
2187.0,BETA geoid 2907,GEOGRAPHY*TYPE*O,Albornoz (señorío),https://www.wikidata.org/wiki/Q6126684,
2188.0,BETA geoid 2907,,,https://es.wikipedia.org/wiki/SeC3%B1orC3%ADo_de_Albornoz,
2189.0,BETA geoid 2907,,,https://database.factgrid.de/wiki/Item:Q701530,
