,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,
944,BETA geoid 1793,GEOGRAPHY*TYPE*T,Sádaba,,
945,BETA geoid 1794,GEOGRAPHY*TYPE*T,Caracena,,
946,BETA geoid 1795,GEOGRAPHY*TYPE*T,Casa Mena y las Matas,,
947,BETA geoid 1796,GEOGRAPHY*TYPE*T,Vitry-sur-Seine,,
948,BETA geoid 1797,GEOGRAPHY*TYPE*T,Acre,,
949,BETA geoid 1798,GEOGRAPHY*TYPE*T,Briançon,,
950,BETA geoid 1799,GEOGRAPHY*TYPE*T,Sheffield,,
951,BETA geoid 1800,GEOGRAPHY*TYPE*T,Rota,,
952,BETA geoid 1801,GEOGRAPHY*TYPE*U,Coislin (ducado),https://www.wikidata.org/wiki/Q3040826,
953,BETA geoid 1801,,,https://es.wikipedia.org/wiki/Ducado_de_Coislin,
954,BETA geoid 1802,GEOGRAPHY*TYPE*D,Metz (diócesis),,
955,BETA geoid 1803,GEOGRAPHY*TYPE*T,Lima,,
956,BETA geoid 1804,GEOGRAPHY*TYPE*T,Villagómez,,
957,BETA geoid 1805,GEOGRAPHY*TYPE*T,Cigales,,
958,BETA geoid 1806,GEOGRAPHY*TYPE*T,Berzosa,,
959,BETA geoid 1807,GEOGRAPHY*TYPE*T,Fuentebureba,,
960,BETA geoid 1808,GEOGRAPHY*TYPE*T,Talaván,,
961,BETA geoid 1809,GEOGRAPHY*TYPE*T,Pedraza,,
962,BETA geoid 1810,GEOGRAPHY*TYPE*T,Lorquí,https://es.wikipedia.org/wiki/Lorqu%C3%AD,
963,BETA geoid 1811,GEOGRAPHY*TYPE*T,Torralba de Cuenca,,
964,BETA geoid 1812,GEOGRAPHY*TYPE*D,Palencia (diócesis),,
965,BETA geoid 1813,GEOGRAPHY*TYPE*D,Córdoba (diócesis),,
966,BETA geoid 1814,GEOGRAPHY*TYPE*D,Badajoz (diócesis),,
967,BETA geoid 1815,GEOGRAPHY*TYPE*D,Burgos (diócesis),,
968,BETA geoid 1816,GEOGRAPHY*TYPE*T,Guadalcanal,https://es.wikipedia.org/wiki/Guadalcanal_(Sevilla),
969,BETA geoid 1817,GEOGRAPHY*TYPE*T,Torrelaguna,,
970,BETA geoid 1818,GEOGRAPHY*TYPE*T,Buitrago,,
971,BETA geoid 1819,GEOGRAPHY*TYPE*C,Bridgewater (condado),,
972,BETA geoid 1820,GEOGRAPHY*TYPE*K,Nederland (reino),,
973,BETA geoid 1821,GEOGRAPHY*TYPE*C,Montenegro (condado),https://www.wikidata.org/wiki/Q24942389,
974,BETA geoid 1821,,,https://es.wikipedia.org/wiki/Condado_de_Montenegro,
975,BETA geoid 1822,GEOGRAPHY*TYPE*T,Sant Mateu,,
976,BETA geoid 1823,GEOGRAPHY*TYPE*T,Vergy,,
977,BETA geoid 1824,GEOGRAPHY*TYPE*T,Viterbo,,
978,BETA geoid 1825,GEOGRAPHY*TYPE*M,Cazaza (marquesado),https://www.wikidata.org/wiki/Q112122245,
979,BETA geoid 1826,GEOGRAPHY*TYPE*SO,San Lucas de Barrameda (solar),,
,BETA geoid 1827,GEOGRAPHY*TYPE*T,Quer,,
981,BETA geoid 1828,GEOGRAPHY*TYPE*MN,Montearagón (monasterio / convento),https://www.wikidata.org/wiki/Q2970002,
982,BETA geoid 1828,,,https://es.wikipedia.org/wiki/Castillo_de_Montearag%C3%B3n,
983,BETA geoid 1829,GEOGRAPHY*TYPE*H,Rueda (vizcondado),,
984,BETA geoid 1830,GEOGRAPHY*TYPE*A,Zaragoza (archidiócesis),,
985,BETA geoid 1831,GEOGRAPHY*TYPE*T,Lécera,https://www.wikidata.org/wiki/Q976972,
986,BETA geoid 1832,GEOGRAPHY*TYPE*A,Valencia (archidiócesis),,
987,BETA geoid 1833,GEOGRAPHY*TYPE*A,Monreale (archidiócesis),,
988,BETA geoid 1834,GEOGRAPHY*TYPE*T,San Pedro de Latarsa,,
989,BETA geoid 1835,GEOGRAPHY*TYPE*T,Los Angeles,,
990,BETA geoid 1836,GEOGRAPHY*TYPE*S,California (estado),,
991,BETA geoid 1837,GEOGRAPHY*TYPE*N,United States (nación),,
992,BETA geoid 1838,GEOGRAPHY*TYPE*D,Ávila (diócesis),,
993,BETA geoid 1839,GEOGRAPHY*TYPE*D,Ostia (diócesis),,
994,BETA geoid 1840,GEOGRAPHY*TYPE*T,Salinas de Léniz,,
995,BETA geoid 1841,GEOGRAPHY*TYPE*D,León (diócesis),,
996,BETA geoid 1842,GEOGRAPHY*TYPE*T,Blois,https://www.wikidata.org/wiki/Q160927,
998,BETA geoid 1842,,,https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Blois,
999,BETA geoid 1843,GEOGRAPHY*TYPE*R,Hainaut (región),https://www.wikidata.org/wiki/Q3125766,
1000,BETA geoid 1844,GEOGRAPHY*TYPE*T,Lille,,
1001,BETA geoid 1845,GEOGRAPHY*TYPE*T,Jargeau,,
1002,BETA geoid 1846,GEOGRAPHY*TYPE*T,Douai,,
1003,BETA geoid 1847,GEOGRAPHY*TYPE*T,Coucy,,
1005,BETA geoid 1849,GEOGRAPHY*TYPE*T,Cortes,https://es.wikipedia.org/wiki/Cortes_(Navarra),
1006,BETA geoid 1850,GEOGRAPHY*TYPE*T,Milano,,
1007,BETA geoid 1851,GEOGRAPHY*TYPE*T,Milano,https://www.wikidata.org/wiki/Q490,
1008,BETA geoid 1852,GEOGRAPHY*TYPE*T,Amboise,,
1009,BETA geoid 1853,GEOGRAPHY*TYPE*T,Richmond,,
1011,BETA geoid 1854,GEOGRAPHY*TYPE*T,Salvatierra de Miño,http://es.wikipedia.org/wiki/Salvatierra_de_Mi%C3%B1o,
1010,BETA geoid 1854,,,http://es.wikipedia.org/wiki/Castillo_de_Sobroso,
1012,BETA geoid 1855,GEOGRAPHY*TYPE*T,Monroyo,,
1013,BETA geoid 1856,GEOGRAPHY*TYPE*D,Barcelona (diócesis),,
1014,BETA geoid 1857,GEOGRAPHY*TYPE*D,Albacete (diócesis),,
1015,BETA geoid 1858,GEOGRAPHY*TYPE*D,Teruel-Albarracín (diócesis),,
1016,BETA geoid 1859,GEOGRAPHY*TYPE*D,Almería (diócesis),,
1017,BETA geoid 1860,GEOGRAPHY*TYPE*D,Astorga (diócesis),,
1018,BETA geoid 1861,GEOGRAPHY*TYPE*D,Barbastro (diócesis),,
1019,BETA geoid 1862,GEOGRAPHY*TYPE*D,Bilbao (diócesis),,
1020,BETA geoid 1863,GEOGRAPHY*TYPE*D,Cádiz (diócesis),,
1021,BETA geoid 1864,GEOGRAPHY*TYPE*D,Calahorra (diócesis),,
1022,BETA geoid 1865,GEOGRAPHY*TYPE*D,Pamplona (diócesis),,
1023,BETA geoid 1866,GEOGRAPHY*TYPE*A,Tarragona (archidiócesis),,
1024,BETA geoid 1867,GEOGRAPHY*TYPE*D,Canarias (diócesis),,
1025,BETA geoid 1868,GEOGRAPHY*TYPE*D,Cartagena (diócesis),,
1026,BETA geoid 1869,GEOGRAPHY*TYPE*A,Granada (archidiócesis),,
1027,BETA geoid 1870,GEOGRAPHY*TYPE*D,Ciudad Real (diócesis),,
1028,BETA geoid 1871,GEOGRAPHY*TYPE*D,Ciudad Rodrigo (diócesis),,
1029,BETA geoid 1872,GEOGRAPHY*TYPE*A,Valladolid (archidiócesis),,
1030,BETA geoid 1873,GEOGRAPHY*TYPE*D,Coria (diócesis),,
1031,BETA geoid 1874,GEOGRAPHY*TYPE*D,Cuenca (diócesis),,
1032,BETA geoid 1875,GEOGRAPHY*TYPE*D,Girona (diócesis),,
1033,BETA geoid 1876,GEOGRAPHY*TYPE*D,Guadix (diócesis),,
1034,BETA geoid 1877,GEOGRAPHY*TYPE*D,Huelva (diócesis),,
1035,BETA geoid 1878,GEOGRAPHY*TYPE*D,Huesca (diócesis),,
1036,BETA geoid 1879,GEOGRAPHY*TYPE*D,Ibiza (diócesis),,
1037,BETA geoid 1880,GEOGRAPHY*TYPE*D,Jaca (diócesis),,
1038,BETA geoid 1881,GEOGRAPHY*TYPE*D,Jaén (diócesis),,
1039,BETA geoid 1882,GEOGRAPHY*TYPE*D,Oviedo (diócesis),,
1040,BETA geoid 1883,GEOGRAPHY*TYPE*D,Lérida (diócesis),,
1041,BETA geoid 1884,GEOGRAPHY*TYPE*D,Lugo (diócesis),,
1042,BETA geoid 1885,GEOGRAPHY*TYPE*A,Santiago de Compostela (archidiócesis),,
1043,BETA geoid 1886,GEOGRAPHY*TYPE*A,Madrid-Alcalá (archidiócesis),,
1044,BETA geoid 1887,GEOGRAPHY*TYPE*A,Málaga (archidiócesis),,
1045,BETA geoid 1888,GEOGRAPHY*TYPE*D,Menorca (diócesis),,
1046,BETA geoid 1889,GEOGRAPHY*TYPE*D,Mondoñedo (diócesis),,
1047,BETA geoid 1890,GEOGRAPHY*TYPE*D,Orense (diócesis),,
1048,BETA geoid 1891,GEOGRAPHY*TYPE*D,Orihuela (diócesis),,
1049,BETA geoid 1892,GEOGRAPHY*TYPE*D,Plasencia (diócesis),,
1050,BETA geoid 1893,GEOGRAPHY*TYPE*D,San Sebastián (diócesis),,
1051,BETA geoid 1894,GEOGRAPHY*TYPE*D,Tenerife (diócesis),,
1052,BETA geoid 1895,GEOGRAPHY*TYPE*D,Santander (diócesis),,
1053,BETA geoid 1896,GEOGRAPHY*TYPE*D,Segorbe (diócesis),,
1054,BETA geoid 1897,GEOGRAPHY*TYPE*D,Seo de Urgel (diócesis),,
1055,BETA geoid 1898,GEOGRAPHY*TYPE*D,Solsona (diócesis),,
1056,BETA geoid 1899,GEOGRAPHY*TYPE*D,Tarazona (diócesis),,
1057,BETA geoid 1900,GEOGRAPHY*TYPE*D,Tortosa (diócesis),,
1058,BETA geoid 1901,GEOGRAPHY*TYPE*D,Tuy (diócesis),,
1059,BETA geoid 1902,GEOGRAPHY*TYPE*D,Vic (diócesis),,
1060,BETA geoid 1903,GEOGRAPHY*TYPE*D,Vitoria (diócesis),,
1061,BETA geoid 1904,GEOGRAPHY*TYPE*D,Zamora (diócesis),,
1062,BETA geoid 1905,GEOGRAPHY*TYPE*D,Genova (diócesis),,
1063,BETA geoid 1906,GEOGRAPHY*TYPE*D,Lisboa (diócesis),,
1064,BETA geoid 1907,GEOGRAPHY*TYPE*D,Coimbra (diócesis),,
1065,BETA geoid 1908,GEOGRAPHY*TYPE*D,Évora (diócesis),,
1066,BETA geoid 1909,GEOGRAPHY*TYPE*D,Elne (diócesis),https://www.wikidata.org/wiki/Q111264512,
1067,BETA geoid 1910,GEOGRAPHY*TYPE*T,Poblet,,
1068,BETA geoid 1911,GEOGRAPHY*TYPE*D,Arles (diócesis),,
1069,BETA geoid 1912,GEOGRAPHY*TYPE*B,Navas de Tolosa (campo de batalla),,
1070,BETA geoid 1913,GEOGRAPHY*TYPE*D,Oporto (diócesis),,
1071,BETA geoid 1914,GEOGRAPHY*TYPE*D,Faro (diócesis),,
1072,BETA geoid 1915,GEOGRAPHY*TYPE*D,Fermo (diócesis),,
1073,BETA geoid 1916,GEOGRAPHY*TYPE*T,Ferrara,https://www.wikidata.org/wiki/Q13362,
1074,BETA geoid 1919,GEOGRAPHY*TYPE*D,Albano (diócesis),,
1075,BETA geoid 1920,GEOGRAPHY*TYPE*D,Catania (diócesis),,
1076,BETA geoid 1922,GEOGRAPHY*TYPE*T,Alife,https://www.wikidata.org/wiki/Q58433,
1077,BETA geoid 1923,GEOGRAPHY*TYPE*J,Torre di San Vincenzo (castillo),,
1078,BETA geoid 1924,GEOGRAPHY*TYPE*J,Castel Nuovo (castillo),https://www.wikidata.org/wiki/Q781219,
1079,BETA geoid 1924,,,https://es.wikipedia.org/wiki/Castel_Nuovo,
1080,BETA geoid 1925,GEOGRAPHY*TYPE*T,Segura de León,https://es.wikipedia.org/wiki/Segura_de_Le%C3%B3n,
1081,BETA geoid 1926,GEOGRAPHY*TYPE*T,Cuevas de San Clemente,,
1082,BETA geoid 1927,GEOGRAPHY*TYPE*D,Guarda (diócesis),,
1083,BETA geoid 1928,GEOGRAPHY*TYPE*D,Praeneste (diócesis),,
1084,BETA geoid 1929,GEOGRAPHY*TYPE*D,Laon (diócesis),,
1085,BETA geoid 1930,GEOGRAPHY*TYPE*D,Portus (diócesis),,
1086,BETA geoid 1931,GEOGRAPHY*TYPE*D,Lamego (diócesis),,
1087,BETA geoid 1932,GEOGRAPHY*TYPE*D,Corsica (diócesis),,
1088,BETA geoid 1933,GEOGRAPHY*TYPE*D,Orte (diócesis),,
1089,BETA geoid 1934,GEOGRAPHY*TYPE*D,Minervino (diócesis),,
1090,BETA geoid 1935,GEOGRAPHY*TYPE*D,Tudela (diócesis),,
1092,BETA geoid 1937,GEOGRAPHY*TYPE*D,Sidón (diócesis),,
1093,BETA geoid 1938,GEOGRAPHY*TYPE*N,Siria (nación),,
1094,BETA geoid 1939,GEOGRAPHY*TYPE*A,Torres (archidiócesis),,
1095,BETA geoid 1940,GEOGRAPHY*TYPE*N,Bosnia (nación),,
1096,BETA geoid 1941,GEOGRAPHY*TYPE*D,Messina (diócesis),,
1097,BETA geoid 1943,GEOGRAPHY*TYPE*D,Perugia (diócesis),,
1098,BETA geoid 1944,GEOGRAPHY*TYPE*A,Capua (archidiócesis),,
1099,BETA geoid 1945,GEOGRAPHY*TYPE*D,Oristany (diócesis),,
1100,BETA geoid 1946,GEOGRAPHY*TYPE*A,Cosenza (archidiócesis),,
1101,BETA geoid 1947,GEOGRAPHY*TYPE*A,Trani (archidiócesis),,
1102,BETA geoid 1948,GEOGRAPHY*TYPE*A,Sorrento (archidiócesis),,
1103,BETA geoid 1949,GEOGRAPHY*TYPE*D,Siracusa (diócesis),,
1104,BETA geoid 1950,GEOGRAPHY*TYPE*D,Bisarchio (diócesis),,
1105,BETA geoid 1951,GEOGRAPHY*TYPE*T,Agde,,
1106,BETA geoid 1952,GEOGRAPHY*TYPE*T,Damieta,,
1107,BETA geoid 1953,GEOGRAPHY*TYPE*D,Tusculanense (diócesis),,
1108,BETA geoid 1954,GEOGRAPHY*TYPE*T,White Plains,,
1109,BETA geoid 1955,GEOGRAPHY*TYPE*S,New York (estado),,
1110,BETA geoid 1956,GEOGRAPHY*TYPE*D,Dax (diócesis),http://fr.wikipedia.org/wiki/Dax,
1111,BETA geoid 1957,GEOGRAPHY*TYPE*T,Fort Augustus,,
1112,BETA geoid 1958,GEOGRAPHY*TYPE*D,Bari (diócesis),,
1113,BETA geoid 1959,GEOGRAPHY*TYPE*T,Espeja,https://database.factgrid.de/wiki/Item:Q347651,
1114,BETA geoid 1960,GEOGRAPHY*TYPE*T,Hawthornden,,
1115,BETA geoid 1961,GEOGRAPHY*TYPE*T,Guimarães,,
1116,BETA geoid 1962,GEOGRAPHY*TYPE*T,Barcience,,
1117,BETA geoid 1963,GEOGRAPHY*TYPE*T,Santa Olalla,,
1118,BETA geoid 1964,GEOGRAPHY*TYPE*T,Cebolla,,
1119,BETA geoid 1965,GEOGRAPHY*TYPE*EN,Biedma (encomienda),,
1120,BETA geoid 1967,GEOGRAPHY*TYPE*T,Seillière,,
1121,BETA geoid 1968,GEOGRAPHY*TYPE*T,Real de la Vega de Granada,,
1122,BETA geoid 1969,GEOGRAPHY*TYPE*T,Portillo,,
1123,BETA geoid 1970,GEOGRAPHY*TYPE*T,Castromocho,,
1124,BETA geoid 1971,GEOGRAPHY*TYPE*T,Baltanás,,
1125,BETA geoid 1972,GEOGRAPHY*TYPE*T,Medina de Pomar,,
1126,BETA geoid 1973,GEOGRAPHY*TYPE*T,Salses,,
1127,BETA geoid 1974,GEOGRAPHY*TYPE*T,Castroverde de Cerrato,,
1128,BETA geoid 1975,GEOGRAPHY*TYPE*T,Fiñana,,
1129,BETA geoid 1976,GEOGRAPHY*TYPE*T,Vélez-Málaga,,
1130,BETA geoid 1977,GEOGRAPHY*TYPE*T,Herrera de Valdecañas,,
1131,BETA geoid 1978,GEOGRAPHY*TYPE*T,Sumacàrcer,,
1132,BETA geoid 1979,GEOGRAPHY*TYPE*T,Castillo de Garcimuñoz,,
1133,BETA geoid 1980,GEOGRAPHY*TYPE*R,Empordà (región),,
1134,BETA geoid 1981,GEOGRAPHY*TYPE*T,Cantalapiedra,,
1135,BETA geoid 1982,GEOGRAPHY*TYPE*T,Castronuevo,,
1136,BETA geoid 1983,GEOGRAPHY*TYPE*T,Linares,,
1137,BETA geoid 1984,GEOGRAPHY*TYPE*T,Patraix,,
1138,BETA geoid 1985,GEOGRAPHY*TYPE*T,Morella,,
1139,BETA geoid 1986,GEOGRAPHY*TYPE*T,Callosa d’En Sarrià,,
1140,BETA geoid 1987,GEOGRAPHY*TYPE*T,Alzira,https://www.wikidata.org/wiki/Q931780,
1141,BETA geoid 1988,GEOGRAPHY*TYPE*T,Llerena,,
1142,BETA geoid 1989,GEOGRAPHY*TYPE*R,Las Alpujarras (región),,
1143,BETA geoid 1990,GEOGRAPHY*TYPE*T,La Goleta,,
1144,BETA geoid 1991,GEOGRAPHY*TYPE*T,Gijón,,
1145,BETA geoid 1992,GEOGRAPHY*TYPE*T,Tejadillo,,
1146,BETA geoid 1993,GEOGRAPHY*TYPE*F,Araviana (río),https://www.wikidata.org/wiki/Q20617724,
1148,BETA geoid 1993,,,https://es.wikipedia.org/wiki/rC3%ADo_Araviana,
1147,BETA geoid 1993,,,https://database.factgrid.de/wiki/Item:Q780043,
1149,BETA geoid 1994,GEOGRAPHY*TYPE*T,Monturque,,
1150,BETA geoid 1995,GEOGRAPHY*TYPE*T,Villafranca de Córdoba,,
1151,BETA geoid 1996,GEOGRAPHY*TYPE*R,Camp de Morvedre (región),,
1152,BETA geoid 1997,GEOGRAPHY*TYPE*T,Martos,,
1153,BETA geoid 1998,GEOGRAPHY*TYPE*T,Villalba de los Alcores,https://www.wikidata.org/wiki/Q1907118,
1154,BETA geoid 1998,,,http://en.wikipedia.org/wiki/Villalba_de_los_Alcores,
1155,BETA geoid 1999,GEOGRAPHY*TYPE*T,Benimuslim,,
1156,BETA geoid 2000,GEOGRAPHY*TYPE*T,Mislata,,
1157,BETA geoid 2001,GEOGRAPHY*TYPE*C,Cid (condado),https://www.wikidata.org/wiki/Q5671470,
1158,BETA geoid 2001,,,https://es.wikipedia.org/wiki/Condado_del_Cid,
1159,BETA geoid 2002,GEOGRAPHY*TYPE*T,Coca,,
1160,BETA geoid 2003,GEOGRAPHY*TYPE*T,Ayora,,
1161,BETA geoid 2004,GEOGRAPHY*TYPE*T,Yepes,,
1162,BETA geoid 2005,GEOGRAPHY*TYPE*T,Hondarribia,,
1163,BETA geoid 2006,GEOGRAPHY*TYPE*T,L’Aquila,,
1164,BETA geoid 2007,GEOGRAPHY*TYPE*T,Aguilar,,
1165,BETA geoid 2008,GEOGRAPHY*TYPE*T,Belmonte,,
1166,BETA geoid 2009,GEOGRAPHY*TYPE*T,Villarrubia de los Ojos,,
1167,BETA geoid 2010,GEOGRAPHY*TYPE*T,Belorado,,
1168,BETA geoid 2011,GEOGRAPHY*TYPE*T,Valverde del Majano,,
1169,BETA geoid 2013,GEOGRAPHY*TYPE*T,Pernia,https://www.wikidata.org/wiki/Q1918857,
1170,BETA geoid 2013,,,https://es.wikipedia.org/wiki/La_Pern%C3%ADa,
1171,BETA geoid 2014,GEOGRAPHY*TYPE*Y,Mónaco (principado),,
1172,BETA geoid 2015,GEOGRAPHY*TYPE*T,Cantillana,,
1173,BETA geoid 2016,GEOGRAPHY*TYPE*D,Idanha (diócesis),,
1174,BETA geoid 2017,GEOGRAPHY*TYPE*T,Husillos,,
1175,BETA geoid 2018,GEOGRAPHY*TYPE*T,El Pobo,,
1176,BETA geoid 2019,GEOGRAPHY*TYPE*T,Beaucaire,,
1177,BETA geoid 2020,GEOGRAPHY*TYPE*T,Puente del Arzobispo,,
1178,BETA geoid 2021,GEOGRAPHY*TYPE*T,Mendavia,,
1179,BETA geoid 2022,GEOGRAPHY*TYPE*T,Urbino,,
1180,BETA geoid 2023,GEOGRAPHY*TYPE*T,Vilallonga,,
1181,BETA geoid 2024,GEOGRAPHY*TYPE*T,Trujillo,,
1182,BETA geoid 2025,GEOGRAPHY*TYPE*D,Narbonne (diócesis),,
1183,BETA geoid 2026,GEOGRAPHY*TYPE*T,Berceo,,
1184,BETA geoid 2027,GEOGRAPHY*TYPE*T,Aibar,,
1185,BETA geoid 2028,GEOGRAPHY*TYPE*T,Puig,http://en.wikipedia.org/wiki/El_Puig,
1186,BETA geoid 2029,GEOGRAPHY*TYPE*T,Peralta,,
1187,BETA geoid 2030,GEOGRAPHY*TYPE*A,Sassari (archidiócesis),,
1188,BETA geoid 2031,GEOGRAPHY*TYPE*T,Veruela,,
1189,BETA geoid 2032,GEOGRAPHY*TYPE*T,Torralba de Aniñón,,
1190,BETA geoid 2033,GEOGRAPHY*TYPE*T,Portaceli,,
1191,BETA geoid 2034,GEOGRAPHY*TYPE*G,Valpuesta (parroquia),https://database.factgrid.de/wiki/Item:Q780139,
1192,BETA geoid 2035,GEOGRAPHY*TYPE*T,Penyafort,,
1193,BETA geoid 2036,GEOGRAPHY*TYPE*T,Epila,,
1194,BETA geoid 2037,GEOGRAPHY*TYPE*T,Arenys de Munt,,
1195,BETA geoid 2038,GEOGRAPHY*TYPE*T,Santa María de los Prados,,
1196,BETA geoid 2039,GEOGRAPHY*TYPE*T,Valdeaibar,,
1197,BETA geoid 2040,GEOGRAPHY*TYPE*T,Monzón,https://es.wikipedia.org/wiki/Monz%C3%B3n_(Huesca),
1198,BETA geoid 2041,GEOGRAPHY*TYPE*T,Madrigalejo,,
1199,BETA geoid 2042,GEOGRAPHY*TYPE*I,Española (isla),,
1200,BETA geoid 2043,GEOGRAPHY*TYPE*T,Cairo,,
1201,BETA geoid 2044,GEOGRAPHY*TYPE*N,Egipto (nación),,
1202,BETA geoid 2045,GEOGRAPHY*TYPE*T,San Nicolás del Puerto,,
1203,BETA geoid 2046,GEOGRAPHY*TYPE*T,Torrijos,,
1204,BETA geoid 2047,GEOGRAPHY*TYPE*T,Cañas,,
1205,BETA geoid 2048,GEOGRAPHY*TYPE*T,Maqueda,https://www.wikidata.org/wiki/Q1631202,
1206,BETA geoid 2048,,,https://es.wikipedia.org/wiki/Ducado_de_Maqueda,
1207,BETA geoid 2049,GEOGRAPHY*TYPE*T,Valdescopezo,,
1208,BETA geoid 2050,GEOGRAPHY*TYPE*PE,Península Ibérica (península),https://database.factgrid.de/wiki/Item:Q439923,
1209,BETA geoid 2051,GEOGRAPHY*TYPE*T,Lucca,,
1210,BETA geoid 2052,GEOGRAPHY*TYPE*T,Beziers,,
1211,BETA geoid 2053,GEOGRAPHY*TYPE*T,Dreux,,
1212,BETA geoid 2054,GEOGRAPHY*TYPE*T,Sabionetta,,
1213,BETA geoid 2055,GEOGRAPHY*TYPE*T,Rouen,,
1214,BETA geoid 2056,GEOGRAPHY*TYPE*T,Marseilles,,
1215,BETA geoid 2057,GEOGRAPHY*TYPE*T,Balbás,,
1216,BETA geoid 2058,GEOGRAPHY*TYPE*T,Valdefuente,,
1217,BETA geoid 2059,GEOGRAPHY*TYPE*T,Villaudela,,
1218,BETA geoid 2060,GEOGRAPHY*TYPE*T,San Julián,https://database.factgrid.de/wiki/Item:Q895496,
1219,BETA geoid 2061,GEOGRAPHY*TYPE*T,Lences,,
1220,BETA geoid 2062,GEOGRAPHY*TYPE*T,Aguero,,
1221,BETA geoid 2063,GEOGRAPHY*TYPE*O,Vizcaya (señorío),https://www.wikidata.org/wiki/Q3045810,
1222,BETA geoid 2063,,,https://es.wikipedia.org/wiki/Se%C3%B1or%C3%ADo_de_Vizcaya,
1223,BETA geoid 2064,GEOGRAPHY*TYPE*T,Coin,,
1224,BETA geoid 2065,GEOGRAPHY*TYPE*T,Cavia,,
1225,BETA geoid 2066,GEOGRAPHY*TYPE*T,Santiago de la Puebla,,
1226,BETA geoid 2067,GEOGRAPHY*TYPE*T,L’Alcu’dia de Crespins,,
1227,BETA geoid 2068,GEOGRAPHY*TYPE*T,Benimamet-Beniferri,,
1228,BETA geoid 2069,GEOGRAPHY*TYPE*T,Noicáttaro,,
1229,BETA geoid 2070,GEOGRAPHY*TYPE*T,Tudela de Duero,,
1230,BETA geoid 2071,GEOGRAPHY*TYPE*T,Villazopeque,,
1231,BETA geoid 2072,GEOGRAPHY*TYPE*T,Fuengirola,,
1232,BETA geoid 2074,GEOGRAPHY*TYPE*T,Xelva,https://es.wikipedia.org/wiki/Chelva,
1233,BETA geoid 2075,GEOGRAPHY*TYPE*T,Monzón de Campos,,
1234,BETA geoid 2077,GEOGRAPHY*TYPE*T,Toros de Guisando,,
1235,BETA geoid 2078,GEOGRAPHY*TYPE*T,Pesaro,,
1236,BETA geoid 2079,GEOGRAPHY*TYPE*U,Romagna (ducado),https://it.wikipedia.org/wiki/Romagna,
1237,BETA geoid 2080,GEOGRAPHY*TYPE*T,Senigallia,https://www.wikidata.org/wiki/Q124925,
1238,BETA geoid 2082,GEOGRAPHY*TYPE*T,Valbuena,,
1239,BETA geoid 2083,GEOGRAPHY*TYPE*T,Dijon,,
1240,BETA geoid 2084,GEOGRAPHY*TYPE*T,Carcassonne,,
1241,BETA geoid 2085,GEOGRAPHY*TYPE*T,Romego,,
1242,BETA geoid 2086,GEOGRAPHY*TYPE*T,Montreuil,,
1243,BETA geoid 2087,GEOGRAPHY*TYPE*T,Setenil,,
1244,BETA geoid 2088,GEOGRAPHY*TYPE*R,Encartaciones (región),,
1245,BETA geoid 2089,GEOGRAPHY*TYPE*T,Villaviciosa,,
1246,BETA geoid 2090,GEOGRAPHY*TYPE*T,Bañares,https://www.wikidata.org/wiki/Q1647575,
1247,BETA geoid 2091,GEOGRAPHY*TYPE*T,Estremera,https://www.wikidata.org/wiki/Q5814584,
,BETA geoid 2091,GEOGRAPHY*TYPE*T,,https://es.wikipedia.org/wiki/Estremera,
1248,BETA geoid 2092,GEOGRAPHY*TYPE*T,Bourgueil,,
1249,BETA geoid 2093,GEOGRAPHY*TYPE*A,Dol-en-Bretagne (archidiócesis),,
1250,BETA geoid 2094,GEOGRAPHY*TYPE*T,Hernani,,
1251,BETA geoid 2095,GEOGRAPHY*TYPE*T,Herrera del Duque,,
1252,BETA geoid 2096,GEOGRAPHY*TYPE*N,Guatemala (nación),,
1253,BETA geoid 2097,GEOGRAPHY*TYPE*T,Santiago de Guatemala,,
1254,BETA geoid 2098,GEOGRAPHY*TYPE*T,Neuss,,
1255,BETA geoid 2099,GEOGRAPHY*TYPE*T,Belmonte de Campos,,
1256,BETA geoid 2100,GEOGRAPHY*TYPE*T,Alcáçovas,https://es.wikipedia.org/wiki/Alcazobas,
1257,BETA geoid 2101,GEOGRAPHY*TYPE*T,Moura,,
1258,BETA geoid 2102,GEOGRAPHY*TYPE*T,Tanyah,,
1259,BETA geoid 2103,GEOGRAPHY*TYPE*T,Asilah,,
1260,BETA geoid 2104,GEOGRAPHY*TYPE*T,Almeirim,https://es.wikipedia.org/wiki/Almeirim,
1261,BETA geoid 2105,GEOGRAPHY*TYPE*T,Crato,https://www.wikidata.org/wiki/Q1005138,
1262,BETA geoid 2106,GEOGRAPHY*TYPE*T,Tarouca,https://www.wikidata.org/wiki/Q990460,
1263,BETA geoid 2106,,,https://pt.wikipedia.org/wiki/Tarouca,
1264,BETA geoid 2107,GEOGRAPHY*TYPE*T,Escamilla,,
1265,BETA geoid 2108,GEOGRAPHY*TYPE*T,Murero,,
1266,BETA geoid 2109,GEOGRAPHY*TYPE*T,Fresdelval,,
1267,BETA geoid 2110,GEOGRAPHY*TYPE*T,Orellana,,
1268,BETA geoid 2111,GEOGRAPHY*TYPE*D,Nínive (diócesis),,
1269,BETA geoid 2112,GEOGRAPHY*TYPE*T,La Mejorada,,
