qid,Les,ItemDescription
https://database.factgrid.de/entity/Q356509,Vilamartín,
https://database.factgrid.de/entity/Q356507,Vilamartín de Valdeorras,
https://database.factgrid.de/entity/Q356506,Vilamartín de Valdeorras (San Xurxo),
https://database.factgrid.de/entity/Q356508,"Vilamartín Pequeno, Barreiros",
https://database.factgrid.de/entity/Q356510,Vilamarxant,
https://database.factgrid.de/entity/Q356511,"Vilamateo, Vilarmaior",
https://database.factgrid.de/entity/Q356512,"Vilambrán, Láncara",
https://database.factgrid.de/entity/Q356513,"Vilameá de Ramirás, Ramirás",
https://database.factgrid.de/entity/Q356514,"Vilameá, A Pontenova",
https://database.factgrid.de/entity/Q356515,"Vilameá, Guntín",
https://database.factgrid.de/entity/Q356516,"Vilameán, Tomiño",
https://database.factgrid.de/entity/Q356517,"Vilamelle, Pantón",
https://database.factgrid.de/entity/Q356518,"Vilameñe, Taboada",
https://database.factgrid.de/entity/Q356519,"Vilamerelle, Guntín",
https://database.factgrid.de/entity/Q356520,Vilamiá,
https://database.factgrid.de/entity/Q356522,Vilamor,
https://database.factgrid.de/entity/Q356521,"Vilamor, Folgoso do Courel",
https://database.factgrid.de/entity/Q356523,Vilamòs,
https://database.factgrid.de/entity/Q356524,"Vilamoure, Punxín",
https://database.factgrid.de/entity/Q356525,"Vilamourel, Paderne",
https://database.factgrid.de/entity/Q356526,Vilanant,
https://database.factgrid.de/entity/Q356527,"Vilaño, A Laracha",
https://database.factgrid.de/entity/Q356552,Vilanova,
https://database.factgrid.de/entity/Q356550,Vilanova,
https://database.factgrid.de/entity/Q356551,Vilanova,
https://database.factgrid.de/entity/Q356553,Vilanova,
https://database.factgrid.de/entity/Q356529,Vilanova (San Pedro),
https://database.factgrid.de/entity/Q356528,Vilanova (San Pedro),
https://database.factgrid.de/entity/Q356530,Vilanova (San Xoán),
https://database.factgrid.de/entity/Q356531,Vilanova d'Alcolea,
https://database.factgrid.de/entity/Q356532,Vilanova d'Escornalbou,
https://database.factgrid.de/entity/Q356533,Vilanova d'Ozcos,
https://database.factgrid.de/entity/Q356535,Vilanova de Arousa,
https://database.factgrid.de/entity/Q356534,Vilanova de Arousa (San Cibrán),
https://database.factgrid.de/entity/Q356536,Vilanova de Bellpuig,
https://database.factgrid.de/entity/Q356537,Vilanova de l'Aguda,
https://database.factgrid.de/entity/Q356538,Vilanova de la Barca,
https://database.factgrid.de/entity/Q356539,Vilanova de Meià,
https://database.factgrid.de/entity/Q356540,Vilanova de Prades,
https://database.factgrid.de/entity/Q356541,"Vilanova de Santiso, Malpica de Bergantiños",
https://database.factgrid.de/entity/Q356542,Vilanova de Sau,
https://database.factgrid.de/entity/Q356543,Vilanova de Segrià,
https://database.factgrid.de/entity/Q356544,"Vilanova de Valdeorras, O Barco de Valdeorras",
https://database.factgrid.de/entity/Q356545,Vilanova del Camí,
https://database.factgrid.de/entity/Q356546,Vilanova del Vallès,
https://database.factgrid.de/entity/Q356547,"Vilanova dos Infantes, Celanova",
https://database.factgrid.de/entity/Q356548,Vilanova i la Geltrú,
https://database.factgrid.de/entity/Q356549,"Vilanova, Lalín",
https://database.factgrid.de/entity/Q356554,"Vilantime, Arzúa",
https://database.factgrid.de/entity/Q356555,Vilanuíde (Santo Antonio),
https://database.factgrid.de/entity/Q356556,"Vilanuñe, Antas de Ulla",
https://database.factgrid.de/entity/Q356557,Vilaoudriz (Santiago),
https://database.factgrid.de/entity/Q356558,"Vilaouruz, A Pontenova",
https://database.factgrid.de/entity/Q356559,"Vilapedre, Vilalba",
https://database.factgrid.de/entity/Q356560,"Vilapena, Trabada",
https://database.factgrid.de/entity/Q356561,Vilaplana,
https://database.factgrid.de/entity/Q356562,"Vilapoupre, Antas de Ulla",
https://database.factgrid.de/entity/Q356563,Vilapún (Santa Comba),
https://database.factgrid.de/entity/Q356564,"Vilaquinte, Carballedo",
https://database.factgrid.de/entity/Q356565,"Vilaquinte, Cervantes",
https://database.factgrid.de/entity/Q356597,Vilar,
https://database.factgrid.de/entity/Q356566,Vilar (parroquia),
https://database.factgrid.de/entity/Q356567,Vilar (San Pedro Fiz),
https://database.factgrid.de/entity/Q356568,Vilar (San Pedro),
https://database.factgrid.de/entity/Q356569,Vilar (San Pedro),
https://database.factgrid.de/entity/Q356570,Vilar (San Tiso),
https://database.factgrid.de/entity/Q356571,Vilar (Santa María),
https://database.factgrid.de/entity/Q356572,Vilar de Astrés,
https://database.factgrid.de/entity/Q356573,Vilar de Barrio,
https://database.factgrid.de/entity/Q356574,Vilar de Barrio,
https://database.factgrid.de/entity/Q356575,"Vilar de Cabalos, Taboada",
https://database.factgrid.de/entity/Q356576,Vilar de Canes,
https://database.factgrid.de/entity/Q356577,Vilar de Cerreda (Santa Baia),
https://database.factgrid.de/entity/Q356578,Vilar de Cervos (San Vicente),
https://database.factgrid.de/entity/Q356579,"Vilar de Condes, Carballeda de Avia",
https://database.factgrid.de/entity/Q356580,Vilar de Cuiña (Fonsagrada),
https://database.factgrid.de/entity/Q356581,Vilar de Donas,
https://database.factgrid.de/entity/Q356582,Vilar de Infesta,
https://database.factgrid.de/entity/Q356583,Vilar de Lebres,
https://database.factgrid.de/entity/Q356584,Vilar de Lor (San Xosé),
https://database.factgrid.de/entity/Q356585,"Vilar de Ordelles, Esgos",
https://database.factgrid.de/entity/Q356586,"Vilar de Ortelle, Pantón",
https://database.factgrid.de/entity/Q356587,"Vilar de Rei, Cenlle",
https://database.factgrid.de/entity/Q356588,Vilar de Santos,
https://database.factgrid.de/entity/Q356589,Vilar de Santos,
https://database.factgrid.de/entity/Q356590,Vilar de Sarria,
https://database.factgrid.de/entity/Q356591,"Vilar de Vacas, Cartelle",
https://database.factgrid.de/entity/Q356592,"Vilar, Chandrexa de Queixa",
https://database.factgrid.de/entity/Q356593,"Vilar, Guitiriz",
https://database.factgrid.de/entity/Q356594,"Vilar, Mondariz",
https://database.factgrid.de/entity/Q356595,"Vilar, Silleda",
https://database.factgrid.de/entity/Q356596,"Vilar, Touro",
https://database.factgrid.de/entity/Q356598,"Vilaragunte, Paradela",
https://database.factgrid.de/entity/Q356599,"Vilarbasín, Portomarín",
https://database.factgrid.de/entity/Q356600,Vilarbuxán (San Bartolomeu),
https://database.factgrid.de/entity/Q356601,"Vilardá, San Xoán de Río",
https://database.factgrid.de/entity/Q356602,"Vilardecás, Maceda",
https://database.factgrid.de/entity/Q356603,Vilardemilo (Santa María Madanela),
https://database.factgrid.de/entity/Q356605,Vilardevós,
https://database.factgrid.de/entity/Q356604,"Vilardevós, Vilardevós",
https://database.factgrid.de/entity/Q356606,Vilareda,
https://database.factgrid.de/entity/Q356611,Vilarello,
https://database.factgrid.de/entity/Q356612,Vilarello,
https://database.factgrid.de/entity/Q356610,Vilarello,
https://database.factgrid.de/entity/Q356609,Vilarello,
https://database.factgrid.de/entity/Q356607,Vilarello (San Pedro),
https://database.factgrid.de/entity/Q356608,Vilarello da Cota (Santa María),
https://database.factgrid.de/entity/Q356613,Vilarín de Piorno,
https://database.factgrid.de/entity/Q356614,Vilarín de Tresmonte,
https://database.factgrid.de/entity/Q356625,Vilariño,
https://database.factgrid.de/entity/Q356615,Vilariño (San Pedro),
https://database.factgrid.de/entity/Q356616,Vilariño (San Tomé),
https://database.factgrid.de/entity/Q356617,Vilariño (Santa María),
https://database.factgrid.de/entity/Q356618,"Vilariño de Abaixo, A Ramallosa, Nigrán",
https://database.factgrid.de/entity/Q356620,Vilariño de Conso,
https://database.factgrid.de/entity/Q356619,Vilariño de Conso (San Martiño),
https://database.factgrid.de/entity/Q356621,"Vilariño Frío, Montederramo",
https://database.factgrid.de/entity/Q356622,"Vilariño, Agolada",
https://database.factgrid.de/entity/Q356623,"Vilariño, Castroverde",
https://database.factgrid.de/entity/Q356624,"Vilariño, O Pereiro de Aguiar",
https://database.factgrid.de/entity/Q356627,Vilarmaior,
https://database.factgrid.de/entity/Q356626,"Vilarmaior, Vilarmaior",
https://database.factgrid.de/entity/Q356628,"Vilarmao, Guntín",
https://database.factgrid.de/entity/Q356629,Vilarmayor,
https://database.factgrid.de/entity/Q356630,Vilarmeao,
https://database.factgrid.de/entity/Q356631,"Vilarmel, Quiroga",
https://database.factgrid.de/entity/Q356632,Vilarmide (O Salvador),
https://database.factgrid.de/entity/Q356633,"Vilarmosteiro, O Páramo",
https://database.factgrid.de/entity/Q356634,Vilaronte (San Xoán),
https://database.factgrid.de/entity/Q356635,Vilarpandín (Santo Estevo),
https://database.factgrid.de/entity/Q356636,Vilarpille,
https://database.factgrid.de/entity/Q356637,Vilarpunteiro (Santa Marta),
https://database.factgrid.de/entity/Q356638,Vilarquille,
https://database.factgrid.de/entity/Q356639,"Vilarraso, Aranga",
https://database.factgrid.de/entity/Q356640,"Vilarromarís, Oroso",
https://database.factgrid.de/entity/Q356641,Vilarrube (San Martiño),
https://database.factgrid.de/entity/Q356642,"Vilarrubín, A Peroxa",
https://database.factgrid.de/entity/Q356643,Vilartelín (Santa Eufemia),
https://database.factgrid.de/entity/Q356644,Vilarxoán (San Lourenzo),
https://database.factgrid.de/entity/Q356646,Vilasantar,
https://database.factgrid.de/entity/Q356645,"Vilasantar, Vilasantar",
https://database.factgrid.de/entity/Q356647,Vilasante (Santiago),
https://database.factgrid.de/entity/Q356648,"Vilasante, O Páramo",
https://database.factgrid.de/entity/Q356649,"Vilasante, O Saviñao",
https://database.factgrid.de/entity/Q356650,"Vilaseca, Trasmiras",
https://database.factgrid.de/entity/Q356651,Vilaseco (San Donato),
https://database.factgrid.de/entity/Q356652,Vilaseco da Serra (San Vicenzo),
https://database.factgrid.de/entity/Q356653,"Vilaseco, San Cristovo de Cea",
https://database.factgrid.de/entity/Q356654,"Vilaselán, Ribadeo",
https://database.factgrid.de/entity/Q356655,Vilasobroso,
https://database.factgrid.de/entity/Q356656,"Vilasouto, O Incio",
https://database.factgrid.de/entity/Q356657,Vilaspasantes (San Xoán),
https://database.factgrid.de/entity/Q356658,Vilassar de Dalt,
https://database.factgrid.de/entity/Q356659,Vilassar de Mar,
https://database.factgrid.de/entity/Q356660,Vilaster (Santa María),
https://database.factgrid.de/entity/Q356661,"Vilastose, Muxía",
https://database.factgrid.de/entity/Q356662,"Vilatán, O Saviñao",
https://database.factgrid.de/entity/Q356663,"Vilatuxe, Lalín",
https://database.factgrid.de/entity/Q356664,Vilaür,
https://database.factgrid.de/entity/Q356665,"Vilaúxe, Chantada",
https://database.factgrid.de/entity/Q356667,Vilavella,
https://database.factgrid.de/entity/Q356666,Vilavella (Santa María),
https://database.factgrid.de/entity/Q356668,Vilaver (San Xusto),
https://database.factgrid.de/entity/Q356669,Vilaverd,
https://database.factgrid.de/entity/Q356670,Vilaxuste (San Pedro),
https://database.factgrid.de/entity/Q356671,"Vilaza, Gondomar",
https://database.factgrid.de/entity/Q356672,"Vilaza, Monterrei",
https://database.factgrid.de/entity/Q356673,"Vilches, Spain",
https://database.factgrid.de/entity/Q356674,Vilde,
https://database.factgrid.de/entity/Q356675,"Vileiriz, O Páramo",
https://database.factgrid.de/entity/Q356681,Vilela,
https://database.factgrid.de/entity/Q356676,Vilela (San Miguel),
https://database.factgrid.de/entity/Q356677,Vilela (Santiago),
https://database.factgrid.de/entity/Q356679,"Vilela, Punxín",
https://database.factgrid.de/entity/Q356680,"Vilela, Rodeiro",
https://database.factgrid.de/entity/Q356682,Vilelas,
https://database.factgrid.de/entity/Q356683,Vilelos,
https://database.factgrid.de/entity/Q356684,Vileña,
https://database.factgrid.de/entity/Q356693,Villa,
https://database.factgrid.de/entity/Q356694,Villa,
https://database.factgrid.de/entity/Q356685,Villa de Don Fadrique,
https://database.factgrid.de/entity/Q356686,Villa de Mazo,
https://database.factgrid.de/entity/Q356687,Villa de Otura,
https://database.factgrid.de/entity/Q356688,Villa de Ves,
https://database.factgrid.de/entity/Q356689,Villa del Campo,
https://database.factgrid.de/entity/Q356690,Villa del Prado,
https://database.factgrid.de/entity/Q356691,Villa del Rey,
https://database.factgrid.de/entity/Q356692,Villa del Río,
https://database.factgrid.de/entity/Q356695,Villabáñez,
https://database.factgrid.de/entity/Q356696,Villabaruz de Campos,
https://database.factgrid.de/entity/Q356697,Villabasta de Valdavia,
https://database.factgrid.de/entity/Q356698,Villabellaco,
https://database.factgrid.de/entity/Q356699,Villablanca,
https://database.factgrid.de/entity/Q356700,Villablino,
https://database.factgrid.de/entity/Q356701,Villabona,
https://database.factgrid.de/entity/Q356702,Villabona,
https://database.factgrid.de/entity/Q356703,Villabrágima,
https://database.factgrid.de/entity/Q356704,Villabraz,
https://database.factgrid.de/entity/Q356705,Villabrázaro,
https://database.factgrid.de/entity/Q356706,Villabre,
https://database.factgrid.de/entity/Q356707,Villabuena de Álava/Eskuernaga,
https://database.factgrid.de/entity/Q356708,Villabuena del Puente,
https://database.factgrid.de/entity/Q356709,Villabuena-San Clemente,
https://database.factgrid.de/entity/Q356710,Villacadima,
https://database.factgrid.de/entity/Q356711,Villacalbiel-San Esteban,
https://database.factgrid.de/entity/Q356712,Villacañas,
https://database.factgrid.de/entity/Q356713,Villacarralón,
https://database.factgrid.de/entity/Q356714,Villacarriedo,
https://database.factgrid.de/entity/Q356715,Villacarriedo,
https://database.factgrid.de/entity/Q356716,Villacarrillo,
https://database.factgrid.de/entity/Q356717,Villacastín,
https://database.factgrid.de/entity/Q356718,Villacibrán,
https://database.factgrid.de/entity/Q356719,Villacid de Campos,
https://database.factgrid.de/entity/Q356720,Villacidaler,
https://database.factgrid.de/entity/Q356721,Villaciervos,
https://database.factgrid.de/entity/Q356723,Villaco,
https://database.factgrid.de/entity/Q356722,Villaco,
https://database.factgrid.de/entity/Q356724,Villaconancio,
https://database.factgrid.de/entity/Q356725,Villacondide,
https://database.factgrid.de/entity/Q356727,Villaconejos,
https://database.factgrid.de/entity/Q356726,Villaconejos de Trabaque,
https://database.factgrid.de/entity/Q356729,Villacorta,
https://database.factgrid.de/entity/Q356728,Villacorta,
https://database.factgrid.de/entity/Q356730,Villacorza,
https://database.factgrid.de/entity/Q356731,Villada,
https://database.factgrid.de/entity/Q356732,Villadangos del Páramo,
https://database.factgrid.de/entity/Q356733,Villadecanes,
https://database.factgrid.de/entity/Q356734,Villademor de la Vega,
https://database.factgrid.de/entity/Q356735,Villadepera,
https://database.factgrid.de/entity/Q356736,Villadiego,
https://database.factgrid.de/entity/Q356737,Villadiego,
https://database.factgrid.de/entity/Q356738,Villadoz,
https://database.factgrid.de/entity/Q356739,Villaeles de Valdavia,
https://database.factgrid.de/entity/Q356743,Villaescusa,
https://database.factgrid.de/entity/Q356744,Villaescusa,
https://database.factgrid.de/entity/Q356740,Villaescusa de Haro,
https://database.factgrid.de/entity/Q356741,Villaescusa de Roa,
https://database.factgrid.de/entity/Q356742,Villaescusa la Sombría,
https://database.factgrid.de/entity/Q356745,Villaespasa,
https://database.factgrid.de/entity/Q356746,Villafáfila,
https://database.factgrid.de/entity/Q356747,"Villafeile, Lamagrande y Quintela",
https://database.factgrid.de/entity/Q356748,Villafeliche,
https://database.factgrid.de/entity/Q356749,Villaferrueña,
https://database.factgrid.de/entity/Q356750,Villaflor,
https://database.factgrid.de/entity/Q356751,Villaflores,
https://database.factgrid.de/entity/Q356752,Villafrades de Campos,
https://database.factgrid.de/entity/Q356763,Villafranca,
https://database.factgrid.de/entity/Q356753,Villafranca de Córdoba,
https://database.factgrid.de/entity/Q356754,Villafranca de Duero,
https://database.factgrid.de/entity/Q356755,Villafranca de Ebro,
https://database.factgrid.de/entity/Q356756,Villafranca de la Sierra,
https://database.factgrid.de/entity/Q356757,Villafranca de los Barros,
https://database.factgrid.de/entity/Q356758,Villafranca de los Caballeros,
https://database.factgrid.de/entity/Q356759,Villafranca de los Caballeros,
https://database.factgrid.de/entity/Q356760,Villafranca del Bierzo,
https://database.factgrid.de/entity/Q356761,Villafranca del Campo,
https://database.factgrid.de/entity/Q356762,Villafranca Montes de Oca,
https://database.factgrid.de/entity/Q356764,Villafrechós,
https://database.factgrid.de/entity/Q356765,Villafría,
https://database.factgrid.de/entity/Q356767,Villafruela,
https://database.factgrid.de/entity/Q356766,Villafruela del Condado,
https://database.factgrid.de/entity/Q356768,Villafuerte,
https://database.factgrid.de/entity/Q356769,Villafufre,
https://database.factgrid.de/entity/Q356770,Villagalijo,
https://database.factgrid.de/entity/Q356771,Villagarcía de Campos,
https://database.factgrid.de/entity/Q356772,Villagarcía de la Torre,
https://database.factgrid.de/entity/Q356773,Villagarcía del Llano,
https://database.factgrid.de/entity/Q356774,Villagatón,
https://database.factgrid.de/entity/Q356775,Villageriz,
https://database.factgrid.de/entity/Q356776,Villagómez la Nueva,
https://database.factgrid.de/entity/Q356779,Villagonzalo,
https://database.factgrid.de/entity/Q356777,Villagonzalo de Tormes,
https://database.factgrid.de/entity/Q356778,Villagonzalo Pedernales,
https://database.factgrid.de/entity/Q356780,Villagrufe,
https://database.factgrid.de/entity/Q356781,Villahán,
https://database.factgrid.de/entity/Q356782,Villaharta,
https://database.factgrid.de/entity/Q356785,Villahermosa,
https://database.factgrid.de/entity/Q356783,Villahermosa del Campo,
https://database.factgrid.de/entity/Q356784,Villahermosa del Río,
https://database.factgrid.de/entity/Q356786,Villaherreros,
https://database.factgrid.de/entity/Q356787,Villahoz,
https://database.factgrid.de/entity/Q356788,Villahoz,
https://database.factgrid.de/entity/Q356789,Villajoyosa,
https://database.factgrid.de/entity/Q356790,Villalaco,
https://database.factgrid.de/entity/Q356791,Viḷḷalái,
https://database.factgrid.de/entity/Q356792,Villalaín,
https://database.factgrid.de/entity/Q356793,Villalán de Campos,
https://database.factgrid.de/entity/Q356794,Villalar de los Comuneros,
https://database.factgrid.de/entity/Q356795,Villalazán,
https://database.factgrid.de/entity/Q356796,Villalázara,
https://database.factgrid.de/entity/Q356797,Villalba (Soria),
https://database.factgrid.de/entity/Q356798,Villalba de Duero,
https://database.factgrid.de/entity/Q356799,Villalba de Guardo,
https://database.factgrid.de/entity/Q356800,Villalba de la Lampreana,
https://database.factgrid.de/entity/Q356801,Villalba de la Loma,
https://database.factgrid.de/entity/Q356802,Villalba de la Sierra,
https://database.factgrid.de/entity/Q356803,Villalba de los Alcores,
https://database.factgrid.de/entity/Q356804,Villalba de los Barros,
https://database.factgrid.de/entity/Q356805,Villalba de los Llanos,
https://database.factgrid.de/entity/Q356806,Villalba de Perejil,
https://database.factgrid.de/entity/Q356807,Villalba de Rioja,
https://database.factgrid.de/entity/Q356808,Villalba del Alcor,
https://database.factgrid.de/entity/Q356809,Villalba del Rey,
https://database.factgrid.de/entity/Q356810,Villalbarba,
https://database.factgrid.de/entity/Q356813,Villalbilla,
https://database.factgrid.de/entity/Q356811,Villalbilla de Burgos,
https://database.factgrid.de/entity/Q356812,Villalbilla de Gumiel,
https://database.factgrid.de/entity/Q356814,Villalboñe,
https://database.factgrid.de/entity/Q356815,Villalbos,
https://database.factgrid.de/entity/Q356816,Villalcampo,
https://database.factgrid.de/entity/Q356817,Villalcázar de Sirga,
https://database.factgrid.de/entity/Q356818,Villalcón,
https://database.factgrid.de/entity/Q356819,Villaldemiro,
https://database.factgrid.de/entity/Q356820,Villalengua,
https://database.factgrid.de/entity/Q356821,Villalgordo del Júcar,
https://database.factgrid.de/entity/Q356822,Villalgordo del Marquesado,
https://database.factgrid.de/entity/Q356823,Villalmanzo,
https://database.factgrid.de/entity/Q356824,Villalmarzo,
https://database.factgrid.de/entity/Q356825,Villalmondar,
https://database.factgrid.de/entity/Q356827,Villalobar,
https://database.factgrid.de/entity/Q356826,Villalobar de Rioja,
https://database.factgrid.de/entity/Q356828,Villalobón,
https://database.factgrid.de/entity/Q356829,Villalobos,
https://database.factgrid.de/entity/Q356830,Villalómez,
https://database.factgrid.de/entity/Q356831,Villalón de Campos,
https://database.factgrid.de/entity/Q356832,Villalonga,
https://database.factgrid.de/entity/Q356833,Villalonso,
https://database.factgrid.de/entity/Q356834,Villalpando,
https://database.factgrid.de/entity/Q356835,Villalpardo,
https://database.factgrid.de/entity/Q356836,Villalta,
https://database.factgrid.de/entity/Q356837,Villalube,
https://database.factgrid.de/entity/Q356838,Villaluenga de la Sagra,
https://database.factgrid.de/entity/Q356839,Villaluenga de la Vega,
https://database.factgrid.de/entity/Q356840,Villaluenga del Rosario,
https://database.factgrid.de/entity/Q356841,Villálvaro,
https://database.factgrid.de/entity/Q356842,Villamalea,
https://database.factgrid.de/entity/Q356843,Villamalur,
https://database.factgrid.de/entity/Q356844,Villamañán,
https://database.factgrid.de/entity/Q356845,Villamandos,
https://database.factgrid.de/entity/Q356846,Villamanín,
https://database.factgrid.de/entity/Q356849,Villamanrique,
https://database.factgrid.de/entity/Q356847,Villamanrique de la Condesa,
https://database.factgrid.de/entity/Q356848,Villamanrique de Tajo,
https://database.factgrid.de/entity/Q356850,Villamanta,
https://database.factgrid.de/entity/Q356851,Villamantilla,
https://database.factgrid.de/entity/Q356852,Villamar,
https://database.factgrid.de/entity/Q356853,Villamarín,
https://database.factgrid.de/entity/Q356857,Villamartín,
https://database.factgrid.de/entity/Q356854,Villamartín de Campos,
https://database.factgrid.de/entity/Q356855,Villamartín de Don Sancho,
https://database.factgrid.de/entity/Q356856,Villamartín de Sotoscueva,
https://database.factgrid.de/entity/Q356865,Villamayor,
https://database.factgrid.de/entity/Q356864,Villamayor,
https://database.factgrid.de/entity/Q356867,Viḷḷamayor,
https://database.factgrid.de/entity/Q356866,Viḷḷamayor,
https://database.factgrid.de/entity/Q356858,Villamayor de Calatrava,
https://database.factgrid.de/entity/Q356859,Villamayor de Gállego,
https://database.factgrid.de/entity/Q356860,Villamayor de los Montes,
https://database.factgrid.de/entity/Q356861,Villamayor de Monjardín,
https://database.factgrid.de/entity/Q356862,Villamayor de Santiago,
https://database.factgrid.de/entity/Q356863,Villamayor de Treviño,
https://database.factgrid.de/entity/Q356868,Villambistia,
https://database.factgrid.de/entity/Q356870,Villamediana,
https://database.factgrid.de/entity/Q356869,Villamediana de Iregua,
https://database.factgrid.de/entity/Q356871,Villamedianilla,
https://database.factgrid.de/entity/Q356872,Villamejil,
https://database.factgrid.de/entity/Q356873,Villamena,
https://database.factgrid.de/entity/Q356874,Villameriel,
https://database.factgrid.de/entity/Q356875,Villamesías,
https://database.factgrid.de/entity/Q356876,Villamezán,
https://database.factgrid.de/entity/Q356879,Villamiel,
https://database.factgrid.de/entity/Q356877,Villamiel de la Sierra,
https://database.factgrid.de/entity/Q356878,Villamiel de Toledo,
https://database.factgrid.de/entity/Q356880,Villaminaya,
https://database.factgrid.de/entity/Q356881,Villamol,
https://database.factgrid.de/entity/Q356882,Villamontán de la Valduerna,
https://database.factgrid.de/entity/Q356884,Villamor,
https://database.factgrid.de/entity/Q356883,Villamor de los Escuderos,
https://database.factgrid.de/entity/Q356885,Villamoratiel de las Matas,
https://database.factgrid.de/entity/Q356886,Villamorón,
https://database.factgrid.de/entity/Q356887,Villamoronta,
https://database.factgrid.de/entity/Q356888,Villamuelas,
https://database.factgrid.de/entity/Q356889,Villamuera de la Cueza,
https://database.factgrid.de/entity/Q356890,Villamuriel de Campos,
https://database.factgrid.de/entity/Q356891,Villamuriel de Cerrato,
https://database.factgrid.de/entity/Q356892,Villán de Tordesillas,
https://database.factgrid.de/entity/Q356893,Villanasur Río de Oca,
https://database.factgrid.de/entity/Q356894,Villanázar,
https://database.factgrid.de/entity/Q356895,Villandiego,
https://database.factgrid.de/entity/Q356896,Villangómez,
https://database.factgrid.de/entity/Q356897,"Villanova, Ribagorza",
https://database.factgrid.de/entity/Q356898,Villanúa,
https://database.factgrid.de/entity/Q356899,Villanubla,
https://database.factgrid.de/entity/Q356972,Villanueva,
https://database.factgrid.de/entity/Q356971,Villanueva,
https://database.factgrid.de/entity/Q356973,Villanueva,
https://database.factgrid.de/entity/Q356969,Villanueva,
https://database.factgrid.de/entity/Q356970,Villanueva,
https://database.factgrid.de/entity/Q356974,Viḷḷanueva,
https://database.factgrid.de/entity/Q356975,Viḷḷanueva,
https://database.factgrid.de/entity/Q356900,Villanueva (San Juan),
https://database.factgrid.de/entity/Q356901,Villanueva de Alcardete,
https://database.factgrid.de/entity/Q356902,Villanueva de Alcorón,
https://database.factgrid.de/entity/Q356903,Villanueva de Alcorón,
https://database.factgrid.de/entity/Q356904,Villanueva de Algaidas,
https://database.factgrid.de/entity/Q356905,Villanueva de Argaño,
https://database.factgrid.de/entity/Q356906,Villanueva de Argecilla,
https://database.factgrid.de/entity/Q356907,Villanueva de Ávila,
https://database.factgrid.de/entity/Q356908,Villanueva de Azoague,
https://database.factgrid.de/entity/Q356909,Villanueva de Bogas,
https://database.factgrid.de/entity/Q356910,Villanueva de Cameros,
https://database.factgrid.de/entity/Q356911,Villanueva de Campeán,
https://database.factgrid.de/entity/Q356912,Villanueva de Carazo,
https://database.factgrid.de/entity/Q356913,Villanueva de Córdoba,
https://database.factgrid.de/entity/Q356914,Villanueva de Duero,
https://database.factgrid.de/entity/Q356915,Villanueva de Gállego,
https://database.factgrid.de/entity/Q356916,Villanueva de Gómez,
https://database.factgrid.de/entity/Q356917,Villanueva de Gormaz,
https://database.factgrid.de/entity/Q356918,Villanueva de Guadamejud,
https://database.factgrid.de/entity/Q356919,Villanueva de Gumiel,
https://database.factgrid.de/entity/Q356920,Villanueva de Huerva,
https://database.factgrid.de/entity/Q356921,Villanueva de Jiloca,
https://database.factgrid.de/entity/Q356922,Villanueva de la Cañada,
https://database.factgrid.de/entity/Q356923,Villanueva de la Concepción,
https://database.factgrid.de/entity/Q356924,Villanueva de la Condesa,
https://database.factgrid.de/entity/Q356925,Villanueva de la Fuente,
https://database.factgrid.de/entity/Q356926,Villanueva de la Jara,
https://database.factgrid.de/entity/Q356927,Villanueva de la Reina,
https://database.factgrid.de/entity/Q92938,Villanueva de la Serena,
https://database.factgrid.de/entity/Q356928,Villanueva de la Sierra,
https://database.factgrid.de/entity/Q356930,Villanueva de la Torre,
https://database.factgrid.de/entity/Q356929,"Villanueva de la Torre, Palencia",
https://database.factgrid.de/entity/Q356931,Villanueva de la Vera,
https://database.factgrid.de/entity/Q356932,Villanueva de las Cruces,
https://database.factgrid.de/entity/Q356933,Villanueva de las Manzanas,
https://database.factgrid.de/entity/Q356934,Villanueva de las Peras,
https://database.factgrid.de/entity/Q356935,Villanueva de las Torres,
https://database.factgrid.de/entity/Q356936,Villanueva de los Caballeros,
https://database.factgrid.de/entity/Q356937,Villanueva de los Castillejos,
https://database.factgrid.de/entity/Q356938,Villanueva de los Escuderos,
https://database.factgrid.de/entity/Q356939,Villanueva de los Infantes,
https://database.factgrid.de/entity/Q356940,Villanueva de los Infantes,
https://database.factgrid.de/entity/Q356941,Villanueva de Odra,
https://database.factgrid.de/entity/Q356942,Villanueva de Perales,
https://database.factgrid.de/entity/Q356943,Villanueva de San Carlos,
https://database.factgrid.de/entity/Q356944,Villanueva de San Juan,
https://database.factgrid.de/entity/Q356945,Villanueva de San Mancio,
https://database.factgrid.de/entity/Q356946,Villanueva de Sigena,
https://database.factgrid.de/entity/Q356947,Villanueva de Tapia,
https://database.factgrid.de/entity/Q356948,Villanueva de Teba,
https://database.factgrid.de/entity/Q356949,Villanueva de Viver,
https://database.factgrid.de/entity/Q356950,Villanueva de Zamajón,
https://database.factgrid.de/entity/Q356951,Villanueva del Aceral,
https://database.factgrid.de/entity/Q356952,Villanueva del Ariscal,
https://database.factgrid.de/entity/Q356953,Villanueva del Arzobispo,
https://database.factgrid.de/entity/Q356954,Villanueva del Campillo,
https://database.factgrid.de/entity/Q356955,Villanueva del Campo,
https://database.factgrid.de/entity/Q356956,Villanueva del Conde,
https://database.factgrid.de/entity/Q356957,Villanueva del Duque,
https://database.factgrid.de/entity/Q356958,Villanueva del Fresno,
